#libraryId	max_intergenic	cutoffTPM	cutoffGenicTPM	cutoffFPKM	cutoffGenicFPKM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	ratioIntergenicCodingPresent	species	organism
SRX081869	73.21497131	1.47119	1.52348972953447	1.44609890041969	1.70114689520318	68.9151274257657	11790	17108	72.9945834408047	11320	15508	18.7400825134878	2362	12604	0.05	9031	Gallus gallus
SRX081870	73.21497131	1.42433	1.47553757767953	1.4942870528494	1.78131554434167	69.2132335749357	11841	17108	73.4782047975239	11395	15508	19.3351317042209	2437	12604	0.05	9031	Gallus gallus
SRX081871	73.21497131	1.63399	1.68942167079331	1.63604993659162	1.9285962532285	66.1152677110124	11311	17108	69.5125096724271	10780	15508	18.2481751824818	2300	12604	0.05	9031	Gallus gallus
SRX081872	73.21497131	1.9725	2.05191791972995	1.84661134032799	2.20892213640817	66.7816226326865	11425	17108	70.2540624193964	10895	15508	18.5734687400825	2341	12604	0.05	9031	Gallus gallus
SRX081873	73.21497131	0.355489	0.36058808622744	0.702500993589723	0.775641209273505	64.6364274023848	11058	17108	68.4356461181326	10613	15508	18.557600761663	2339	12604	0.05	9031	Gallus gallus
SRX081874	73.21497131	0.395187	0.400242257644831	0.794956377534757	0.877036745838094	62.5847556698621	10707	17108	66.3012638638122	10282	15508	17.7562678514757	2238	12604	0.05	9031	Gallus gallus
SRX081875	73.21497131	0.720546	0.735663821768931	1.16171096416144	1.31777609804948	67.4947393032499	11547	17108	71.330925973691	11062	15508	18.1926372580133	2293	12604	0.05	9031	Gallus gallus
SRX081876	73.21497131	0.789654	0.804689538123043	1.04525372533685	1.15992988387242	67.6116436754735	11567	17108	71.5243745163786	11092	15508	18.732148524278	2361	12604	0.05	9031	Gallus gallus
SRX081877	73.21497131	0.469769	0.478067123908229	0.623425924489505	0.676981552991891	63.6485854570961	10889	17108	67.4555068351819	10461	15508	17.60552205649	2219	12604	0.05	9031	Gallus gallus
SRX081878	73.21497131	0.669021	0.678871214505882	0.724615645450328	0.769572942152969	61.1351414542904	10459	17108	64.9277792107299	10069	15508	15.526816883529	1957	12604	0.05	9031	Gallus gallus
SRX081879	73.21497131	5.12548	5.32401903984984	4.28460962262345	5.05210037289134	59.8375029226093	10237	17108	61.9744647923652	9611	15508	11.337670580768	1429	12604	0.05	9031	Gallus gallus
SRX081880	73.21497131	2.4525	2.51236950102088	3.07009928207964	3.58897423949788	62.4912321720832	10691	17108	65.0696414753676	10091	15508	13.9558870199937	1759	12604	0.05	9031	Gallus gallus
SRX191155	73.21497131	0.863067	0.928190815535393	1.22255938342157	1.74762052677996	69.3768996960486	11869	17108	71.9693061645602	11161	15508	18.5655347508727	2340	12604	0.05	9031	Gallus gallus
SRX191156	73.21497131	0.467137	0.489420071799935	0.89175360587031	1.16492283676114	60.1414542903905	10289	17108	62.4258447253031	9681	15508	15.106315455411	1904	12604	0.05	9031	Gallus gallus
SRX191157	73.21497131	0.611584	0.637826033714769	1.12726936543856	1.45159828219127	65.571662380173	11218	17108	67.5844725303069	10481	15508	17.0025388765471	2143	12604	0.05	9031	Gallus gallus
SRX191158	73.21497131	0.48043	0.502436401557676	0.85362842152081	1.08360088372385	64.7825578676643	11083	17108	66.8751612071189	10371	15508	17.5499841320216	2212	12604	0.05	9031	Gallus gallus
SRX191159	73.21497131	0.269809	0.284310535129394	0.51722313623331	0.697054535649759	58.3878887070376	9989	17108	61.3489811710085	9514	15508	15.4871469374802	1952	12604	0.05	9031	Gallus gallus
SRX196371	73.21497131	1.74434	1.83689124241744	1.28133523707168	1.53982302460516	70.0783259293898	11989	17108	73.1299974206861	11341	15508	19.684227229451	2481	12604	0.05	9031	Gallus gallus
SRX196372	73.21497131	1.1389972	1.18290573424707	1.11190739539122	1.29442720544733	71.7675941080196	12278	17108	75.8511735878256	11763	15508	20.7077118375119	2610	12604	0.05	9031	Gallus gallus
SRX196373	73.21497131	0.468298	0.482022049218245	0.911836172978145	1.06817378775105	60.3694178162263	10328	17108	63.4575702863038	9841	15508	16.8835290384005	2128	12604	0.05	9031	Gallus gallus
SRX196374	73.21497131	0.862943	0.886149871403204	0.984950318606355	1.11738187870455	70.1776946457798	12006	17108	72.9623420170235	11315	15508	19.8984449381149	2508	12604	0.05	9031	Gallus gallus
SRX196375	73.21497131	0.729267	0.747288332514942	0.615759019740345	0.664802487921347	66.1971007715689	11325	17108	69.0417848852205	10707	15508	18.3513170422088	2313	12604	0.05	9031	Gallus gallus
SRX196376	73.21497131	1.57666	1.64973235399534	1.33778881754594	1.5783281304925	71.0018704699556	12147	17108	74.4583440804746	11547	15508	20.0967946683592	2533	12604	0.05	9031	Gallus gallus
SRX196377	73.21497131	0.850804	0.871939237809569	0.695276011876211	0.761388409498447	57.3883563245265	9818	17108	61.5940159917462	9552	15508	16.4392256426531	2072	12604	0.05	9031	Gallus gallus
SRX196378	73.21497131	2.01815	2.11778145961033	1.61559617854118	1.89277871079497	67.0154313771335	11465	17108	70.4604075315966	10927	15508	18.6766105998096	2354	12604	0.05	9031	Gallus gallus
SRX196379	73.21497131	4.92216	5.12772232501111	3.91710919987674	4.63605312558871	60.2232873509469	10303	17108	63.0255352076348	9774	15508	12.3532211996192	1557	12604	0.05	9031	Gallus gallus
SRX196380	73.21497131	2.26756	2.44841305325654	1.0757365957889	1.27488015635172	63.046527940145	10786	17108	69.1707505803456	10727	15508	19.2875277689622	2431	12604	0.05	9031	Gallus gallus
