X.libraryId	max_intergenic	cutoffTPM	cutoffGenicTPM	cutoffFPKM	cutoffGenicFPKM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	ratioIntergenicCodingPresent	species	organism
SRX1383055	9.87366753	0.197951	0.202308879807206	0.129797987896019	0.145607847379892	54.565893010646	16504	30246	72.9285551244008	15975	21905	22.9827155929383	4973	21638	0.05	9544	Macaca mulatta
SRX1383056	9.87366753	0.251325	0.257322784943962	0.150576795695807	0.169617517641599	54.2683330027111	16414	30246	72.5633417028076	15895	21905	22.6499676495055	4901	21638	0.05	9544	Macaca mulatta
SRX1383057	9.87366753	0.244811	0.250788199426923	0.148689736215123	0.168448676025371	53.9046485485684	16304	30246	72.161606939055	15807	21905	22.8533136149367	4945	21638	0.05	9544	Macaca mulatta
SRX1383058	9.87366753	0.268711	0.275293889480086	0.159167561840634	0.179898127968092	53.9509356609138	16318	30246	72.1707372745948	15809	21905	22.6222386542194	4895	21638	0.05	9544	Macaca mulatta
SRX1383059	9.87366753	0.266931	0.273373290576242	0.158960909171816	0.179288432454866	53.9873041063281	16329	30246	72.2529102944533	15827	21905	22.6869396432203	4909	21638	0.05	9544	Macaca mulatta
SRX1383060	9.87366753	0.272394	0.279078573130853	0.165063068645113	0.186463447034496	53.9740792170866	16325	30246	72.2437799589135	15825	21905	22.5482946667899	4879	21638	0.05	9544	Macaca mulatta
SRX1383061	9.87366753	0.260717	0.267022215681783	0.155413956613842	0.175014255740837	54.284864114263	16419	30246	72.5085596895686	15883	21905	22.7886126259359	4931	21638	0.05	9544	Macaca mulatta
SRX1383062	9.87366753	0.243184	0.248941102422572	0.144204195528162	0.161903069363301	54.4336441182305	16464	30246	72.755078749144	15937	21905	22.857935114151	4946	21638	0.05	9544	Macaca mulatta
SRX1383063	9.87366753	0.266082	0.272546389767712	0.156733603264805	0.176574560968906	54.5196058983006	16490	30246	72.7916000913034	15945	21905	23.0427950827248	4986	21638	0.05	9544	Macaca mulatta
SRX1383064	9.87366753	0.257887	0.264337786232207	0.155345137440652	0.175631139047981	54.0501223302255	16348	30246	72.2666057977631	15830	21905	23.0058230890101	4978	21638	0.05	9544	Macaca mulatta
SRX1383065	9.87366753	0.242532	0.248604309890046	0.14865249583534	0.167773585890717	54.5956490114395	16513	30246	72.9787719698699	15986	21905	23.246141048156	5030	21638	0.05	9544	Macaca mulatta
SRX1383066	9.87366753	0.260968	0.267812249446222	0.157213841972411	0.177722607403755	54.5890365668187	16511	30246	73.0107281442593	15993	21905	23.1028745725113	4999	21638	0.05	9544	Macaca mulatta
SRX1383067	9.87366753	0.294652	0.302990606116721	0.176724343173896	0.200006432052109	54.4237254512993	16461	30246	72.8281214334627	15953	21905	23.2738700434421	5036	21638	0.05	9544	Macaca mulatta
SRX1383068	9.87366753	0.219382	0.224633198419759	0.153796770961775	0.174780596475788	54.3972756728162	16453	30246	73.0609449897284	16004	21905	23.4263795175155	5069	21638	0.05	9544	Macaca mulatta
SRX1383069	9.87366753	0.294135	0.301703365315091	0.181517039316689	0.206599251014814	54.079878331019	16357	30246	72.4218215019402	15864	21905	22.6823181440059	4908	21638	0.05	9544	Macaca mulatta
SRX1383070	9.87366753	0.272752	0.279639114568154	0.167248738273531	0.189816319836344	54.0897969979501	16360	30246	72.3442136498516	15847	21905	22.7054256400776	4913	21638	0.05	9544	Macaca mulatta
SRX1383071	9.87366753	0.23122	0.236535419951316	0.146173796775161	0.164776429606158	54.4237254512993	16461	30246	72.8737731111618	15963	21905	23.1999260560126	5020	21638	0.05	9544	Macaca mulatta
SRX1383072	9.87366753	0.244892	0.250794608104034	0.153968692729213	0.174627924899967	53.9641605501554	16322	30246	72.2803013010728	15833	21905	22.9503650984379	4966	21638	0.05	9544	Macaca mulatta
SRX1383073	9.87366753	0.225482	0.230669266000866	0.141987913586558	0.160059704687808	54.3146201150565	16428	30246	72.6318192193563	15910	21905	23.0797670764396	4994	21638	0.05	9544	Macaca mulatta
SRX1383074	9.87366753	0.233138	0.238546256463813	0.145330944625676	0.163664987239122	54.3146201150565	16428	30246	72.5587765350377	15894	21905	22.9827155929383	4973	21638	0.05	9544	Macaca mulatta
SRX1383075	9.87366753	0.251655	0.257775809146927	0.157080483852638	0.178670138674114	53.134298750248	16071	30246	71.2211823784524	15601	21905	22.3957851927165	4846	21638	0.05	9544	Macaca mulatta
SRX1383076	9.87366753	0.238595	0.244370893971104	0.148841963015682	0.168709520286237	54.2881703365734	16420	30246	72.5268203606483	15887	21905	23.2646270450134	5034	21638	0.05	9544	Macaca mulatta
SRX1383077	9.87366753	0.234086	0.239482502621386	0.148246819819861	0.167410614967235	53.5971698737023	16211	30246	71.9242182150194	15755	21905	22.5390516683612	4877	21638	0.05	9544	Macaca mulatta
SRX1383078	9.87366753	0.226389	0.23167550099706	0.141052896814548	0.158770712812941	54.4105005620578	16457	30246	72.7459484136042	15935	21905	23.1721970607265	5014	21638	0.05	9544	Macaca mulatta
SRX1383079	9.87366753	0.250584	0.256783934790199	0.155142241148103	0.176025780995643	53.7195000991867	16248	30246	71.9926957315681	15770	21905	22.9041501062945	4956	21638	0.05	9544	Macaca mulatta
SRX1383080	9.87366753	0.206017	0.210931999577655	0.132661611386754	0.150075147404904	54.4964623421279	16483	30246	72.8418169367724	15956	21905	23.3200850355855	5046	21638	0.05	9544	Macaca mulatta
SRX1383081	9.87366753	0.237603	0.24324343917137	0.147383626558793	0.166166370204181	54.5096872313694	16487	30246	72.9011641177813	15969	21905	23.3385710324429	5050	21638	0.05	9544	Macaca mulatta
SRX1383082	9.87366753	0.218739	0.223782399414372	0.141926511757627	0.15971346231707	54.6055676783707	16516	30246	73.028988815339	15997	21905	23.11211757094	5001	21638	0.05	9544	Macaca mulatta
SRX1383083	9.87366753	0.20993	0.215096592602101	0.134675816810617	0.152090178330813	54.2088210011241	16396	30246	72.4355170052499	15867	21905	23.2923560402995	5040	21638	0.05	9544	Macaca mulatta
SRX1383084	9.87366753	0.24249804	0.248611438735599	0.155544051512523	0.176172148505171	54.1724525557098	16385	30246	72.5542113672678	15893	21905	23.0520380811535	4988	21638	0.05	9544	Macaca mulatta
SRX1383085	9.87366753	0.238313	0.244575112813471	0.14988216953645	0.168967504237471	54.9097401309264	16608	30246	73.3211595526136	16061	21905	23.3015990387282	5042	21638	0.05	9544	Macaca mulatta
SRX1383116	9.87366753	0.386094	0.398320249978693	0.212444062347423	0.2430865337779	55.068438801825	16656	30246	73.6544167998174	16134	21905	23.8192069507348	5154	21638	0.05	9544	Macaca mulatta
SRX1383117	9.87366753	0.39661	0.409430308252663	0.2097593354095	0.240503076300963	53.8781987700853	16296	30246	72.052042912577	15783	21905	22.4373786856456	4855	21638	0.05	9544	Macaca mulatta
SRX1383118	9.87366753	0.344413	0.354378687018223	0.191182385237628	0.21630909347968	50.4198902334193	15250	30246	68.1396941337594	14926	21905	20.8475829559109	4511	21638	0.05	9544	Macaca mulatta
SRX1383119	9.87366753	0.335429	0.345362479375248	0.185444845074227	0.210366573286671	50.6976129074919	15334	30246	68.4775165487332	15000	21905	21.1387374064146	4574	21638	0.05	9544	Macaca mulatta
SRX1383120	9.87366753	0.335796	0.345898260377486	0.182637941300493	0.207621591923483	51.7522978245057	15653	30246	69.7375028532299	15276	21905	21.8412052869951	4726	21638	0.05	9544	Macaca mulatta
SRX1383121	9.87366753	0.339563	0.349965829111106	0.184108827528197	0.20965023055113	52.7144085168287	15944	30246	70.8194476146998	15513	21905	22.3449487013587	4835	21638	0.05	9544	Macaca mulatta
SRX1383122	9.87366753	0.331336	0.340744998658465	0.191902712284712	0.217805189319397	48.4725252926007	14661	30246	65.5603743437571	14361	21905	20.2698955541178	4386	21638	0.05	9544	Macaca mulatta
SRX1383123	9.87366753	0.363212	0.374691152533858	0.201178259076474	0.229555153557517	51.7589102691265	15655	30246	69.7101118466104	15270	21905	21.9659857657824	4753	21638	0.05	9544	Macaca mulatta
SRX1383124	9.87366753	0.394579	0.407395354421952	0.216946495769268	0.248710439856199	52.7210209614494	15946	30246	70.8742296279388	15525	21905	22.5390516683612	4877	21638	0.05	9544	Macaca mulatta
SRX1383125	9.87366753	0.447372	0.463363977943798	0.243059335799458	0.282263913681564	54.3179263373669	16429	30246	72.4400821730199	15868	21905	23.380164525372	5059	21638	0.05	9544	Macaca mulatta
SRX1383126	9.87366753	0.421705	0.435568191627945	0.241376262084956	0.27747713537688	53.6632943199101	16231	30246	72.2118237845241	15818	21905	23.5927534892319	5105	21638	0.05	9544	Macaca mulatta
SRX1383127	9.87366753	0.553295	0.57415748736296	0.294415674789423	0.346740482141469	54.9097401309264	16608	30246	73.0472494864186	16001	21905	23.4910805065163	5083	21638	0.05	9544	Macaca mulatta
SRX1383128	9.87366753	0.466286	0.482679333898741	0.25177690230603	0.292237570503957	53.2533227534219	16107	30246	71.4311800958685	15647	21905	22.5991311581477	4890	21638	0.05	9544	Macaca mulatta
SRX1383129	9.87366753	0.571173	0.588478570667786	0.324875911154634	0.37182352823302	46.0457581167758	13927	30246	62.4697557635243	13684	21905	18.7401793141695	4055	21638	0.05	9544	Macaca mulatta
SRX1383130	9.87366753	0.484267	0.500232349776026	0.267545818025118	0.307238020578077	50.9720293592541	15417	30246	68.7103401049989	15051	21905	21.3004898789167	4609	21638	0.05	9544	Macaca mulatta
SRX1383131	9.87366753	0.48889	0.505703651426311	0.2688111470058	0.311422880325441	50.9654169146333	15415	30246	68.6555580917599	15039	21905	21.6424808207783	4683	21638	0.05	9544	Macaca mulatta
SRX1383132	9.87366753	0.460001	0.475318460351695	0.253329770604144	0.29132298368501	50.783574687562	15360	30246	68.5505592330518	15016	21905	21.4483778537758	4641	21638	0.05	9544	Macaca mulatta
SRX1383133	9.87366753	0.451427	0.466350264894106	0.242248044104196	0.277660108306709	51.4977187066058	15576	30246	69.3357680894773	15188	21905	21.7765042979943	4712	21638	0.05	9544	Macaca mulatta
SRX1383134	9.87366753	0.442351	0.458954018565405	0.249218753185728	0.291740820123203	51.5836804866759	15602	30246	69.4225062771057	15207	21905	22.5344301691469	4876	21638	0.05	9544	Macaca mulatta
SRX1383135	9.87366753	0.489771	0.507118790372081	0.27037791307385	0.312729797623959	50.8199431329763	15371	30246	68.4683862131933	14998	21905	22.2386542194288	4812	21638	0.05	9544	Macaca mulatta
SRX1383136	9.87366753	0.293241	0.302024576856966	0.192070859841761	0.220449055436762	50.562057792766	15293	30246	68.4044738644145	14984	21905	21.2404103891302	4596	21638	0.05	9544	Macaca mulatta
SRX1383137	9.87366753	0.384115	0.397102881141272	0.211103408717336	0.243538866927811	53.8054618792568	16274	30246	72.161606939055	15807	21905	22.5714021628616	4884	21638	0.05	9544	Macaca mulatta
SRX1383138	9.87366753	0.382449	0.393250413318199	0.219858516521246	0.248298552817458	50.1752297824506	15176	30246	67.8429582287149	14861	21905	20.514835012478	4439	21638	0.05	9544	Macaca mulatta
SRX1383139	9.87366753	0.364128	0.374524923179108	0.207953003761481	0.234998080715356	51.2332209217748	15496	30246	69.1440310431408	15146	21905	21.1710879009151	4581	21638	0.05	9544	Macaca mulatta
SRX1383140	9.87366753	0.350936	0.361593025954807	0.19361246448967	0.220577001418273	53.2533227534219	16107	30246	71.4722666057978	15656	21905	22.0306867547833	4767	21638	0.05	9544	Macaca mulatta
SRX1383141	9.87366753	0.3723	0.383786569327238	0.202744126540299	0.230521959757191	54.420419228989	16460	30246	72.6181237160466	15907	21905	22.3264627045013	4831	21638	0.05	9544	Macaca mulatta
SRX1383142	9.87366753	0.325086	0.334960251635798	0.181505835207627	0.206792892797433	52.12920716789	15767	30246	70.2624971467701	15391	21905	21.7071818097791	4697	21638	0.05	9544	Macaca mulatta
SRX1383143	9.87366753	0.356536	0.367301824488587	0.199125907415849	0.22653271895089	50.5488329035244	15289	30246	68.272083999087	14955	21905	21.3143543765598	4612	21638	0.05	9544	Macaca mulatta
SRX1383144	9.87366753	0.353367	0.364202891837003	0.198533543411706	0.225719225872113	52.0002644977848	15728	30246	70.0661949326638	15348	21905	21.7718827987799	4711	21638	0.05	9544	Macaca mulatta
SRX1383145	9.87366753	0.351245	0.361896766305427	0.204756633180033	0.232549896362326	49.6660715466508	15022	30246	67.2357909153161	14728	21905	20.9723634346982	4538	21638	0.05	9544	Macaca mulatta
SRX994819	9.87366753	0.348333	0.353211659830042	0.304110362871158	0.334115546890386	57.7960722078953	17481	30246	73.1385528418169	16021	21905	17.2058415750069	3723	21638	0.05	9544	Macaca mulatta
SRX994825	9.87366753	0.613481	0.622163562154996	0.474950029453581	0.519099860961782	51.9143027177147	15702	30246	65.7658068934033	14406	21905	12.4272113873741	2689	21638	0.05	9544	Macaca mulatta
SRX994847	9.87366753	0.311418	0.316846425160562	0.303166363667837	0.339965231213961	61.4031607485287	18572	30246	74.5126683405615	16322	21905	19.456511692393	4210	21638	0.05	9544	Macaca mulatta
SRX995288	9.87366753	0.476789	0.483174737208206	0.37985968338159	0.414005352219543	56.6917939562256	17147	30246	69.9109792284867	15314	21905	14.6547740086884	3171	21638	0.05	9544	Macaca mulatta
