X.libraryId	max_intergenic	cutoffTPM	cutoffGenicTPM	cutoffFPKM	cutoffGenicFPKM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	ratioIntergenicCodingPresent	species	organism
SRX1383041	9.87366753	0.270822	0.277519845382325	0.162632411416453	0.183499529110965	53.5079018713218	16184	30246	71.6503081488245	15695	21905	22.5806451612903	4886	21638	0.05	9544	Macaca mulatta
SRX1383042	9.87366753	0.242158	0.248159511377655	0.151202420373355	0.171225023407375	54.0567347748463	16350	30246	72.376169824241	15854	21905	23.1398465662261	5007	21638	0.05	9544	Macaca mulatta
SRX1383043	9.87366753	0.270293	0.277320183298128	0.162684753377848	0.184670344460076	53.4516960920452	16167	30246	71.5727002967359	15678	21905	22.7516406322211	4923	21638	0.05	9544	Macaca mulatta
SRX1383044	9.87366753	0.251134	0.257606267723017	0.146754435488775	0.165462586289349	54.2815578919527	16418	30246	72.6135585482766	15906	21905	23.0751455772252	4993	21638	0.05	9544	Macaca mulatta
SRX1383045	9.87366753	0.274335	0.281452090745586	0.163413752774958	0.185361849739474	53.517820538253	16187	30246	71.7096553298334	15708	21905	22.7331546353637	4919	21638	0.05	9544	Macaca mulatta
SRX1383046	9.87366753	0.251638	0.257827683408392	0.150077336163277	0.168469955372234	54.5956490114395	16513	30246	72.8372517690025	15955	21905	23.0659025787966	4991	21638	0.05	9544	Macaca mulatta
SRX1383047	9.87366753	0.264145	0.270978494330174	0.160453613873789	0.182096702450309	53.4351649804933	16162	30246	71.6594384843643	15697	21905	22.830206118865	4940	21638	0.05	9544	Macaca mulatta
SRX1383048	9.87366753	0.289047	0.29688093941676	0.172014075203687	0.195473236423225	53.4054089796998	16153	30246	71.513353115727	15665	21905	22.7839911267215	4930	21638	0.05	9544	Macaca mulatta
SRX1383049	9.87366753	0.192309	0.196453155184237	0.136038580687926	0.152060407032036	53.4285525358725	16160	30246	71.7370463364529	15714	21905	22.4096496903596	4849	21638	0.05	9544	Macaca mulatta
SRX1383050	9.87366753	0.308464	0.317204572844214	0.18835286166085	0.21470747580778	54.1790650003306	16387	30246	72.4263866697101	15865	21905	23.3154635363712	5045	21638	0.05	9544	Macaca mulatta
SRX1383051	9.87366753	0.277536	0.284757374340834	0.172781427141241	0.196698686377128	54.7543476823382	16561	30246	73.4215932435517	16083	21905	23.5881319900176	5104	21638	0.05	9544	Macaca mulatta
SRX1383052	9.87366753	0.277205	0.284338987585704	0.163871487403037	0.185792051956265	53.3525094227336	16137	30246	71.6274823099749	15690	21905	22.201682225714	4804	21638	0.05	9544	Macaca mulatta
SRX1383053	9.87366753	0.257815	0.263969196374	0.156232022140804	0.176419463070067	53.9509356609138	16318	30246	72.2483451266834	15826	21905	22.2987337092153	4825	21638	0.05	9544	Macaca mulatta
SRX1383054	9.87366753	0.272255	0.27901852117948	0.159504308521583	0.1802634051441	54.122859221054	16370	30246	72.3989956630906	15859	21905	22.2802477123579	4821	21638	0.05	9544	Macaca mulatta
