id	call
ENSMUSG00000030123	present
ENSMUSG00000030126	present
ENSMUSG00000030127	present
ENSMUSG00000030131	present
ENSMUSG00000030137	present
ENSMUSG00000030138	present
ENSMUSG00000030157	present
ENSMUSG00000030159	present
ENSMUSG00000030161	present
ENSMUSG00000030166	present
ENSMUSG00000030168	present
ENSMUSG00000030172	present
ENSMUSG00000030180	present
ENSMUSG00000030187	present
ENSMUSG00000030188	present
ENSMUSG00000030189	present
ENSMUSG00000030199	present
ENSMUSG00000030201	present
ENSMUSG00000030203	present
ENSMUSG00000030204	present
ENSMUSG00000030207	present
ENSMUSG00000030213	present
ENSMUSG00000030214	present
ENSMUSG00000030216	present
ENSMUSG00000030218	present
ENSMUSG00000030220	present
ENSMUSG00000030222	present
ENSMUSG00000030224	present
ENSMUSG00000030225	present
ENSMUSG00000030231	present
ENSMUSG00000030232	present
ENSMUSG00000030236	present
ENSMUSG00000030237	present
ENSMUSG00000030243	present
ENSMUSG00000030244	present
ENSMUSG00000030245	present
ENSMUSG00000030246	present
ENSMUSG00000030249	present
ENSMUSG00000030259	present
ENSMUSG00000030264	present
ENSMUSG00000030265	present
ENSMUSG00000030269	present
ENSMUSG00000030272	present
ENSMUSG00000030275	present
ENSMUSG00000030281	present
ENSMUSG00000030282	present
ENSMUSG00000030284	present
ENSMUSG00000030286	present
ENSMUSG00000030287	present
ENSMUSG00000030291	present
ENSMUSG00000030298	present
ENSMUSG00000030301	present
ENSMUSG00000030304	present
ENSMUSG00000030313	present
ENSMUSG00000030314	present
ENSMUSG00000030315	present
ENSMUSG00000030316	present
ENSMUSG00000030327	present
ENSMUSG00000030330	present
ENSMUSG00000030335	present
ENSMUSG00000030339	present
ENSMUSG00000030340	present
ENSMUSG00000030341	present
ENSMUSG00000030342	present
ENSMUSG00000030347	present
ENSMUSG00000030352	present
ENSMUSG00000030357	present
ENSMUSG00000030359	present
ENSMUSG00000030364	present
ENSMUSG00000030374	present
ENSMUSG00000030378	present
ENSMUSG00000030382	present
ENSMUSG00000030397	present
ENSMUSG00000030400	present
ENSMUSG00000030403	present
ENSMUSG00000030407	present
ENSMUSG00000030410	present
ENSMUSG00000030417	present
ENSMUSG00000030421	present
ENSMUSG00000030423	present
ENSMUSG00000030431	present
ENSMUSG00000030432	present
ENSMUSG00000030435	present
ENSMUSG00000030447	present
ENSMUSG00000030451	present
ENSMUSG00000030452	present
ENSMUSG00000030465	present
ENSMUSG00000030470	present
ENSMUSG00000030471	present
ENSMUSG00000030474	present
ENSMUSG00000030494	present
ENSMUSG00000030498	present
ENSMUSG00000030505	present
ENSMUSG00000030509	present
ENSMUSG00000030512	present
ENSMUSG00000030513	present
ENSMUSG00000030515	present
ENSMUSG00000030516	present
ENSMUSG00000030521	present
ENSMUSG00000030522	present
ENSMUSG00000030527	present
ENSMUSG00000030530	present
ENSMUSG00000030533	present
ENSMUSG00000030534	present
ENSMUSG00000030538	present
ENSMUSG00000030539	present
ENSMUSG00000030541	present
ENSMUSG00000030545	present
ENSMUSG00000030551	present
ENSMUSG00000030555	present
ENSMUSG00000030556	present
ENSMUSG00000030557	present
ENSMUSG00000030560	present
ENSMUSG00000030562	present
ENSMUSG00000030579	present
ENSMUSG00000030588	present
ENSMUSG00000030590	present
ENSMUSG00000030595	present
ENSMUSG00000030602	present
ENSMUSG00000030603	present
ENSMUSG00000030605	present
ENSMUSG00000030609	present
ENSMUSG00000030611	present
ENSMUSG00000030612	present
ENSMUSG00000030613	present
ENSMUSG00000030614	present
ENSMUSG00000030615	present
ENSMUSG00000030619	present
ENSMUSG00000030629	present
ENSMUSG00000030630	present
ENSMUSG00000030643	present
ENSMUSG00000030647	present
ENSMUSG00000030649	present
ENSMUSG00000030652	present
ENSMUSG00000030653	present
ENSMUSG00000030654	present
ENSMUSG00000030655	present
ENSMUSG00000030659	present
ENSMUSG00000030660	present
ENSMUSG00000030662	present
ENSMUSG00000030663	present
ENSMUSG00000030670	present
ENSMUSG00000030671	present
ENSMUSG00000030674	present
ENSMUSG00000030678	present
ENSMUSG00000030680	present
ENSMUSG00000030681	present
ENSMUSG00000030682	present
ENSMUSG00000030688	present
ENSMUSG00000030691	present
ENSMUSG00000030695	present
ENSMUSG00000030697	present
ENSMUSG00000030701	present
ENSMUSG00000030704	present
ENSMUSG00000030706	present
ENSMUSG00000030707	present
ENSMUSG00000030711	present
ENSMUSG00000030714	present
ENSMUSG00000030718	present
ENSMUSG00000030720	present
ENSMUSG00000030722	present
ENSMUSG00000030725	present
ENSMUSG00000030726	present
ENSMUSG00000030727	present
ENSMUSG00000030733	present
ENSMUSG00000030737	present
ENSMUSG00000030738	present
ENSMUSG00000030741	present
ENSMUSG00000030744	present
ENSMUSG00000030747	present
ENSMUSG00000030748	present
ENSMUSG00000030750	present
ENSMUSG00000030751	present
ENSMUSG00000030753	present
ENSMUSG00000030754	present
ENSMUSG00000030760	present
ENSMUSG00000030761	present
ENSMUSG00000030762	present
ENSMUSG00000030763	present
ENSMUSG00000030766	present
ENSMUSG00000030770	present
ENSMUSG00000030779	present
ENSMUSG00000030780	present
ENSMUSG00000030787	present
ENSMUSG00000030788	present
ENSMUSG00000030793	present
ENSMUSG00000030795	present
ENSMUSG00000030800	present
ENSMUSG00000030801	present
ENSMUSG00000030802	present
ENSMUSG00000030805	present
ENSMUSG00000030814	present
ENSMUSG00000030815	present
ENSMUSG00000030816	present
ENSMUSG00000030822	present
ENSMUSG00000030824	present
ENSMUSG00000030826	present
ENSMUSG00000030830	present
ENSMUSG00000030834	present
ENSMUSG00000030835	present
ENSMUSG00000030842	present
ENSMUSG00000030846	present
ENSMUSG00000030847	present
ENSMUSG00000030849	present
ENSMUSG00000030850	present
ENSMUSG00000030861	present
ENSMUSG00000030865	present
ENSMUSG00000030868	present
ENSMUSG00000030869	present
ENSMUSG00000030870	present
ENSMUSG00000030871	present
ENSMUSG00000030872	present
ENSMUSG00000030876	present
ENSMUSG00000030879	present
ENSMUSG00000030880	present
ENSMUSG00000030881	present
ENSMUSG00000030884	present
ENSMUSG00000030888	present
ENSMUSG00000030890	present
ENSMUSG00000030894	present
ENSMUSG00000030895	present
ENSMUSG00000030909	present
ENSMUSG00000030921	present
ENSMUSG00000030922	present
ENSMUSG00000030930	present
ENSMUSG00000030934	present
ENSMUSG00000030935	present
ENSMUSG00000030942	present
ENSMUSG00000030946	present
ENSMUSG00000030960	present
ENSMUSG00000030965	present
ENSMUSG00000030966	present
ENSMUSG00000030967	present
ENSMUSG00000030972	present
ENSMUSG00000030978	present
ENSMUSG00000030979	present
ENSMUSG00000030980	present
ENSMUSG00000030982	present
ENSMUSG00000030983	present
ENSMUSG00000030986	present
ENSMUSG00000030987	present
ENSMUSG00000030990	present
ENSMUSG00000031007	present
ENSMUSG00000031010	present
ENSMUSG00000031012	present
ENSMUSG00000031015	present
ENSMUSG00000031021	present
ENSMUSG00000031023	present
ENSMUSG00000031029	present
ENSMUSG00000031059	present
ENSMUSG00000031060	present
ENSMUSG00000031068	present
ENSMUSG00000031072	present
ENSMUSG00000031077	present
ENSMUSG00000031078	present
ENSMUSG00000031090	present
ENSMUSG00000031095	present
ENSMUSG00000031109	present
ENSMUSG00000031119	present
ENSMUSG00000031129	present
ENSMUSG00000031134	present
ENSMUSG00000031138	present
ENSMUSG00000031143	present
ENSMUSG00000031147	present
ENSMUSG00000031148	present
ENSMUSG00000031153	present
ENSMUSG00000031154	present
ENSMUSG00000031156	present
ENSMUSG00000031157	present
ENSMUSG00000031158	present
ENSMUSG00000031161	present
ENSMUSG00000031166	present
ENSMUSG00000031167	present
ENSMUSG00000031168	present
ENSMUSG00000031171	present
ENSMUSG00000031173	present
ENSMUSG00000031176	present
ENSMUSG00000031196	present
ENSMUSG00000031197	present
ENSMUSG00000031198	present
ENSMUSG00000031201	present
ENSMUSG00000031207	present
ENSMUSG00000031217	present
ENSMUSG00000031221	present
ENSMUSG00000031226	present
ENSMUSG00000031227	present
ENSMUSG00000031229	present
ENSMUSG00000031231	present
ENSMUSG00000031232	present
ENSMUSG00000031242	present
ENSMUSG00000031245	present
ENSMUSG00000031246	present
ENSMUSG00000031256	present
ENSMUSG00000031271	present
ENSMUSG00000031278	present
ENSMUSG00000031286	present
ENSMUSG00000031295	present
ENSMUSG00000031299	present
ENSMUSG00000031304	present
ENSMUSG00000031309	present
ENSMUSG00000031311	present
ENSMUSG00000031314	present
ENSMUSG00000031320	present
ENSMUSG00000031328	present
ENSMUSG00000031333	present
ENSMUSG00000031337	present
ENSMUSG00000031347	present
ENSMUSG00000031349	present
ENSMUSG00000031352	present
ENSMUSG00000031353	present
ENSMUSG00000031357	present
ENSMUSG00000031358	present
ENSMUSG00000031360	present
ENSMUSG00000031365	present
ENSMUSG00000031367	present
ENSMUSG00000031373	present
ENSMUSG00000031375	present
ENSMUSG00000031378	present
ENSMUSG00000031379	present
ENSMUSG00000031386	present
ENSMUSG00000031387	present
ENSMUSG00000031388	present
ENSMUSG00000031393	present
ENSMUSG00000031399	present
ENSMUSG00000031400	present
ENSMUSG00000031402	present
ENSMUSG00000031403	present
ENSMUSG00000031422	present
ENSMUSG00000031429	present
ENSMUSG00000031431	present
ENSMUSG00000031432	present
ENSMUSG00000031433	present
ENSMUSG00000031438	present
ENSMUSG00000031443	present
ENSMUSG00000031444	present
ENSMUSG00000031445	present
ENSMUSG00000031446	present
ENSMUSG00000031447	present
ENSMUSG00000031451	present
ENSMUSG00000031453	present
ENSMUSG00000031458	present
ENSMUSG00000031467	present
ENSMUSG00000031479	present
ENSMUSG00000031482	present
ENSMUSG00000031483	present
ENSMUSG00000031485	present
ENSMUSG00000031487	present
ENSMUSG00000031488	present
ENSMUSG00000031490	present
ENSMUSG00000031502	present
ENSMUSG00000031503	present
ENSMUSG00000031504	present
ENSMUSG00000031505	present
ENSMUSG00000031511	present
ENSMUSG00000031513	present
ENSMUSG00000031516	present
ENSMUSG00000031520	present
ENSMUSG00000031521	present
ENSMUSG00000031523	present
ENSMUSG00000031527	present
ENSMUSG00000031529	present
ENSMUSG00000031532	present
ENSMUSG00000031533	present
ENSMUSG00000031534	present
ENSMUSG00000031536	present
ENSMUSG00000031537	present
ENSMUSG00000031540	present
ENSMUSG00000031545	present
ENSMUSG00000031546	present
ENSMUSG00000031549	present
ENSMUSG00000031555	present
ENSMUSG00000031556	present
ENSMUSG00000031563	present
ENSMUSG00000031568	present
ENSMUSG00000031570	present
ENSMUSG00000031575	present
ENSMUSG00000031577	present
ENSMUSG00000031578	present
ENSMUSG00000031583	present
ENSMUSG00000031584	present
ENSMUSG00000031585	present
ENSMUSG00000031586	present
ENSMUSG00000031590	present
ENSMUSG00000031591	present
ENSMUSG00000031592	present
ENSMUSG00000031594	present
ENSMUSG00000031596	present
ENSMUSG00000031600	present
ENSMUSG00000031601	present
ENSMUSG00000031604	present
ENSMUSG00000031605	present
ENSMUSG00000031609	present
ENSMUSG00000031613	present
ENSMUSG00000031616	present
ENSMUSG00000031617	present
ENSMUSG00000031618	present
ENSMUSG00000031622	present
ENSMUSG00000031626	present
ENSMUSG00000031627	present
ENSMUSG00000031628	present
ENSMUSG00000031631	present
ENSMUSG00000031633	present
ENSMUSG00000031634	present
ENSMUSG00000031641	present
ENSMUSG00000031645	present
ENSMUSG00000031652	present
ENSMUSG00000031657	present
ENSMUSG00000031660	present
ENSMUSG00000031666	present
ENSMUSG00000031667	present
ENSMUSG00000031668	present
ENSMUSG00000031671	present
ENSMUSG00000031672	present
ENSMUSG00000031681	present
ENSMUSG00000031683	present
ENSMUSG00000031684	present
ENSMUSG00000031691	present
ENSMUSG00000031696	present
ENSMUSG00000031697	present
ENSMUSG00000031700	present
ENSMUSG00000031701	present
ENSMUSG00000031703	present
ENSMUSG00000031706	present
ENSMUSG00000031708	present
ENSMUSG00000031711	present
ENSMUSG00000031714	present
ENSMUSG00000031715	present
ENSMUSG00000031722	present
ENSMUSG00000031723	present
ENSMUSG00000031725	present
ENSMUSG00000031729	present
ENSMUSG00000031730	present
ENSMUSG00000031731	present
ENSMUSG00000031740	present
ENSMUSG00000031751	present
ENSMUSG00000031753	present
ENSMUSG00000031754	present
ENSMUSG00000031762	present
ENSMUSG00000031765	present
ENSMUSG00000031767	present
ENSMUSG00000031770	present
ENSMUSG00000031774	present
ENSMUSG00000031775	present
ENSMUSG00000031781	present
ENSMUSG00000031782	present
ENSMUSG00000031783	present
ENSMUSG00000031785	present
ENSMUSG00000031788	present
ENSMUSG00000031790	present
ENSMUSG00000031792	present
ENSMUSG00000031796	present
ENSMUSG00000031799	present
ENSMUSG00000031803	present
ENSMUSG00000031807	present
ENSMUSG00000031808	present
ENSMUSG00000031813	present
ENSMUSG00000031820	present
ENSMUSG00000031827	present
ENSMUSG00000031833	present
ENSMUSG00000031834	present
ENSMUSG00000031835	present
ENSMUSG00000031839	present
ENSMUSG00000031840	present
ENSMUSG00000031842	present
ENSMUSG00000031843	present
ENSMUSG00000031844	present
ENSMUSG00000031845	present
ENSMUSG00000031848	present
ENSMUSG00000031851	present
ENSMUSG00000031858	present
ENSMUSG00000031862	present
ENSMUSG00000031864	present
ENSMUSG00000031871	present
ENSMUSG00000031875	present
ENSMUSG00000031877	present
ENSMUSG00000031878	present
ENSMUSG00000031879	present
ENSMUSG00000031885	present
ENSMUSG00000031886	present
ENSMUSG00000031887	present
ENSMUSG00000031889	present
ENSMUSG00000031897	present
ENSMUSG00000031901	present
ENSMUSG00000031902	present
ENSMUSG00000031903	present
ENSMUSG00000031913	present
ENSMUSG00000031916	present
ENSMUSG00000031917	present
ENSMUSG00000031918	present
ENSMUSG00000031921	present
ENSMUSG00000031922	present
ENSMUSG00000031924	present
ENSMUSG00000031928	present
ENSMUSG00000031930	present
ENSMUSG00000031931	present
ENSMUSG00000031935	present
ENSMUSG00000031938	present
ENSMUSG00000031939	present
ENSMUSG00000031948	present
ENSMUSG00000031949	present
ENSMUSG00000031950	present
ENSMUSG00000031953	present
ENSMUSG00000031954	present
ENSMUSG00000031955	present
ENSMUSG00000031958	present
ENSMUSG00000031959	present
ENSMUSG00000031960	present
ENSMUSG00000031965	present
ENSMUSG00000031969	present
ENSMUSG00000031979	present
ENSMUSG00000031980	present
ENSMUSG00000031983	present
ENSMUSG00000031984	present
ENSMUSG00000031985	present
ENSMUSG00000031986	present
ENSMUSG00000031988	present
ENSMUSG00000031993	present
ENSMUSG00000031996	present
ENSMUSG00000032000	present
ENSMUSG00000032002	present
ENSMUSG00000032009	present
ENSMUSG00000032012	present
ENSMUSG00000032014	present
ENSMUSG00000032018	present
ENSMUSG00000032026	present
ENSMUSG00000032028	present
ENSMUSG00000032030	present
ENSMUSG00000032035	present
ENSMUSG00000032038	present
ENSMUSG00000032040	present
ENSMUSG00000032041	present
ENSMUSG00000032042	present
ENSMUSG00000032044	present
ENSMUSG00000032046	present
ENSMUSG00000032047	present
ENSMUSG00000032050	present
ENSMUSG00000032051	present
ENSMUSG00000032058	present
ENSMUSG00000032059	present
ENSMUSG00000032062	present
ENSMUSG00000032066	present
ENSMUSG00000032067	present
ENSMUSG00000032068	present
ENSMUSG00000032076	present
ENSMUSG00000032078	present
ENSMUSG00000032079	present
ENSMUSG00000032080	present
ENSMUSG00000032081	present
ENSMUSG00000032083	present
ENSMUSG00000032085	present
ENSMUSG00000032086	present
ENSMUSG00000032092	present
ENSMUSG00000032096	present
ENSMUSG00000032097	present
ENSMUSG00000032109	present
ENSMUSG00000032112	present
ENSMUSG00000032114	present
ENSMUSG00000032115	present
ENSMUSG00000032116	present
ENSMUSG00000032120	present
ENSMUSG00000032123	present
ENSMUSG00000032125	present
ENSMUSG00000032126	present
ENSMUSG00000032127	present
ENSMUSG00000032135	present
ENSMUSG00000032171	present
ENSMUSG00000032175	present
ENSMUSG00000032178	present
ENSMUSG00000032179	present
ENSMUSG00000032180	present
ENSMUSG00000032182	present
ENSMUSG00000032185	present
ENSMUSG00000032187	present
ENSMUSG00000032193	present
ENSMUSG00000032194	present
ENSMUSG00000032198	present
ENSMUSG00000032199	present
ENSMUSG00000032204	present
ENSMUSG00000032207	present
ENSMUSG00000032212	present
ENSMUSG00000032215	present
ENSMUSG00000032216	present
ENSMUSG00000032217	present
ENSMUSG00000032220	present
ENSMUSG00000032228	present
ENSMUSG00000032231	present
ENSMUSG00000032232	present
ENSMUSG00000032235	present
ENSMUSG00000032238	present
ENSMUSG00000032239	present
ENSMUSG00000032244	present
ENSMUSG00000032249	present
ENSMUSG00000032252	present
ENSMUSG00000032253	present
ENSMUSG00000032261	present
ENSMUSG00000032263	present
ENSMUSG00000032264	present
ENSMUSG00000032265	present
ENSMUSG00000032267	present
ENSMUSG00000032271	present
ENSMUSG00000032279	present
ENSMUSG00000032280	present
ENSMUSG00000032285	present
ENSMUSG00000032288	present
ENSMUSG00000032290	present
ENSMUSG00000032293	present
ENSMUSG00000032294	present
ENSMUSG00000032295	present
ENSMUSG00000032299	present
ENSMUSG00000032300	present
ENSMUSG00000032301	present
ENSMUSG00000032305	present
ENSMUSG00000032306	present
ENSMUSG00000032307	present
ENSMUSG00000032309	present
ENSMUSG00000032310	present
ENSMUSG00000032312	present
ENSMUSG00000032314	present
ENSMUSG00000032316	present
ENSMUSG00000032320	present
ENSMUSG00000032324	present
ENSMUSG00000032328	present
ENSMUSG00000032329	present
ENSMUSG00000032330	present
ENSMUSG00000032336	present
ENSMUSG00000032340	present
ENSMUSG00000032342	present
ENSMUSG00000032348	present
ENSMUSG00000032349	present
ENSMUSG00000032350	present
ENSMUSG00000032353	present
ENSMUSG00000032359	present
ENSMUSG00000032366	present
ENSMUSG00000032369	present
ENSMUSG00000032370	present
ENSMUSG00000032372	present
ENSMUSG00000032376	present
ENSMUSG00000032377	present
ENSMUSG00000032380	present
ENSMUSG00000032381	present
ENSMUSG00000032382	present
ENSMUSG00000032383	present
ENSMUSG00000032386	present
ENSMUSG00000032387	present
ENSMUSG00000032388	present
ENSMUSG00000032392	present
ENSMUSG00000032393	present
ENSMUSG00000032396	present
ENSMUSG00000032397	present
ENSMUSG00000032398	present
ENSMUSG00000032399	present
ENSMUSG00000032402	present
ENSMUSG00000032403	present
ENSMUSG00000032405	present
ENSMUSG00000032407	present
ENSMUSG00000032409	present
ENSMUSG00000032410	present
ENSMUSG00000032411	present
ENSMUSG00000032412	present
ENSMUSG00000032418	present
ENSMUSG00000032420	present
ENSMUSG00000032422	present
ENSMUSG00000032423	present
ENSMUSG00000032431	present
ENSMUSG00000032434	present
ENSMUSG00000032435	present
ENSMUSG00000032437	present
ENSMUSG00000032440	present
ENSMUSG00000032458	present
ENSMUSG00000032459	present
ENSMUSG00000032462	present
ENSMUSG00000032463	present
ENSMUSG00000032468	present
ENSMUSG00000032469	present
ENSMUSG00000032475	present
ENSMUSG00000032478	present
ENSMUSG00000032479	present
ENSMUSG00000032480	present
ENSMUSG00000032481	present
ENSMUSG00000032485	present
ENSMUSG00000032492	present
ENSMUSG00000032497	present
ENSMUSG00000032498	present
ENSMUSG00000032500	present
ENSMUSG00000032501	present
ENSMUSG00000032504	present
ENSMUSG00000032508	present
ENSMUSG00000032512	present
ENSMUSG00000032513	present
ENSMUSG00000032515	present
ENSMUSG00000032518	present
ENSMUSG00000032519	present
ENSMUSG00000032525	present
ENSMUSG00000032526	present
ENSMUSG00000032527	present
ENSMUSG00000032528	present
ENSMUSG00000032531	present
ENSMUSG00000032536	present
ENSMUSG00000032540	present
ENSMUSG00000032547	present
ENSMUSG00000032548	present
ENSMUSG00000032551	present
ENSMUSG00000032554	present
ENSMUSG00000032557	present
ENSMUSG00000032560	present
ENSMUSG00000032561	present
ENSMUSG00000032562	present
ENSMUSG00000032563	present
ENSMUSG00000032565	present
ENSMUSG00000032570	present
ENSMUSG00000032571	present
ENSMUSG00000032575	present
ENSMUSG00000032578	present
ENSMUSG00000032579	present
ENSMUSG00000032580	present
ENSMUSG00000032582	present
ENSMUSG00000032583	present
ENSMUSG00000032590	present
ENSMUSG00000032591	present
ENSMUSG00000032594	present
ENSMUSG00000032596	present
ENSMUSG00000032598	present
ENSMUSG00000032599	present
ENSMUSG00000032601	present
ENSMUSG00000032602	present
ENSMUSG00000032604	present
ENSMUSG00000032606	present
ENSMUSG00000032607	present
ENSMUSG00000032612	present
ENSMUSG00000032615	present
ENSMUSG00000032621	present
ENSMUSG00000032624	present
ENSMUSG00000032633	present
ENSMUSG00000032637	present
ENSMUSG00000032652	present
ENSMUSG00000032667	present
ENSMUSG00000032673	present
ENSMUSG00000032679	present
ENSMUSG00000032688	present
ENSMUSG00000032702	present
ENSMUSG00000032705	present
ENSMUSG00000032712	present
ENSMUSG00000032725	present
ENSMUSG00000032727	present
ENSMUSG00000032733	present
ENSMUSG00000032735	present
ENSMUSG00000032737	present
ENSMUSG00000032741	present
ENSMUSG00000032745	present
ENSMUSG00000032754	present
ENSMUSG00000032757	present
ENSMUSG00000032763	present
ENSMUSG00000032766	present
ENSMUSG00000032776	present
ENSMUSG00000032777	present
ENSMUSG00000032786	present
ENSMUSG00000032788	present
ENSMUSG00000032796	present
ENSMUSG00000032802	present
ENSMUSG00000032803	present
ENSMUSG00000032808	present
ENSMUSG00000032812	present
ENSMUSG00000032834	present
ENSMUSG00000032840	present
ENSMUSG00000032860	present
ENSMUSG00000032867	present
ENSMUSG00000032869	present
ENSMUSG00000032870	present
ENSMUSG00000032872	present
ENSMUSG00000032883	present
ENSMUSG00000032892	present
ENSMUSG00000032897	present
ENSMUSG00000032898	present
ENSMUSG00000032902	present
ENSMUSG00000032905	present
ENSMUSG00000032915	present
ENSMUSG00000032932	present
ENSMUSG00000032939	present
ENSMUSG00000032946	present
ENSMUSG00000032952	present
ENSMUSG00000032959	present
ENSMUSG00000032966	present
ENSMUSG00000032977	present
ENSMUSG00000032998	present
ENSMUSG00000033009	present
ENSMUSG00000033014	present
ENSMUSG00000033016	present
ENSMUSG00000033020	present
ENSMUSG00000033021	present
ENSMUSG00000033022	present
ENSMUSG00000033047	present
ENSMUSG00000033055	present
ENSMUSG00000033059	present
ENSMUSG00000033065	present
ENSMUSG00000033068	present
ENSMUSG00000033088	present
ENSMUSG00000033096	present
ENSMUSG00000033102	present
ENSMUSG00000033105	present
ENSMUSG00000033106	present
ENSMUSG00000033107	present
ENSMUSG00000033111	present
ENSMUSG00000033114	present
ENSMUSG00000033124	present
ENSMUSG00000033126	present
ENSMUSG00000033128	present
ENSMUSG00000033149	present
ENSMUSG00000033157	present
ENSMUSG00000033159	present
ENSMUSG00000033161	present
ENSMUSG00000033166	present
ENSMUSG00000033174	present
ENSMUSG00000033184	present
ENSMUSG00000033186	present
ENSMUSG00000033191	present
ENSMUSG00000033192	present
ENSMUSG00000033207	present
ENSMUSG00000033216	present
ENSMUSG00000033220	present
ENSMUSG00000033228	present
ENSMUSG00000033237	present
ENSMUSG00000033249	present
ENSMUSG00000033256	present
ENSMUSG00000033257	present
ENSMUSG00000033285	present
ENSMUSG00000033294	present
ENSMUSG00000033295	present
ENSMUSG00000033306	present
ENSMUSG00000033307	present
ENSMUSG00000033308	present
ENSMUSG00000033318	present
ENSMUSG00000033319	present
ENSMUSG00000033323	present
ENSMUSG00000033326	present
ENSMUSG00000033327	present
ENSMUSG00000033335	present
ENSMUSG00000033352	present
ENSMUSG00000033355	present
ENSMUSG00000033373	present
ENSMUSG00000033377	present
ENSMUSG00000033379	present
ENSMUSG00000033382	present
ENSMUSG00000033386	present
ENSMUSG00000033392	present
ENSMUSG00000033396	present
ENSMUSG00000033400	present
ENSMUSG00000033411	present
ENSMUSG00000033416	present
ENSMUSG00000033417	present
ENSMUSG00000033423	present
ENSMUSG00000033427	present
ENSMUSG00000033429	present
ENSMUSG00000033430	present
ENSMUSG00000033444	present
ENSMUSG00000033446	present
ENSMUSG00000033454	present
ENSMUSG00000033458	present
ENSMUSG00000033467	present
ENSMUSG00000033478	present
ENSMUSG00000033487	present
ENSMUSG00000033488	present
ENSMUSG00000033499	present
ENSMUSG00000033533	present
ENSMUSG00000033540	present
ENSMUSG00000033542	present
ENSMUSG00000033543	present
ENSMUSG00000033545	present
ENSMUSG00000033554	present
ENSMUSG00000033557	present
ENSMUSG00000033565	present
ENSMUSG00000033577	present
ENSMUSG00000033589	present
ENSMUSG00000033596	present
ENSMUSG00000033610	present
ENSMUSG00000033623	present
ENSMUSG00000033624	present
ENSMUSG00000033628	present
ENSMUSG00000033629	present
ENSMUSG00000033634	present
ENSMUSG00000033653	present
ENSMUSG00000033658	present
ENSMUSG00000033684	present
ENSMUSG00000033685	present
ENSMUSG00000033688	present
ENSMUSG00000033701	present
ENSMUSG00000033703	present
ENSMUSG00000033706	present
ENSMUSG00000033712	present
ENSMUSG00000033713	present
ENSMUSG00000033715	present
ENSMUSG00000033720	present
ENSMUSG00000033728	present
ENSMUSG00000033732	present
ENSMUSG00000033735	present
ENSMUSG00000033739	present
ENSMUSG00000033751	present
ENSMUSG00000033752	present
ENSMUSG00000033760	present
ENSMUSG00000033767	present
ENSMUSG00000033773	present
ENSMUSG00000033781	present
ENSMUSG00000033793	present
ENSMUSG00000033799	present
ENSMUSG00000033808	present
ENSMUSG00000033809	present
ENSMUSG00000033813	present
ENSMUSG00000033831	present
ENSMUSG00000033845	present
ENSMUSG00000033855	present
ENSMUSG00000033860	present
ENSMUSG00000033863	present
ENSMUSG00000033880	present
ENSMUSG00000033885	present
ENSMUSG00000033898	present
ENSMUSG00000033909	present
ENSMUSG00000033910	present
ENSMUSG00000033916	present
ENSMUSG00000033917	present
ENSMUSG00000033918	present
ENSMUSG00000033931	present
ENSMUSG00000033933	present
ENSMUSG00000033938	present
ENSMUSG00000033940	present
ENSMUSG00000033943	present
ENSMUSG00000033953	present
ENSMUSG00000033955	present
ENSMUSG00000033964	present
ENSMUSG00000033965	present
ENSMUSG00000033970	present
ENSMUSG00000033983	present
ENSMUSG00000033985	present
ENSMUSG00000033991	present
ENSMUSG00000034006	present
ENSMUSG00000034021	present
ENSMUSG00000034022	present
ENSMUSG00000034024	present
ENSMUSG00000034042	present
ENSMUSG00000034055	present
ENSMUSG00000034064	present
ENSMUSG00000034066	present
ENSMUSG00000034075	present
ENSMUSG00000034088	present
ENSMUSG00000034101	present
ENSMUSG00000034105	present
ENSMUSG00000034108	present
ENSMUSG00000034109	present
ENSMUSG00000034118	present
ENSMUSG00000034120	present
ENSMUSG00000034126	present
ENSMUSG00000034135	present
ENSMUSG00000034152	present
ENSMUSG00000034157	present
ENSMUSG00000034158	present
ENSMUSG00000034160	present
ENSMUSG00000034163	present
ENSMUSG00000034165	present
ENSMUSG00000034168	present
ENSMUSG00000034171	present
ENSMUSG00000034175	present
ENSMUSG00000034187	present
ENSMUSG00000034189	present
ENSMUSG00000034190	present
ENSMUSG00000034192	present
ENSMUSG00000034203	present
ENSMUSG00000034205	present
ENSMUSG00000034210	present
ENSMUSG00000034211	present
ENSMUSG00000034216	present
ENSMUSG00000034218	present
ENSMUSG00000034220	present
ENSMUSG00000034243	present
ENSMUSG00000034245	present
ENSMUSG00000034247	present
ENSMUSG00000034248	present
ENSMUSG00000034252	present
ENSMUSG00000034259	present
ENSMUSG00000034263	present
ENSMUSG00000034269	present
ENSMUSG00000034274	present
ENSMUSG00000034278	present
ENSMUSG00000034285	present
ENSMUSG00000034290	present
ENSMUSG00000034292	present
ENSMUSG00000034297	present
ENSMUSG00000034308	present
ENSMUSG00000034312	present
ENSMUSG00000034320	present
ENSMUSG00000034321	present
ENSMUSG00000034327	present
ENSMUSG00000034334	present
ENSMUSG00000034341	present
ENSMUSG00000034342	present
ENSMUSG00000034343	present
ENSMUSG00000034345	present
ENSMUSG00000034349	present
ENSMUSG00000034353	present
ENSMUSG00000034354	present
ENSMUSG00000034361	present
ENSMUSG00000034371	present
