id	call
ENSMUSG00000074435	absent
ENSMUSG00000103523	absent
ENSMUSG00000086848	absent
ENSMUSG00000057609	absent
ENSMUSG00000027923	absent
ENSMUSG00000068890	absent
ENSMUSG00000042092	absent
ENSMUSG00000103243	absent
ENSMUSG00000068889	absent
ENSMUSG00000042124	absent
ENSMUSG00000103084	absent
ENSMUSG00000027919	absent
ENSMUSG00000049593	absent
ENSMUSG00000068888	absent
ENSMUSG00000068887	absent
ENSMUSG00000095870	absent
ENSMUSG00000059832	absent
ENSMUSG00000046676	absent
ENSMUSG00000090314	absent
ENSMUSG00000054325	absent
ENSMUSG00000042031	absent
ENSMUSG00000045475	absent
ENSMUSG00000043472	absent
ENSMUSG00000074433	absent
ENSMUSG00000068885	absent
ENSMUSG00000027913	absent
ENSMUSG00000027912	absent
ENSMUSG00000096879	absent
ENSMUSG00000078657	absent
ENSMUSG00000049133	absent
ENSMUSG00000102439	absent
ENSMUSG00000041991	absent
ENSMUSG00000041984	absent
ENSMUSG00000052415	absent
ENSMUSG00000027908	absent
ENSMUSG00000103362	absent
ENSMUSG00000094084	absent
ENSMUSG00000103350	absent
ENSMUSG00000068879	absent
ENSMUSG00000060256	absent
ENSMUSG00000058005	absent
ENSMUSG00000095822	absent
ENSMUSG00000094163	absent
ENSMUSG00000094328	absent
ENSMUSG00000095251	absent
ENSMUSG00000074424	absent
ENSMUSG00000090268	absent
ENSMUSG00000089696	absent
ENSMUSG00000028148	absent
ENSMUSG00000091648	absent
ENSMUSG00000044505	absent
ENSMUSG00000041912	absent
ENSMUSG00000028141	absent
ENSMUSG00000028139	absent
ENSMUSG00000028137	absent
ENSMUSG00000005774	absent
ENSMUSG00000019338	absent
ENSMUSG00000005628	absent
ENSMUSG00000092607	absent
ENSMUSG00000013707	absent
ENSMUSG00000038777	absent
ENSMUSG00000053192	absent
ENSMUSG00000068860	absent
ENSMUSG00000028115	absent
ENSMUSG00000038712	absent
ENSMUSG00000015702	absent
ENSMUSG00000105734	absent
ENSMUSG00000028111	absent
ENSMUSG00000028109	absent
ENSMUSG00000015850	absent
ENSMUSG00000038543	absent
ENSMUSG00000015745	absent
ENSMUSG00000045934	absent
ENSMUSG00000038486	absent
ENSMUSG00000063689	absent
ENSMUSG00000081058	absent
ENSMUSG00000063954	absent
ENSMUSG00000064220	absent
ENSMUSG00000093769	absent
ENSMUSG00000091405	absent
ENSMUSG00000105827	absent
ENSMUSG00000046317	absent
ENSMUSG00000087610	absent
ENSMUSG00000049097	absent
ENSMUSG00000049288	absent
ENSMUSG00000106447	absent
ENSMUSG00000090210	absent
ENSMUSG00000038354	absent
ENSMUSG00000028100	absent
ENSMUSG00000038304	absent
ENSMUSG00000057123	absent
ENSMUSG00000049908	absent
ENSMUSG00000038256	absent
ENSMUSG00000051392	absent
ENSMUSG00000038205	absent
ENSMUSG00000090441	absent
ENSMUSG00000043468	absent
ENSMUSG00000027876	absent
ENSMUSG00000053398	absent
ENSMUSG00000050064	absent
ENSMUSG00000090817	absent
ENSMUSG00000095143	absent
ENSMUSG00000095388	absent
ENSMUSG00000027869	absent
ENSMUSG00000027871	absent
ENSMUSG00000027870	absent
ENSMUSG00000004233	absent
ENSMUSG00000027868	absent
ENSMUSG00000027867	absent
ENSMUSG00000051076	absent
ENSMUSG00000033233	absent
ENSMUSG00000033222	absent
ENSMUSG00000086564	absent
ENSMUSG00000027864	absent
ENSMUSG00000027863	absent
ENSMUSG00000042035	absent
ENSMUSG00000044313	absent
ENSMUSG00000033147	absent
ENSMUSG00000048540	absent
ENSMUSG00000027861	absent
ENSMUSG00000027859	absent
ENSMUSG00000027858	absent
ENSMUSG00000027857	absent
ENSMUSG00000027855	absent
ENSMUSG00000048938	absent
ENSMUSG00000070385	absent
ENSMUSG00000007379	absent
ENSMUSG00000027849	absent
ENSMUSG00000087119	absent
ENSMUSG00000078620	absent
ENSMUSG00000027845	absent
ENSMUSG00000105053	absent
ENSMUSG00000044165	absent
ENSMUSG00000027843	absent
ENSMUSG00000044098	absent
ENSMUSG00000058388	absent
ENSMUSG00000032913	absent
ENSMUSG00000055865	absent
ENSMUSG00000002228	absent
ENSMUSG00000027840	absent
ENSMUSG00000062127	absent
ENSMUSG00000051788	absent
ENSMUSG00000040896	absent
ENSMUSG00000048458	absent
ENSMUSG00000000562	absent
ENSMUSG00000074344	absent
ENSMUSG00000118531	absent
ENSMUSG00000074342	absent
ENSMUSG00000074340	absent
ENSMUSG00000010136	absent
ENSMUSG00000043873	absent
ENSMUSG00000062778	absent
ENSMUSG00000040809	absent
ENSMUSG00000063779	absent
ENSMUSG00000027902	absent
ENSMUSG00000043529	absent
ENSMUSG00000047959	absent
ENSMUSG00000040724	absent
ENSMUSG00000042861	absent
ENSMUSG00000046213	absent
ENSMUSG00000094613	absent
ENSMUSG00000070368	absent
ENSMUSG00000027896	absent
ENSMUSG00000027895	absent
ENSMUSG00000027894	absent
ENSMUSG00000055891	absent
ENSMUSG00000014603	absent
ENSMUSG00000078604	absent
ENSMUSG00000040600	absent
ENSMUSG00000004038	absent
ENSMUSG00000009108	absent
ENSMUSG00000046793	absent
ENSMUSG00000050947	absent
ENSMUSG00000048796	absent
ENSMUSG00000048997	absent
ENSMUSG00000027887	absent
ENSMUSG00000068745	absent
ENSMUSG00000068744	absent
ENSMUSG00000068740	absent
ENSMUSG00000040412	absent
ENSMUSG00000027886	absent
ENSMUSG00000040389	absent
ENSMUSG00000049565	absent
ENSMUSG00000045326	absent
ENSMUSG00000045662	absent
ENSMUSG00000040339	absent
ENSMUSG00000027880	absent
ENSMUSG00000040322	absent
ENSMUSG00000033721	absent
ENSMUSG00000059857	absent
ENSMUSG00000049300	absent
ENSMUSG00000074268	absent
ENSMUSG00000096770	absent
ENSMUSG00000093931	absent
ENSMUSG00000096569	absent
ENSMUSG00000070360	absent
ENSMUSG00000027966	absent
ENSMUSG00000068696	absent
ENSMUSG00000033502	absent
ENSMUSG00000027961	absent
ENSMUSG00000033439	absent
ENSMUSG00000027959	absent
ENSMUSG00000105103	absent
ENSMUSG00000080907	absent
ENSMUSG00000044667	absent
ENSMUSG00000033342	absent
ENSMUSG00000028133	absent
ENSMUSG00000074248	absent
ENSMUSG00000028128	absent
ENSMUSG00000028125	absent
ENSMUSG00000053965	absent
ENSMUSG00000078590	absent
ENSMUSG00000039701	absent
ENSMUSG00000028116	absent
ENSMUSG00000050315	absent
ENSMUSG00000027978	absent
ENSMUSG00000027977	absent
ENSMUSG00000044528	absent
ENSMUSG00000027973	absent
ENSMUSG00000039174	absent
ENSMUSG00000027971	absent
ENSMUSG00000032854	absent
ENSMUSG00000046561	absent
ENSMUSG00000032826	absent
ENSMUSG00000051278	absent
ENSMUSG00000027967	absent
ENSMUSG00000028028	absent
ENSMUSG00000050549	absent
ENSMUSG00000028023	absent
ENSMUSG00000028017	absent
ENSMUSG00000093865	absent
ENSMUSG00000028012	absent
ENSMUSG00000027994	absent
ENSMUSG00000058897	absent
ENSMUSG00000027985	absent
ENSMUSG00000028031	absent
ENSMUSG00000040998	absent
ENSMUSG00000028018	absent
ENSMUSG00000040969	absent
ENSMUSG00000040943	absent
ENSMUSG00000044365	absent
ENSMUSG00000028172	absent
ENSMUSG00000045328	absent
ENSMUSG00000037994	absent
ENSMUSG00000050150	absent
ENSMUSG00000037922	absent
ENSMUSG00000046818	absent
ENSMUSG00000094856	absent
ENSMUSG00000028159	absent
ENSMUSG00000049349	absent
ENSMUSG00000090066	absent
ENSMUSG00000012042	absent
ENSMUSG00000055301	absent
ENSMUSG00000053054	absent
ENSMUSG00000074206	absent
ENSMUSG00000028152	absent
ENSMUSG00000047940	absent
ENSMUSG00000047674	absent
ENSMUSG00000059921	absent
ENSMUSG00000052430	absent
ENSMUSG00000105504	absent
ENSMUSG00000028268	absent
ENSMUSG00000040264	absent
ENSMUSG00000028262	absent
ENSMUSG00000037033	absent
ENSMUSG00000074195	absent
ENSMUSG00000068547	absent
ENSMUSG00000028255	absent
ENSMUSG00000036960	absent
ENSMUSG00000028197	absent
ENSMUSG00000036863	absent
ENSMUSG00000043020	absent
ENSMUSG00000036853	absent
ENSMUSG00000011008	absent
ENSMUSG00000036832	absent
ENSMUSG00000028188	absent
ENSMUSG00000090202	absent
ENSMUSG00000048652	absent
ENSMUSG00000036745	absent
ENSMUSG00000039146	absent
ENSMUSG00000028036	absent
ENSMUSG00000039131	absent
ENSMUSG00000039103	absent
ENSMUSG00000054942	absent
ENSMUSG00000039058	absent
ENSMUSG00000039037	absent
ENSMUSG00000052544	absent
ENSMUSG00000038997	absent
ENSMUSG00000005493	absent
ENSMUSG00000028360	absent
ENSMUSG00000096225	absent
ENSMUSG00000047583	absent
ENSMUSG00000078161	absent
ENSMUSG00000040086	absent
ENSMUSG00000028182	absent
ENSMUSG00000040037	absent
ENSMUSG00000040016	absent
ENSMUSG00000028176	absent
ENSMUSG00000028175	absent
ENSMUSG00000028174	absent
ENSMUSG00000115072	absent
ENSMUSG00000115466	absent
ENSMUSG00000078365	absent
ENSMUSG00000003282	absent
ENSMUSG00000068240	absent
ENSMUSG00000028236	absent
ENSMUSG00000071019	absent
ENSMUSG00000045573	absent
ENSMUSG00000049119	absent
ENSMUSG00000028243	absent
ENSMUSG00000041272	absent
ENSMUSG00000041235	absent
ENSMUSG00000041216	absent
ENSMUSG00000051279	absent
ENSMUSG00000028212	absent
ENSMUSG00000040728	absent
ENSMUSG00000078773	absent
ENSMUSG00000094595	absent
ENSMUSG00000028214	absent
ENSMUSG00000028217	absent
ENSMUSG00000049225	absent
ENSMUSG00000049488	absent
ENSMUSG00000052137	absent
ENSMUSG00000055963	absent
ENSMUSG00000006586	absent
ENSMUSG00000040569	absent
ENSMUSG00000023151	absent
ENSMUSG00000028222	absent
ENSMUSG00000041153	absent
ENSMUSG00000041135	absent
ENSMUSG00000028226	absent
ENSMUSG00000073991	absent
ENSMUSG00000056494	absent
ENSMUSG00000078772	absent
ENSMUSG00000041052	absent
ENSMUSG00000055761	absent
ENSMUSG00000040478	absent
ENSMUSG00000028251	absent
ENSMUSG00000028246	absent
ENSMUSG00000095139	absent
ENSMUSG00000045751	absent
ENSMUSG00000040387	absent
ENSMUSG00000040372	absent
ENSMUSG00000028259	absent
ENSMUSG00000055373	absent
ENSMUSG00000028289	absent
ENSMUSG00000040270	absent
ENSMUSG00000051056	absent
ENSMUSG00000028282	absent
ENSMUSG00000058006	absent
ENSMUSG00000040183	absent
ENSMUSG00000028278	absent
ENSMUSG00000023267	absent
ENSMUSG00000028280	absent
ENSMUSG00000054679	absent
ENSMUSG00000044288	absent
ENSMUSG00000028264	absent
ENSMUSG00000028294	absent
ENSMUSG00000071015	absent
ENSMUSG00000039967	absent
ENSMUSG00000028298	absent
ENSMUSG00000042993	absent
ENSMUSG00000045083	absent
ENSMUSG00000028287	absent
ENSMUSG00000028407	absent
ENSMUSG00000046593	absent
ENSMUSG00000028415	absent
ENSMUSG00000028427	absent
ENSMUSG00000028435	absent
ENSMUSG00000028433	absent
ENSMUSG00000028438	absent
ENSMUSG00000046312	absent
ENSMUSG00000028441	absent
ENSMUSG00000061322	absent
ENSMUSG00000028444	absent
ENSMUSG00000066224	absent
ENSMUSG00000094065	absent
ENSMUSG00000078747	absent
ENSMUSG00000078746	absent
ENSMUSG00000094293	absent
ENSMUSG00000073878	absent
ENSMUSG00000073877	absent
ENSMUSG00000073876	absent
ENSMUSG00000095675	absent
ENSMUSG00000094695	absent
ENSMUSG00000093996	absent
ENSMUSG00000095234	absent
ENSMUSG00000094066	absent
ENSMUSG00000096596	absent
ENSMUSG00000096826	absent
ENSMUSG00000078735	absent
ENSMUSG00000054885	absent
ENSMUSG00000071005	absent
ENSMUSG00000094686	absent
ENSMUSG00000078722	absent
ENSMUSG00000078721	absent
ENSMUSG00000050141	absent
ENSMUSG00000036062	absent
ENSMUSG00000036052	absent
ENSMUSG00000028451	absent
ENSMUSG00000028453	absent
ENSMUSG00000036002	absent
ENSMUSG00000028456	absent
ENSMUSG00000028457	absent
ENSMUSG00000035969	absent
ENSMUSG00000042788	absent
ENSMUSG00000028458	absent
ENSMUSG00000028459	absent
ENSMUSG00000028460	absent
ENSMUSG00000051517	absent
ENSMUSG00000028463	absent
ENSMUSG00000078719	absent
ENSMUSG00000066196	absent
ENSMUSG00000043633	absent
ENSMUSG00000078716	absent
ENSMUSG00000050215	absent
ENSMUSG00000046450	absent
ENSMUSG00000071001	absent
ENSMUSG00000028475	absent
ENSMUSG00000044801	absent
ENSMUSG00000110970	absent
ENSMUSG00000111611	absent
ENSMUSG00000071000	absent
ENSMUSG00000028480	absent
ENSMUSG00000070999	absent
ENSMUSG00000035696	absent
ENSMUSG00000035683	absent
ENSMUSG00000014030	absent
ENSMUSG00000048232	absent
ENSMUSG00000035615	absent
ENSMUSG00000035601	absent
ENSMUSG00000035551	absent
ENSMUSG00000035539	absent
ENSMUSG00000028328	absent
ENSMUSG00000070990	absent
ENSMUSG00000028331	absent
ENSMUSG00000028332	absent
ENSMUSG00000028337	absent
ENSMUSG00000039813	absent
ENSMUSG00000039809	absent
ENSMUSG00000066191	absent
ENSMUSG00000039774	absent
ENSMUSG00000028339	absent
ENSMUSG00000028341	absent
ENSMUSG00000039693	absent
ENSMUSG00000028347	absent
ENSMUSG00000028348	absent
ENSMUSG00000063446	absent
ENSMUSG00000039634	absent
ENSMUSG00000039611	absent
ENSMUSG00000039579	absent
ENSMUSG00000028310	absent
ENSMUSG00000039555	absent
ENSMUSG00000028312	absent
ENSMUSG00000028314	absent
ENSMUSG00000089717	absent
ENSMUSG00000049648	absent
ENSMUSG00000051593	absent
ENSMUSG00000070983	absent
ENSMUSG00000015242	absent
ENSMUSG00000054752	absent
ENSMUSG00000028414	absent
ENSMUSG00000028417	absent
ENSMUSG00000060206	absent
ENSMUSG00000003032	absent
ENSMUSG00000070980	absent
ENSMUSG00000096930	absent
ENSMUSG00000070979	absent
ENSMUSG00000038827	absent
ENSMUSG00000045589	absent
ENSMUSG00000090053	absent
ENSMUSG00000089945	absent
ENSMUSG00000038709	absent
ENSMUSG00000028369	absent
ENSMUSG00000057280	absent
ENSMUSG00000038668	absent
ENSMUSG00000043385	absent
ENSMUSG00000038630	absent
ENSMUSG00000092345	absent
ENSMUSG00000038598	absent
ENSMUSG00000038578	absent
ENSMUSG00000045071	absent
ENSMUSG00000028386	absent
ENSMUSG00000078688	absent
ENSMUSG00000078686	absent
ENSMUSG00000078680	absent
ENSMUSG00000073834	absent
ENSMUSG00000110439	absent
ENSMUSG00000096674	absent
ENSMUSG00000096688	absent
ENSMUSG00000078674	absent
ENSMUSG00000078673	absent
ENSMUSG00000028389	absent
ENSMUSG00000063851	absent
ENSMUSG00000028391	absent
ENSMUSG00000028392	absent
ENSMUSG00000058046	absent
ENSMUSG00000059810	absent
ENSMUSG00000028358	absent
ENSMUSG00000028357	absent
ENSMUSG00000045672	absent
ENSMUSG00000039158	absent
ENSMUSG00000039137	absent
ENSMUSG00000045917	absent
ENSMUSG00000084782	absent
ENSMUSG00000058935	absent
ENSMUSG00000099294	absent
ENSMUSG00000050395	absent
ENSMUSG00000028362	absent
ENSMUSG00000028364	absent
ENSMUSG00000028370	absent
ENSMUSG00000028373	absent
ENSMUSG00000039005	absent
ENSMUSG00000028351	absent
ENSMUSG00000039298	absent
ENSMUSG00000066141	absent
ENSMUSG00000059343	absent
ENSMUSG00000066137	absent
ENSMUSG00000095935	absent
ENSMUSG00000094116	absent
ENSMUSG00000096700	absent
ENSMUSG00000095048	absent
ENSMUSG00000095341	absent
ENSMUSG00000043003	absent
ENSMUSG00000096530	absent
ENSMUSG00000096750	absent
ENSMUSG00000096333	absent
ENSMUSG00000093962	absent
ENSMUSG00000028396	absent
ENSMUSG00000049122	absent
ENSMUSG00000005994	absent
ENSMUSG00000038192	absent
ENSMUSG00000059049	absent
ENSMUSG00000028483	absent
ENSMUSG00000052407	absent
ENSMUSG00000028487	absent
ENSMUSG00000038070	absent
ENSMUSG00000028488	absent
ENSMUSG00000066113	absent
ENSMUSG00000028492	absent
ENSMUSG00000038047	absent
ENSMUSG00000037996	absent
ENSMUSG00000028496	absent
ENSMUSG00000028497	absent
ENSMUSG00000048806	absent
ENSMUSG00000096011	absent
ENSMUSG00000095896	absent
ENSMUSG00000095270	absent
ENSMUSG00000073811	absent
ENSMUSG00000038330	absent
ENSMUSG00000063376	absent
ENSMUSG00000078355	absent
ENSMUSG00000078354	absent
ENSMUSG00000100079	absent
ENSMUSG00000097078	absent
ENSMUSG00000094618	absent
ENSMUSG00000100505	absent
ENSMUSG00000094271	absent
ENSMUSG00000096582	absent
ENSMUSG00000096591	absent
ENSMUSG00000096854	absent
ENSMUSG00000099545	absent
ENSMUSG00000100234	absent
ENSMUSG00000101163	absent
ENSMUSG00000099518	absent
ENSMUSG00000099420	absent
ENSMUSG00000095101	absent
ENSMUSG00000094648	absent
ENSMUSG00000070908	absent
ENSMUSG00000100713	absent
ENSMUSG00000100549	absent
ENSMUSG00000101252	absent
ENSMUSG00000096682	absent
ENSMUSG00000070904	absent
ENSMUSG00000095498	absent
ENSMUSG00000045364	absent
ENSMUSG00000044303	absent
ENSMUSG00000073802	absent
ENSMUSG00000043753	absent
ENSMUSG00000070902	absent
ENSMUSG00000008489	absent
ENSMUSG00000028533	absent
ENSMUSG00000066107	absent
ENSMUSG00000054000	absent
ENSMUSG00000028576	absent
ENSMUSG00000049799	absent
ENSMUSG00000028575	absent
ENSMUSG00000028571	absent
ENSMUSG00000081225	absent
ENSMUSG00000081362	absent
ENSMUSG00000066097	absent
ENSMUSG00000082932	absent
ENSMUSG00000015224	absent
ENSMUSG00000078639	absent
ENSMUSG00000048747	absent
ENSMUSG00000087166	absent
ENSMUSG00000035407	absent
ENSMUSG00000073794	absent
ENSMUSG00000070891	absent
ENSMUSG00000067261	absent
ENSMUSG00000073791	absent
ENSMUSG00000035305	absent
ENSMUSG00000028532	absent
ENSMUSG00000035275	absent
ENSMUSG00000028528	absent
ENSMUSG00000035201	absent
ENSMUSG00000046133	absent
ENSMUSG00000037028	absent
ENSMUSG00000070890	absent
ENSMUSG00000078626	absent
ENSMUSG00000078625	absent
ENSMUSG00000028524	absent
ENSMUSG00000028523	absent
ENSMUSG00000066090	absent
ENSMUSG00000035126	absent
ENSMUSG00000028520	absent
ENSMUSG00000028519	absent
ENSMUSG00000095386	absent
ENSMUSG00000078612	absent
ENSMUSG00000083780	absent
ENSMUSG00000025418	absent
ENSMUSG00000085933	absent
ENSMUSG00000054362	absent
ENSMUSG00000034919	absent
ENSMUSG00000043572	absent
ENSMUSG00000047502	absent
ENSMUSG00000034871	absent
ENSMUSG00000028621	absent
ENSMUSG00000047636	absent
ENSMUSG00000070877	absent
ENSMUSG00000034762	absent
ENSMUSG00000028610	absent
ENSMUSG00000028613	absent
ENSMUSG00000008932	absent
ENSMUSG00000028600	absent
ENSMUSG00000059816	absent
ENSMUSG00000028597	absent
ENSMUSG00000028587	absent
ENSMUSG00000034557	absent
ENSMUSG00000094958	absent
ENSMUSG00000003411	absent
ENSMUSG00000028558	absent
ENSMUSG00000028555	absent
ENSMUSG00000060491	absent
ENSMUSG00000047143	absent
ENSMUSG00000028546	absent
ENSMUSG00000061298	absent
ENSMUSG00000028545	absent
ENSMUSG00000034401	absent
ENSMUSG00000028544	absent
ENSMUSG00000078599	absent
ENSMUSG00000049214	absent
ENSMUSG00000089773	absent
ENSMUSG00000055960	absent
ENSMUSG00000070868	absent
ENSMUSG00000049972	absent
ENSMUSG00000034359	absent
ENSMUSG00000048766	absent
ENSMUSG00000087194	absent
ENSMUSG00000078598	absent
ENSMUSG00000057977	absent
ENSMUSG00000070867	absent
ENSMUSG00000055198	absent
ENSMUSG00000055210	absent
ENSMUSG00000044518	absent
ENSMUSG00000028718	absent
ENSMUSG00000028717	absent
ENSMUSG00000047155	absent
ENSMUSG00000083138	absent
ENSMUSG00000084346	absent
ENSMUSG00000063929	absent
ENSMUSG00000044556	absent
ENSMUSG00000073774	absent
ENSMUSG00000034185	absent
ENSMUSG00000028707	absent
ENSMUSG00000028702	absent
ENSMUSG00000028700	absent
ENSMUSG00000028701	absent
ENSMUSG00000028699	absent
ENSMUSG00000078593	absent
ENSMUSG00000111410	absent
ENSMUSG00000028698	absent
ENSMUSG00000003810	absent
ENSMUSG00000034035	absent
ENSMUSG00000028687	absent
ENSMUSG00000043155	absent
ENSMUSG00000033948	absent
ENSMUSG00000028681	absent
ENSMUSG00000073771	absent
ENSMUSG00000047671	absent
ENSMUSG00000028678	absent
ENSMUSG00000060268	absent
ENSMUSG00000028677	absent
ENSMUSG00000108127	absent
ENSMUSG00000048626	absent
ENSMUSG00000078588	absent
ENSMUSG00000028541	absent
ENSMUSG00000033365	absent
ENSMUSG00000028539	absent
ENSMUSG00000033253	absent
ENSMUSG00000006398	absent
ENSMUSG00000006389	absent
ENSMUSG00000050854	absent
ENSMUSG00000028730	absent
ENSMUSG00000043698	absent
ENSMUSG00000043383	absent
ENSMUSG00000046790	absent
ENSMUSG00000070821	absent
ENSMUSG00000070820	absent
ENSMUSG00000095218	absent
ENSMUSG00000111159	absent
ENSMUSG00000066061	absent
ENSMUSG00000110947	absent
ENSMUSG00000073769	absent
ENSMUSG00000073768	absent
ENSMUSG00000096705	absent
ENSMUSG00000111259	absent
ENSMUSG00000024903	absent
ENSMUSG00000028644	absent
ENSMUSG00000028642	absent
ENSMUSG00000066058	absent
ENSMUSG00000028637	absent
ENSMUSG00000070806	absent
ENSMUSG00000048899	absent
ENSMUSG00000087385	absent
ENSMUSG00000023247	absent
ENSMUSG00000032978	absent
ENSMUSG00000028634	absent
ENSMUSG00000115115	absent
ENSMUSG00000028635	absent
ENSMUSG00000052135	absent
ENSMUSG00000000085	absent
ENSMUSG00000047518	absent
ENSMUSG00000028633	absent
ENSMUSG00000091297	absent
ENSMUSG00000070803	absent
ENSMUSG00000028631	absent
ENSMUSG00000032890	absent
ENSMUSG00000028629	absent
ENSMUSG00000064141	absent
ENSMUSG00000028626	absent
ENSMUSG00000078577	absent
ENSMUSG00000073764	absent
ENSMUSG00000078576	absent
ENSMUSG00000078575	absent
ENSMUSG00000023263	absent
ENSMUSG00000028654	absent
ENSMUSG00000002384	absent
ENSMUSG00000076438	absent
ENSMUSG00000046093	absent
ENSMUSG00000054958	absent
ENSMUSG00000032744	absent
ENSMUSG00000032726	absent
ENSMUSG00000076436	absent
ENSMUSG00000028649	absent
ENSMUSG00000043333	absent
ENSMUSG00000090125	absent
ENSMUSG00000032643	absent
ENSMUSG00000042763	absent
ENSMUSG00000028876	absent
ENSMUSG00000028873	absent
ENSMUSG00000044730	absent
ENSMUSG00000028871	absent
ENSMUSG00000042707	absent
ENSMUSG00000042677	absent
ENSMUSG00000001985	absent
ENSMUSG00000028859	absent
ENSMUSG00000042616	absent
ENSMUSG00000073758	absent
ENSMUSG00000028849	absent
ENSMUSG00000056174	absent
ENSMUSG00000028845	absent
ENSMUSG00000028842	absent
ENSMUSG00000042500	absent
ENSMUSG00000042489	absent
ENSMUSG00000042477	absent
ENSMUSG00000042446	absent
ENSMUSG00000043872	absent
ENSMUSG00000042408	absent
ENSMUSG00000042388	absent
ENSMUSG00000042367	absent
ENSMUSG00000046623	absent
ENSMUSG00000042357	absent
ENSMUSG00000028813	absent
ENSMUSG00000028804	absent
ENSMUSG00000048686	absent
ENSMUSG00000061894	absent
ENSMUSG00000028794	absent
ENSMUSG00000028799	absent
ENSMUSG00000041000	absent
ENSMUSG00000028789	absent
ENSMUSG00000028786	absent
ENSMUSG00000028785	absent
ENSMUSG00000001334	absent
ENSMUSG00000001333	absent
ENSMUSG00000028807	absent
ENSMUSG00000048485	absent
ENSMUSG00000000411	absent
ENSMUSG00000078554	absent
ENSMUSG00000000409	absent
ENSMUSG00000050493	absent
ENSMUSG00000078552	absent
ENSMUSG00000028784	absent
ENSMUSG00000028782	absent
ENSMUSG00000040690	absent
ENSMUSG00000028779	absent
ENSMUSG00000028778	absent
ENSMUSG00000023120	absent
ENSMUSG00000023232	absent
ENSMUSG00000028773	absent
ENSMUSG00000078532	absent
ENSMUSG00000040533	absent
ENSMUSG00000028909	absent
ENSMUSG00000070720	absent
ENSMUSG00000050511	absent
ENSMUSG00000028901	absent
ENSMUSG00000089687	absent
ENSMUSG00000056529	absent
ENSMUSG00000028885	absent
ENSMUSG00000028874	absent
ENSMUSG00000049649	absent
ENSMUSG00000028865	absent
ENSMUSG00000028862	absent
ENSMUSG00000028860	absent
ENSMUSG00000028854	absent
ENSMUSG00000046694	absent
ENSMUSG00000056596	absent
ENSMUSG00000037600	absent
ENSMUSG00000028850	absent
ENSMUSG00000047281	absent
ENSMUSG00000043257	absent
ENSMUSG00000050966	absent
ENSMUSG00000049410	absent
ENSMUSG00000012123	absent
ENSMUSG00000012126	absent
ENSMUSG00000073747	absent
ENSMUSG00000048003	absent
ENSMUSG00000028841	absent
ENSMUSG00000086322	absent
ENSMUSG00000108398	absent
ENSMUSG00000050105	absent
ENSMUSG00000028834	absent
ENSMUSG00000028836	absent
ENSMUSG00000028838	absent
ENSMUSG00000078521	absent
ENSMUSG00000050989	absent
ENSMUSG00000037306	absent
ENSMUSG00000028825	absent
ENSMUSG00000037266	absent
ENSMUSG00000070691	absent
ENSMUSG00000043924	absent
ENSMUSG00000059713	absent
ENSMUSG00000028801	absent
ENSMUSG00000037188	absent
ENSMUSG00000062157	absent
ENSMUSG00000037157	absent
ENSMUSG00000037139	absent
ENSMUSG00000018983	absent
ENSMUSG00000051351	absent
ENSMUSG00000070687	absent
ENSMUSG00000036921	absent
ENSMUSG00000070683	absent
ENSMUSG00000028664	absent
ENSMUSG00000028661	absent
ENSMUSG00000060862	absent
ENSMUSG00000036856	absent
ENSMUSG00000078520	absent
ENSMUSG00000041399	absent
ENSMUSG00000094035	absent
ENSMUSG00000041351	absent
ENSMUSG00000045349	absent
ENSMUSG00000028758	absent
ENSMUSG00000078235	absent
ENSMUSG00000028753	absent
ENSMUSG00000043621	absent
ENSMUSG00000028750	absent
ENSMUSG00000028749	absent
ENSMUSG00000041202	absent
ENSMUSG00000041193	absent
ENSMUSG00000078518	absent
ENSMUSG00000028751	absent
ENSMUSG00000041161	absent
ENSMUSG00000028747	absent
ENSMUSG00000041120	absent
ENSMUSG00000094439	absent
ENSMUSG00000028738	absent
ENSMUSG00000028736	absent
ENSMUSG00000078234	absent
ENSMUSG00000040972	absent
ENSMUSG00000040935	absent
ENSMUSG00000025330	absent
ENSMUSG00000025328	absent
ENSMUSG00000025329	absent
ENSMUSG00000028927	absent
ENSMUSG00000060572	absent
ENSMUSG00000040860	absent
ENSMUSG00000045004	absent
ENSMUSG00000073733	absent
ENSMUSG00000006218	absent
ENSMUSG00000033770	absent
ENSMUSG00000006216	absent
ENSMUSG00000006221	absent
ENSMUSG00000070637	absent
ENSMUSG00000040761	absent
ENSMUSG00000006219	absent
ENSMUSG00000040740	absent
ENSMUSG00000028917	absent
ENSMUSG00000040715	absent
ENSMUSG00000062478	absent
ENSMUSG00000051435	absent
ENSMUSG00000040606	absent
ENSMUSG00000110067	absent
ENSMUSG00000028583	absent
ENSMUSG00000028584	absent
ENSMUSG00000041805	absent
ENSMUSG00000046862	absent
ENSMUSG00000047799	absent
ENSMUSG00000095409	absent
ENSMUSG00000070616	absent
ENSMUSG00000070618	absent
ENSMUSG00000096154	absent
ENSMUSG00000066688	absent
ENSMUSG00000078513	absent
ENSMUSG00000070617	absent
ENSMUSG00000046435	absent
ENSMUSG00000066031	absent
ENSMUSG00000059218	absent
ENSMUSG00000029451	absent
ENSMUSG00000078512	absent
ENSMUSG00000078511	absent
ENSMUSG00000078510	absent
ENSMUSG00000078509	absent
ENSMUSG00000073724	absent
