id	minimum_pValue	call
ENSMUSG00000001655	0.664798061686255	absent
ENSMUSG00000001656	0.811196836423128	absent
ENSMUSG00000001657	0.0118628829389961	absent
ENSMUSG00000001661	0.01527339134039	absent
ENSMUSG00000001663	8.11216183497767e-18	present
ENSMUSG00000001665	1.28008724242083e-12	present
ENSMUSG00000001666	2.87015348167375e-20	present
ENSMUSG00000001670	5.31929462921133e-22	present
ENSMUSG00000001672	0.00806812454465992	absent
ENSMUSG00000001674	5.28851676026584e-10	present
ENSMUSG00000001687	2.27982993680757e-11	present
ENSMUSG00000001700	9.0097388277691e-09	present
ENSMUSG00000001707	8.53935945433615e-10	present
ENSMUSG00000001729	8.24178553357159e-11	present
ENSMUSG00000001739	4.93115775735821e-06	present
ENSMUSG00000001741	1.05857997753271e-05	present
ENSMUSG00000001750	2.03444019051054e-10	present
ENSMUSG00000001751	1.16900763551823e-08	present
ENSMUSG00000001755	6.61038417218562e-12	present
ENSMUSG00000001761	1.17274081958246e-05	present
ENSMUSG00000001763	4.60026137365368e-13	present
ENSMUSG00000001767	1.31702194072414e-07	present
ENSMUSG00000001768	9.06791545847554e-08	present
ENSMUSG00000001773	0.00416457668414206	absent
ENSMUSG00000001774	1.48510239453421e-10	present
ENSMUSG00000001783	7.24705992889615e-11	present
ENSMUSG00000001785	4.59889130950323e-09	present
ENSMUSG00000001786	2.59943714912279e-10	present
ENSMUSG00000001794	1.59496626247509e-15	present
ENSMUSG00000001802	7.51362564797067e-07	present
ENSMUSG00000001804	0.5782724996846	absent
ENSMUSG00000001815	0.278640820632156	absent
ENSMUSG00000001819	0.0457536148748115	absent
ENSMUSG00000001823	2.95613474546885e-05	present
ENSMUSG00000001827	0.00924158386016828	absent
ENSMUSG00000001829	5.7850812789523e-10	present
ENSMUSG00000001833	1.47717071289549e-11	present
ENSMUSG00000001844	6.69842587133904e-09	present
ENSMUSG00000001847	5.07256856890801e-13	present
ENSMUSG00000001855	1.38823606978575e-09	present
ENSMUSG00000001864	2.3336272695121e-05	present
ENSMUSG00000001865	9.96284155262676e-06	present
ENSMUSG00000001870	6.86865948258566e-05	present
ENSMUSG00000001891	8.29024968168521e-18	present
ENSMUSG00000001901	0.482630569809304	absent
ENSMUSG00000001909	3.93144523572765e-10	present
ENSMUSG00000001910	1.43422749842528e-08	present
ENSMUSG00000001911	3.05672995831011e-10	present
ENSMUSG00000001918	3.18901076398866e-12	present
ENSMUSG00000001924	1.38951364570458e-12	present
ENSMUSG00000001930	2.01882381966038e-06	present
ENSMUSG00000001942	9.61239317023862e-09	present
ENSMUSG00000001943	2.64746227188164e-05	present
ENSMUSG00000001946	1.89499004623919e-07	present
ENSMUSG00000001948	7.42098747926429e-05	present
ENSMUSG00000001962	5.11982817438568e-09	present
ENSMUSG00000001964	3.46449604080351e-08	present
ENSMUSG00000001983	1.95677531626747e-08	present
ENSMUSG00000001985	0.923864498238029	absent
ENSMUSG00000001986	0.000391973862902664	absent
ENSMUSG00000001988	0.194004501804318	absent
ENSMUSG00000001995	0.0010848639068167	absent
ENSMUSG00000001998	1.93660111460243e-05	present
ENSMUSG00000001999	2.43440502142072e-10	present
ENSMUSG00000002006	0.0140063190320072	absent
ENSMUSG00000002007	0.000364498133003523	absent
ENSMUSG00000002010	1.21875479695663e-12	present
ENSMUSG00000002012	0.00221826079699265	absent
ENSMUSG00000002014	7.00054540129368e-17	present
ENSMUSG00000002015	1.29436664935619e-14	present
ENSMUSG00000002017	2.36058854282404e-08	present
ENSMUSG00000002020	0.00170910330296301	absent
ENSMUSG00000002028	4.64739962788636e-05	present
ENSMUSG00000002031	9.58889851123285e-11	present
ENSMUSG00000002032	2.75964841491374e-11	present
ENSMUSG00000002033	0.00216783832912963	absent
ENSMUSG00000002043	1.65374588895169e-09	present
ENSMUSG00000002052	1.04388294222137e-08	present
ENSMUSG00000002055	6.76408789910064e-09	present
ENSMUSG00000002057	0.659787154321158	absent
ENSMUSG00000002058	2.30750281380113e-08	present
ENSMUSG00000002059	2.21189753100961e-07	present
ENSMUSG00000002064	6.51237641117092e-11	present
ENSMUSG00000002068	3.49219700859287e-11	present
ENSMUSG00000002076	0.00260559841265683	absent
ENSMUSG00000002083	2.27113035678879e-06	present
ENSMUSG00000002100	0.00364029846245539	absent
ENSMUSG00000002102	1.15878617081894e-13	present
ENSMUSG00000002103	8.79210774833603e-11	present
ENSMUSG00000002104	0.000193006903642771	absent
ENSMUSG00000002105	1.50522617307069e-07	present
ENSMUSG00000002107	3.33400174850734e-07	present
ENSMUSG00000002108	1.15620684992326e-12	present
ENSMUSG00000002109	9.90616866283345e-06	present
ENSMUSG00000002111	1.44541252005397e-08	present
ENSMUSG00000002129	3.54121593706499e-08	present
ENSMUSG00000002147	9.85936449245961e-10	present
ENSMUSG00000002190	0.0168532055966143	absent
ENSMUSG00000002204	7.2234038573771e-07	present
ENSMUSG00000002205	2.02209236810172e-09	present
ENSMUSG00000002210	1.65794543807792e-07	present
ENSMUSG00000002221	3.42827933897662e-08	present
ENSMUSG00000002222	5.17317700272839e-11	present
ENSMUSG00000002227	5.13884824904637e-09	present
ENSMUSG00000002228	0.000517422025728488	absent
ENSMUSG00000002233	5.43287179564678e-09	present
ENSMUSG00000002240	0.190403764705765	absent
ENSMUSG00000002249	2.49408293929351e-06	present
ENSMUSG00000002250	1.62877811284442e-07	present
ENSMUSG00000002257	1.07829027216304e-06	present
ENSMUSG00000002265	4.09601686409452e-10	present
ENSMUSG00000002266	0.000230068349440182	absent
ENSMUSG00000002274	1.69160027144632e-07	present
ENSMUSG00000002279	4.54793180320754e-10	present
ENSMUSG00000002280	3.53858215221687e-08	present
ENSMUSG00000002289	2.46670763050696e-12	present
ENSMUSG00000002297	9.79554078495877e-09	present
ENSMUSG00000002307	3.58349421439551e-09	present
ENSMUSG00000002308	2.23369463544795e-07	present
ENSMUSG00000002319	7.6149686587592e-12	present
ENSMUSG00000002320	2.30086209862264e-11	present
ENSMUSG00000002324	0.00062856219011848	absent
ENSMUSG00000002325	2.63214477083474e-09	present
ENSMUSG00000002326	6.83784343367168e-09	present
ENSMUSG00000002329	4.8855193242827e-08	present
ENSMUSG00000002332	9.87107508345132e-14	present
ENSMUSG00000002341	0.71653255832255	absent
ENSMUSG00000002342	6.07592131626163e-09	present
ENSMUSG00000002343	5.14794832644096e-07	present
ENSMUSG00000002345	9.77217286302264e-11	present
ENSMUSG00000002346	3.41274717069805e-10	present
ENSMUSG00000002365	1.42621735352158e-08	present
ENSMUSG00000002372	2.00250875794226e-09	present
ENSMUSG00000002379	8.41992673264664e-19	present
ENSMUSG00000002384	0.0142363649568598	absent
ENSMUSG00000002393	4.69967598972207e-13	present
ENSMUSG00000002395	2.41926211704438e-12	present
ENSMUSG00000002396	1.74095165337474e-07	present
ENSMUSG00000002409	2.7845535247478e-06	present
ENSMUSG00000002413	3.90169877205755e-06	present
ENSMUSG00000002416	5.30112029006395e-17	present
ENSMUSG00000002428	2.31786496836252e-06	present
ENSMUSG00000002455	2.27662175240911e-10	present
ENSMUSG00000002458	7.91468832189091e-08	present
ENSMUSG00000002459	0.00599940543569064	absent
ENSMUSG00000002475	4.32492866080602e-12	present
ENSMUSG00000002477	3.87282412684208e-13	present
ENSMUSG00000002486	8.96191431343334e-05	present
ENSMUSG00000002489	2.15995545282366e-05	present
ENSMUSG00000002496	2.06778922014012e-10	present
ENSMUSG00000002500	0.0549391541907413	absent
ENSMUSG00000002504	7.8837785239806e-09	present
ENSMUSG00000002524	4.2275081461085e-12	present
ENSMUSG00000002546	1.93971258137879e-08	present
ENSMUSG00000002550	1.33326309862327e-09	present
ENSMUSG00000002565	0.0283491293020566	absent
ENSMUSG00000002578	0.000860089471766062	absent
ENSMUSG00000002580	8.24922330115054e-15	present
ENSMUSG00000002588	6.47932921847691e-20	present
ENSMUSG00000002602	1.33167977666791e-08	present
ENSMUSG00000002603	1.30371084122808e-06	present
ENSMUSG00000002608	6.70150615480517e-09	present
ENSMUSG00000002617	0.00054599345476111	absent
ENSMUSG00000002625	5.13340841661288e-11	present
ENSMUSG00000002633	0.200765811250504	absent
ENSMUSG00000002635	2.90961691389267e-08	present
ENSMUSG00000002658	7.2007443559946e-10	present
ENSMUSG00000002660	5.93273741889926e-12	present
ENSMUSG00000002661	4.77642231860068e-10	present
ENSMUSG00000002664	5.29887484015077e-05	present
ENSMUSG00000002668	5.89279551764451e-10	present
ENSMUSG00000002679	1.4432309394115e-10	present
ENSMUSG00000002688	0.0103431737645454	absent
ENSMUSG00000002699	1.2888068692924e-06	present
ENSMUSG00000002718	3.15200737504238e-10	present
ENSMUSG00000002728	2.32237787559802e-10	present
ENSMUSG00000002731	9.13642850177786e-08	present
ENSMUSG00000002732	1.7537822094629e-06	present
ENSMUSG00000002733	5.80461480992442e-07	present
ENSMUSG00000002741	3.18711120183317e-10	present
ENSMUSG00000002748	8.2807801416481e-09	present
ENSMUSG00000002763	1.24855872835007e-10	present
ENSMUSG00000002767	1.16068133450326e-13	present
ENSMUSG00000002768	6.70430703061786e-13	present
ENSMUSG00000002769	1.64996230404356e-25	present
ENSMUSG00000002771	0.0879125035689461	absent
ENSMUSG00000002778	5.33541045106394e-13	present
ENSMUSG00000002781	5.60754545825043e-09	present
ENSMUSG00000002791	0.00475573036428806	absent
ENSMUSG00000002797	2.00265810104634e-09	present
ENSMUSG00000002799	0.0518398539177311	absent
ENSMUSG00000002803	2.05103669278042e-06	present
ENSMUSG00000002804	3.50134673232016e-11	present
ENSMUSG00000002808	1.85255077716487e-07	present
ENSMUSG00000002812	6.5721146512413e-10	present
ENSMUSG00000002814	8.13867487087777e-06	present
ENSMUSG00000002820	1.24850363874379e-11	present
ENSMUSG00000002825	5.48473547874996e-08	present
ENSMUSG00000002831	3.12791813769087e-05	present
ENSMUSG00000002833	1.7456962417811e-09	present
ENSMUSG00000002835	8.5097235856833e-08	present
ENSMUSG00000002844	2.22501632205409e-09	present
ENSMUSG00000002845	5.69370353977324e-11	present
ENSMUSG00000002846	6.73844822197481e-09	present
ENSMUSG00000002847	3.32508793869774e-10	present
ENSMUSG00000002870	2.62441011239189e-12	present
ENSMUSG00000002871	2.39954643643391e-10	present
ENSMUSG00000002881	7.47851583643058e-10	present
ENSMUSG00000002885	2.52900459349122e-08	present
ENSMUSG00000002897	2.88163090235559e-07	present
ENSMUSG00000002900	1.62524604589505e-05	present
ENSMUSG00000002908	2.39906070532707e-05	present
ENSMUSG00000002910	2.77750669657714e-08	present
ENSMUSG00000002930	0.328161862462728	absent
ENSMUSG00000002944	6.75318092470508e-12	present
ENSMUSG00000002948	1.33337930051566e-08	present
ENSMUSG00000002949	8.101743515914e-11	present
ENSMUSG00000002957	1.40071113755044e-10	present
ENSMUSG00000002963	5.52130167637771e-10	present
ENSMUSG00000002968	1.48232051299086e-10	present
ENSMUSG00000002980	1.74865913886135e-06	present
ENSMUSG00000002981	1.32666998404295e-12	present
ENSMUSG00000002983	0.000720426303880117	absent
ENSMUSG00000002984	2.38044318498979e-11	present
ENSMUSG00000002985	6.48208005501165e-35	present
ENSMUSG00000002992	5.16297638930516e-21	present
