id	minimum_qValue	call
ENSG00000008226	1.31214089614916e-09	present
ENSG00000008256	3.53953942126559e-11	present
ENSG00000008277	1.01250004310783e-09	present
ENSG00000008282	3.22646415883658e-11	present
ENSG00000008283	3.22646415883658e-11	present
ENSG00000008294	3.22646415883658e-11	present
ENSG00000008300	0.00109743083715421	absent
ENSG00000008311	3.22646415883658e-11	present
ENSG00000008323	2.60888461480065e-06	present
ENSG00000008324	3.22646415883658e-11	present
ENSG00000008382	9.20114191420608e-11	present
ENSG00000008394	3.22646415883658e-11	present
ENSG00000008405	3.22646415883658e-11	present
ENSG00000008438	2.40484481241095e-09	present
ENSG00000008441	3.22646415883658e-11	present
ENSG00000008513	3.22646415883658e-11	present
ENSG00000008516	3.18864742794326e-06	present
ENSG00000008517	3.22646415883658e-11	present
ENSG00000008710	3.22646415883658e-11	present
ENSG00000008735	0.00217092287666707	absent
ENSG00000008838	3.22646415883658e-11	present
ENSG00000008853	3.53953942126559e-11	present
ENSG00000008869	3.22646415883658e-11	present
ENSG00000008952	3.22646415883658e-11	present
ENSG00000008988	3.22646415883658e-11	present
ENSG00000009307	3.22646415883658e-11	present
ENSG00000009335	3.22646415883658e-11	present
ENSG00000009413	3.22646415883658e-11	present
ENSG00000009694	0.00214455540258173	absent
ENSG00000009709	0.439500620891081	absent
ENSG00000009724	6.42216652931158e-06	present
ENSG00000009765	0.000478946669456733	absent
ENSG00000009780	1.18450900134771e-09	present
ENSG00000009790	3.53953942126559e-11	present
ENSG00000009830	3.22646415883658e-11	present
ENSG00000009844	3.22646415883658e-11	present
ENSG00000009950	2.84957787233889e-05	present
ENSG00000009954	3.22646415883658e-11	present
ENSG00000010017	3.22646415883658e-11	present
ENSG00000010030	2.40484481241095e-09	present
ENSG00000010072	1.01250004310783e-09	present
ENSG00000010165	3.53953942126559e-11	present
ENSG00000010219	3.22646415883658e-11	present
ENSG00000010244	3.22646415883658e-11	present
ENSG00000010256	3.22646415883658e-11	present
ENSG00000010270	3.22646415883658e-11	present
ENSG00000010278	3.22646415883658e-11	present
ENSG00000010282	5.98414141290072e-06	present
ENSG00000010292	3.22646415883658e-11	present
ENSG00000010295	3.53953942126559e-11	present
ENSG00000010310	1.31214089614916e-09	present
ENSG00000010318	1.31214089614916e-09	present
ENSG00000010319	3.53953942126559e-11	present
ENSG00000010322	3.22646415883658e-11	present
ENSG00000010327	3.22646415883658e-11	present
ENSG00000010361	3.22646415883658e-11	present
ENSG00000010379	1.0687526985848e-05	present
ENSG00000010404	3.22646415883658e-11	present
ENSG00000010438	0.00866741715179587	absent
ENSG00000010539	1.01250004310783e-09	present
ENSG00000010610	3.22646415883658e-11	present
ENSG00000010626	3.22646415883658e-11	present
ENSG00000010671	3.53953942126559e-11	present
ENSG00000010704	1.31214089614916e-09	present
ENSG00000010803	3.22646415883658e-11	present
ENSG00000010810	3.22646415883658e-11	present
ENSG00000010818	1.18450900134771e-09	present
ENSG00000010932	6.81551246712984e-05	absent
ENSG00000011007	3.22646415883658e-11	present
ENSG00000011009	3.22646415883658e-11	present
ENSG00000011021	9.20114191420608e-11	present
ENSG00000011028	3.22646415883658e-11	present
ENSG00000011052	8.12666439704426e-10	present
ENSG00000011083	0.0123623402304717	absent
ENSG00000011105	3.22646415883658e-11	present
ENSG00000011114	3.22646415883658e-11	present
ENSG00000011132	9.20114191420608e-11	present
ENSG00000011143	3.22646415883658e-11	present
ENSG00000011198	9.20114191420608e-11	present
ENSG00000011201	3.22646415883658e-11	present
ENSG00000011243	3.22646415883658e-11	present
ENSG00000011258	3.22646415883658e-11	present
ENSG00000011260	3.22646415883658e-11	present
ENSG00000011275	3.22646415883658e-11	present
ENSG00000011295	3.22646415883658e-11	present
ENSG00000011304	3.22646415883658e-11	present
ENSG00000011332	0.00188239044352223	absent
ENSG00000011347	0.000218434364801665	absent
ENSG00000011376	1.01250004310783e-09	present
ENSG00000011405	3.22646415883658e-11	present
ENSG00000011422	3.53953942126559e-11	present
ENSG00000011426	3.22646415883658e-11	present
ENSG00000011451	1.31214089614916e-09	present
ENSG00000011454	3.22646415883658e-11	present
ENSG00000011465	3.22646415883658e-11	present
ENSG00000011478	1.31214089614916e-09	present
ENSG00000011485	3.22646415883658e-11	present
ENSG00000011523	3.22646415883658e-11	present
ENSG00000011566	3.22646415883658e-11	present
ENSG00000011590	5.67924429378328e-05	absent
ENSG00000011600	3.53953942126559e-11	present
ENSG00000011638	3.22646415883658e-11	present
ENSG00000011677	0.00464223059738367	absent
ENSG00000012048	1.01250004310783e-09	present
ENSG00000012061	3.22646415883658e-11	present
ENSG00000012124	3.53953942126559e-11	present
ENSG00000012171	3.53953942126559e-11	present
ENSG00000012174	1.01250004310783e-09	present
ENSG00000012211	1.31214089614916e-09	present
ENSG00000012223	1.31214089614916e-09	present
ENSG00000012232	9.20114191420608e-11	present
ENSG00000012504	0.00239431168100173	absent
ENSG00000012660	3.22646415883658e-11	present
ENSG00000012779	3.53953942126559e-11	present
ENSG00000012817	3.22646415883658e-11	present
ENSG00000012822	3.22646415883658e-11	present
ENSG00000012963	3.22646415883658e-11	present
ENSG00000012983	3.22646415883658e-11	present
ENSG00000013016	1.31214089614916e-09	present
ENSG00000013275	3.22646415883658e-11	present
ENSG00000013288	9.20114191420608e-11	present
ENSG00000013293	0.0114358656070192	absent
ENSG00000013297	1.31214089614916e-09	present
ENSG00000013306	3.22646415883658e-11	present
ENSG00000013364	3.22646415883658e-11	present
ENSG00000013374	3.22646415883658e-11	present
ENSG00000013375	3.22646415883658e-11	present
ENSG00000013392	2.72790127740577e-06	present
ENSG00000013441	3.22646415883658e-11	present
ENSG00000013503	1.18450900134771e-09	present
ENSG00000013523	3.22646415883658e-11	present
ENSG00000013561	3.22646415883658e-11	present
ENSG00000013563	9.20114191420608e-11	present
ENSG00000013573	3.22646415883658e-11	present
ENSG00000013583	3.53953942126559e-11	present
ENSG00000013588	3.53953942126559e-11	present
ENSG00000013619	2.40484481241095e-09	present
ENSG00000013725	1.31214089614916e-09	present
ENSG00000013810	1.31214089614916e-09	present
ENSG00000014123	3.22646415883658e-11	present
ENSG00000014138	1.31214089614916e-09	present
ENSG00000014164	1.31214089614916e-09	present
ENSG00000014216	3.22646415883658e-11	present
ENSG00000014257	1.31214089614916e-09	present
ENSG00000014641	3.22646415883658e-11	present
ENSG00000014824	3.22646415883658e-11	present
ENSG00000014914	3.22646415883658e-11	present
ENSG00000014919	3.22646415883658e-11	present
ENSG00000015133	9.20114191420608e-11	present
ENSG00000015153	3.22646415883658e-11	present
ENSG00000015171	3.22646415883658e-11	present
ENSG00000015285	3.53953942126559e-11	present
ENSG00000015413	0.000658355708870119	absent
ENSG00000015475	9.20114191420608e-11	present
ENSG00000015479	3.22646415883658e-11	present
ENSG00000015520	0.0546503728502516	absent
ENSG00000015532	1.31214089614916e-09	present
ENSG00000015568	3.22646415883658e-11	present
ENSG00000015592	0.00417376642699801	absent
ENSG00000015676	3.22646415883658e-11	present
ENSG00000016082	0.0132106867615036	absent
ENSG00000016391	1.36159872897545e-05	present
ENSG00000016402	1.31214089614916e-09	present
ENSG00000016490	0.136823338423849	absent
ENSG00000016602	0.000375552628955718	absent
ENSG00000016864	3.22646415883658e-11	present
ENSG00000017260	3.22646415883658e-11	present
ENSG00000017427	3.22646415883658e-11	present
ENSG00000017483	3.22646415883658e-11	present
ENSG00000017797	3.22646415883658e-11	present
ENSG00000018189	3.22646415883658e-11	present
ENSG00000018236	3.22646415883658e-11	present
ENSG00000018280	3.53953942126559e-11	present
ENSG00000018408	3.22646415883658e-11	present
ENSG00000018510	3.22646415883658e-11	present
ENSG00000018607	0.0245997323698472	absent
ENSG00000018610	3.22646415883658e-11	present
ENSG00000018625	1.31214089614916e-09	present
ENSG00000018699	3.22646415883658e-11	present
ENSG00000018869	3.12292831601285e-07	present
ENSG00000019102	3.22646415883658e-11	present
ENSG00000019144	3.22646415883658e-11	present
ENSG00000019169	3.53953942126559e-11	present
ENSG00000019186	1.88958208989371e-05	present
ENSG00000019485	1.31214089614916e-09	present
ENSG00000019505	0.000691246680608605	absent
ENSG00000019549	3.22646415883658e-11	present
ENSG00000019582	3.22646415883658e-11	present
ENSG00000019991	3.22646415883658e-11	present
ENSG00000019995	3.22646415883658e-11	present
ENSG00000020129	1.31214089614916e-09	present
ENSG00000020181	3.22646415883658e-11	present
ENSG00000020219	0.356729083628284	absent
ENSG00000020256	1.18450900134771e-09	present
ENSG00000020426	3.22646415883658e-11	present
ENSG00000020577	9.20114191420608e-11	present
ENSG00000020633	9.20114191420608e-11	present
ENSG00000020922	3.22646415883658e-11	present
ENSG00000021300	9.20114191420608e-11	present
ENSG00000021355	3.22646415883658e-11	present
ENSG00000021461	0.00194251250873349	absent
ENSG00000021488	0.00387361469844448	absent
ENSG00000021574	3.22646415883658e-11	present
ENSG00000021645	4.16914781846368e-09	present
ENSG00000021762	3.53953942126559e-11	present
ENSG00000021776	3.22646415883658e-11	present
ENSG00000021826	6.28851472425618e-09	present
ENSG00000021852	9.20114191420608e-11	present
ENSG00000022267	3.22646415883658e-11	present
ENSG00000022277	3.22646415883658e-11	present
ENSG00000022355	0.00366080993795373	absent
ENSG00000022556	1.18450900134771e-09	present
ENSG00000022567	1.18450900134771e-09	present
ENSG00000022840	3.22646415883658e-11	present
ENSG00000022976	1.31214089614916e-09	present
ENSG00000023041	3.22646415883658e-11	present
ENSG00000023171	0.000162610637038967	absent
ENSG00000023191	3.22646415883658e-11	present
ENSG00000023228	3.22646415883658e-11	present
ENSG00000023287	3.22646415883658e-11	present
ENSG00000023318	3.22646415883658e-11	present
ENSG00000023330	3.22646415883658e-11	present
ENSG00000023445	9.20114191420608e-11	present
ENSG00000023516	3.22646415883658e-11	present
ENSG00000023572	9.20114191420608e-11	present
ENSG00000023608	1.01250004310783e-09	present
ENSG00000023697	3.22646415883658e-11	present
ENSG00000023734	3.22646415883658e-11	present
ENSG00000023839	0.00236952127115205	absent
ENSG00000023892	9.20114191420608e-11	present
ENSG00000023902	3.22646415883658e-11	present
ENSG00000023909	1.18450900134771e-09	present
ENSG00000024048	3.22646415883658e-11	present
ENSG00000024422	3.22646415883658e-11	present
ENSG00000024526	1.01250004310783e-09	present
ENSG00000024862	3.22646415883658e-11	present
ENSG00000025039	9.20114191420608e-11	present
ENSG00000025156	3.22646415883658e-11	present
ENSG00000025293	3.22646415883658e-11	present
ENSG00000025423	3.53953942126559e-11	present
ENSG00000025434	3.22646415883658e-11	present
ENSG00000025708	3.53953942126559e-11	present
ENSG00000025770	3.22646415883658e-11	present
ENSG00000025772	9.20114191420608e-11	present
ENSG00000025796	3.22646415883658e-11	present
ENSG00000025800	3.22646415883658e-11	present
ENSG00000026025	3.22646415883658e-11	present
ENSG00000026036	6.66091490365903e-05	absent
ENSG00000026103	3.22646415883658e-11	present
ENSG00000026297	3.22646415883658e-11	present
ENSG00000026508	3.22646415883658e-11	present
ENSG00000026559	0.00193214112523967	absent
ENSG00000026652	1.31214089614916e-09	present
ENSG00000026751	1.31214089614916e-09	present
ENSG00000026950	3.22646415883658e-11	present
ENSG00000027001	3.22646415883658e-11	present
ENSG00000027075	3.22646415883658e-11	present
ENSG00000027644	0.0807638753503837	absent
ENSG00000027697	3.22646415883658e-11	present
ENSG00000027847	9.20114191420608e-11	present
ENSG00000027869	1.80073273381693e-09	present
ENSG00000028116	3.22646415883658e-11	present
ENSG00000028137	3.53953942126559e-11	present
ENSG00000028203	3.22646415883658e-11	present
ENSG00000028277	1.80073273381693e-09	present
ENSG00000028310	3.22646415883658e-11	present
ENSG00000028528	3.22646415883658e-11	present
ENSG00000028839	3.22646415883658e-11	present
ENSG00000029153	4.16914781846368e-09	present
ENSG00000029363	3.22646415883658e-11	present
ENSG00000029364	3.22646415883658e-11	present
ENSG00000029534	1.76665354275085e-05	present
ENSG00000029559	0.00359502555538921	absent
ENSG00000029639	3.22646415883658e-11	present
ENSG00000029725	3.22646415883658e-11	present
ENSG00000029993	3.22646415883658e-11	present
ENSG00000030066	3.22646415883658e-11	present
ENSG00000030110	9.20114191420608e-11	present
ENSG00000030304	0.000259149512647133	absent
ENSG00000030419	3.22646415883658e-11	present
ENSG00000030582	3.22646415883658e-11	present
ENSG00000031003	3.22646415883658e-11	present
ENSG00000031081	3.22646415883658e-11	present
ENSG00000031691	3.22646415883658e-11	present
ENSG00000031698	3.22646415883658e-11	present
ENSG00000031823	3.22646415883658e-11	present
ENSG00000032219	3.22646415883658e-11	present
ENSG00000032389	9.20114191420608e-11	present
ENSG00000032444	3.22646415883658e-11	present
ENSG00000032742	3.22646415883658e-11	present
ENSG00000033011	9.20114191420608e-11	present
ENSG00000033030	3.22646415883658e-11	present
ENSG00000033050	3.22646415883658e-11	present
ENSG00000033100	9.20114191420608e-11	present
ENSG00000033122	7.85435388210567e-06	present
ENSG00000033170	3.22646415883658e-11	present
ENSG00000033178	3.22646415883658e-11	present
ENSG00000033327	9.20114191420608e-11	present
ENSG00000033627	3.22646415883658e-11	present
ENSG00000033800	3.22646415883658e-11	present
ENSG00000033867	3.22646415883658e-11	present
ENSG00000034053	1.94748838556036e-05	present
ENSG00000034152	3.53953942126559e-11	present
ENSG00000034239	3.22646415883658e-11	present
ENSG00000034510	3.22646415883658e-11	present
ENSG00000034533	1.01250004310783e-09	present
ENSG00000034677	3.22646415883658e-11	present
ENSG00000034693	3.22646415883658e-11	present
ENSG00000034713	3.22646415883658e-11	present
ENSG00000034971	1.80073273381693e-09	present
ENSG00000035115	3.22646415883658e-11	present
ENSG00000035141	3.22646415883658e-11	present
ENSG00000035403	3.22646415883658e-11	present
ENSG00000035499	1.01250004310783e-09	present
ENSG00000035664	3.22646415883658e-11	present
ENSG00000035681	3.22646415883658e-11	present
ENSG00000035687	3.22646415883658e-11	present
ENSG00000035720	7.55817511243766e-05	absent
ENSG00000035862	3.22646415883658e-11	present
ENSG00000035928	3.22646415883658e-11	present
ENSG00000036054	3.22646415883658e-11	present
ENSG00000036257	3.22646415883658e-11	present
ENSG00000036448	3.53953942126559e-11	present
ENSG00000036473	0.000197958246465562	absent
ENSG00000036530	0.000237977174159163	absent
ENSG00000036549	3.22646415883658e-11	present
ENSG00000036565	0.0070898265989262	absent
ENSG00000036672	1.80073273381693e-09	present
ENSG00000036828	0.0454300203775037	absent
ENSG00000037042	9.20114191420608e-11	present
ENSG00000037241	3.22646415883658e-11	present
ENSG00000037280	3.22646415883658e-11	present
ENSG00000037474	3.22646415883658e-11	present
ENSG00000037637	3.22646415883658e-11	present
ENSG00000037749	3.22646415883658e-11	present
ENSG00000037757	3.22646415883658e-11	present
ENSG00000037897	9.20114191420608e-11	present
ENSG00000037965	0.00251302624536365	absent
ENSG00000038002	3.22646415883658e-11	present
ENSG00000038210	3.22646415883658e-11	present
ENSG00000038219	3.22646415883658e-11	present
ENSG00000038274	3.22646415883658e-11	present
ENSG00000038295	0.000198104614744355	absent
ENSG00000038358	3.22646415883658e-11	present
ENSG00000038382	3.22646415883658e-11	present
ENSG00000038427	3.22646415883658e-11	present
ENSG00000038532	9.20114191420608e-11	present
ENSG00000038945	3.53953942126559e-11	present
ENSG00000039068	3.22646415883658e-11	present
ENSG00000039123	3.22646415883658e-11	present
ENSG00000039139	1.80073273381693e-09	present
ENSG00000039319	3.22646415883658e-11	present
ENSG00000039523	3.53953942126559e-11	present
ENSG00000039537	1.18450900134771e-09	present
ENSG00000039560	3.22646415883658e-11	present
ENSG00000039600	0.0149850645567851	absent
ENSG00000039650	3.22646415883658e-11	present
ENSG00000039987	0.000741565884134756	absent
ENSG00000040199	1.31214089614916e-09	present
ENSG00000040275	3.22646415883658e-11	present
ENSG00000040341	3.22646415883658e-11	present
ENSG00000040487	1.31214089614916e-09	present
ENSG00000040531	9.20114191420608e-11	present
ENSG00000040608	0.000145279283726577	absent
ENSG00000040633	3.22646415883658e-11	present
ENSG00000040731	0.00075962468680565	absent
ENSG00000040933	9.20114191420608e-11	present
ENSG00000041353	3.22646415883658e-11	present
ENSG00000041357	3.22646415883658e-11	present
ENSG00000041515	0.00181150309984121	absent
ENSG00000041802	3.22646415883658e-11	present
ENSG00000041880	3.22646415883658e-11	present
ENSG00000041982	3.22646415883658e-11	present
ENSG00000041988	3.22646415883658e-11	present
ENSG00000042062	1.47763729425826e-06	present
ENSG00000042088	3.22646415883658e-11	present
ENSG00000042286	1.31214089614916e-09	present
ENSG00000042304	0.00547981117378619	absent
ENSG00000042317	3.22646415883658e-11	present
ENSG00000042429	3.22646415883658e-11	present
ENSG00000042445	3.22646415883658e-11	present
ENSG00000042493	3.22646415883658e-11	present
ENSG00000042753	3.22646415883658e-11	present
ENSG00000042781	0.0750289740913343	absent
ENSG00000042813	0.0103888776927735	absent
ENSG00000042832	0.000275127214443607	absent
ENSG00000042980	1.01250004310783e-09	present
ENSG00000043039	0.000867840892762195	absent
ENSG00000043093	3.22646415883658e-11	present
ENSG00000043143	9.20114191420608e-11	present
ENSG00000043355	0.000278932096737158	absent
ENSG00000043462	3.53953942126559e-11	present
ENSG00000043514	3.22646415883658e-11	present
ENSG00000043591	1.31214089614916e-09	present
ENSG00000044012	0.00906876185059406	absent
ENSG00000044090	3.22646415883658e-11	present
ENSG00000044115	3.22646415883658e-11	present
ENSG00000044446	3.22646415883658e-11	present
ENSG00000044459	3.22646415883658e-11	present
ENSG00000044524	3.22646415883658e-11	present
ENSG00000044574	3.22646415883658e-11	present
ENSG00000046604	3.22646415883658e-11	present
ENSG00000046647	3.22646415883658e-11	present
ENSG00000046651	3.22646415883658e-11	present
ENSG00000046653	3.22646415883658e-11	present
ENSG00000046774	0.0473247532399234	absent
ENSG00000046889	3.22646415883658e-11	present
ENSG00000047056	1.31214089614916e-09	present
ENSG00000047188	3.22646415883658e-11	present
ENSG00000047230	3.22646415883658e-11	present
ENSG00000047249	3.22646415883658e-11	present
ENSG00000047315	3.22646415883658e-11	present
ENSG00000047346	3.22646415883658e-11	present
ENSG00000047365	9.20114191420608e-11	present
ENSG00000047410	3.22646415883658e-11	present
ENSG00000047457	3.22646415883658e-11	present
ENSG00000047578	3.22646415883658e-11	present
ENSG00000047579	9.20114191420608e-11	present
ENSG00000047597	0.000215418570542854	absent
ENSG00000047617	1.80073273381693e-09	present
ENSG00000047621	3.22646415883658e-11	present
ENSG00000047634	1.01250004310783e-09	present
ENSG00000047644	3.53953942126559e-11	present
ENSG00000047648	1.01250004310783e-09	present
ENSG00000047662	0.0235091907147865	absent
ENSG00000047849	3.22646415883658e-11	present
ENSG00000047932	3.22646415883658e-11	present
ENSG00000047936	3.22646415883658e-11	present
ENSG00000048028	3.22646415883658e-11	present
ENSG00000048052	3.22646415883658e-11	present
ENSG00000048140	9.20114191420608e-11	present
ENSG00000048162	3.22646415883658e-11	present
