id	minimum_pValue	call
ENSG00000011590	1.99372509641275e-08	present
ENSG00000011600	8.35311590933827e-28	present
ENSG00000011638	7.74272596588829e-15	present
ENSG00000011677	0.00871877174923999	present
ENSG00000012048	7.16989712871272e-09	present
ENSG00000012061	5.61325574804213e-17	present
ENSG00000012124	2.84118960874783e-14	present
ENSG00000012171	6.90859439295217e-20	present
ENSG00000012174	9.46367521445397e-11	present
ENSG00000012211	2.55823545030413e-11	present
ENSG00000012223	4.26097110025413e-50	present
ENSG00000012232	4.2481985204731e-14	present
ENSG00000012504	0.000337003900451255	present
ENSG00000012660	3.20111776884289e-24	present
ENSG00000012779	6.8576560657484e-23	present
ENSG00000012817	1.71768246941225e-17	present
ENSG00000012822	1.43810008214235e-22	present
ENSG00000012963	2.10448165010299e-13	present
ENSG00000012983	1.41945835666631e-16	present
ENSG00000013016	3.6994975275327e-11	present
ENSG00000013275	8.1245762967277e-18	present
ENSG00000013288	7.12068649028578e-15	present
ENSG00000013293	0.104328062454245	absent
ENSG00000013297	1.90659859940815e-11	present
ENSG00000013306	1.96004449542923e-19	present
ENSG00000013364	1.26757719697904e-23	present
ENSG00000013374	8.27773298661193e-23	present
ENSG00000013375	8.76563877061463e-18	present
ENSG00000013392	2.70664844870768e-08	present
ENSG00000013441	7.97893670444681e-33	present
ENSG00000013503	1.3607247309945e-09	present
ENSG00000013523	7.47531015003587e-13	present
ENSG00000013561	4.66896357675606e-17	present
ENSG00000013563	1.93841014989176e-15	present
ENSG00000013573	1.16721491877653e-14	present
ENSG00000013583	5.18165294378289e-19	present
ENSG00000013588	5.91341074133031e-27	present
ENSG00000013619	6.84005294099477e-08	present
ENSG00000013725	8.14583814077758e-14	present
ENSG00000013810	4.81918993840963e-13	present
ENSG00000014123	1.55608828524176e-14	present
ENSG00000014138	1.29812620201483e-11	present
ENSG00000014164	2.00225609361847e-11	present
ENSG00000014216	3.63352038613836e-21	present
ENSG00000014257	8.59758601343948e-11	present
ENSG00000014641	7.36554108868267e-24	present
ENSG00000014824	7.61224933201933e-18	present
ENSG00000014914	1.94872953752639e-12	present
ENSG00000014919	3.80229452261735e-13	present
ENSG00000015133	5.29940476787028e-18	present
ENSG00000015153	5.66260212074873e-15	present
ENSG00000015171	5.72267464020008e-20	present
ENSG00000015285	2.5260618891846e-17	present
ENSG00000015413	1.03273863775467e-05	present
ENSG00000015475	8.05555472929355e-15	present
ENSG00000015479	7.33022002782758e-32	present
ENSG00000015520	0.222327707562959	absent
ENSG00000015532	3.22661083001559e-12	present
ENSG00000015568	3.03532700437515e-23	present
ENSG00000015592	0.00101083946196	present
ENSG00000015676	1.25165958517166e-18	present
ENSG00000016082	0.0323662401451892	absent
ENSG00000016391	3.43949933337509e-08	present
ENSG00000016402	3.14302755225489e-11	present
ENSG00000016490	0.289302508673756	absent
ENSG00000016602	0.000446680828856733	present
