id	minimum_qValue	call
FBgn0000449	0.104416130547853	absent
FBgn0000451	0.00352034779621218	absent
FBgn0000454	2.56783600121182e-05	present
FBgn0000455	4.38489483874036e-05	present
FBgn0000459	0.00372596821172377	absent
FBgn0000463	0.00912426722063369	absent
FBgn0000464	0.00892672815252653	absent
FBgn0000473	0.0021691113637536	absent
FBgn0000477	0.00105913696588666	absent
FBgn0000479	0.00723509182011592	absent
FBgn0000482	0.00194657863009905	absent
FBgn0000489	1.76762570166894e-08	present
FBgn0000490	0.00611983121706109	absent
FBgn0000492	0.0271583565518752	absent
FBgn0000499	1.76762570166894e-08	present
FBgn0000500	0.0370207101803087	absent
FBgn0000504	0.0109695600913542	absent
FBgn0000520	0.00216180458829306	absent
FBgn0000524	0.00367378597069209	absent
FBgn0000527	0.0047065519315058	absent
FBgn0000529	0.0968045095169461	absent
FBgn0000533	0.00358397099949559	absent
FBgn0000535	0.11831433871895	absent
FBgn0000536	0.000185563050181407	absent
FBgn0000541	0.00141497011743475	absent
FBgn0000542	0.00952167580529836	absent
FBgn0000543	7.71408053723334e-05	present
FBgn0000546	0.0111506039156545	absent
FBgn0000547	0.00972657564702911	absent
FBgn0000551	0.047386542453884	absent
FBgn0000552	0.285342476707866	absent
FBgn0000557	0.00187765809708359	absent
FBgn0000559	1.76762570166894e-08	present
FBgn0000560	0.00562219783050588	absent
FBgn0000562	0.0039226198241344	absent
FBgn0000564	0.203589922660938	absent
FBgn0000565	0.000150083457821773	present
FBgn0000566	0.000323193803720259	absent
FBgn0000567	0.0101965864421758	absent
FBgn0000568	0.00657771496984107	absent
FBgn0000575	0.0051572197515197	absent
FBgn0000576	0.0512290974264171	absent
FBgn0000577	0.00857932457738308	absent
FBgn0000578	0.00266869038694119	absent
FBgn0000579	1.76762570166894e-08	present
FBgn0000581	0.000502666450736054	absent
FBgn0000588	0.00324721846316088	absent
FBgn0000591	0.202623671537911	absent
FBgn0000592	1.76762570166894e-08	present
FBgn0000594	0.0541074743801196	absent
FBgn0000606	0.0181049338272853	absent
FBgn0000611	0.00319386702531477	absent
FBgn0000615	1.76762570166894e-08	present
FBgn0000617	0.000706822233342484	absent
FBgn0000618	2.47759852713086e-06	present
FBgn0000625	0.0914065968495774	absent
FBgn0000629	0.00208458515524963	absent
FBgn0000633	0.0447907682303775	absent
FBgn0000635	0.00201421824462951	absent
FBgn0000636	0.000243225285802278	absent
FBgn0000639	0.00183293192403277	absent
FBgn0000640	0.00334952295830805	absent
FBgn0000644	0.02692440977776	absent
FBgn0000658	0.0524839021511586	absent
FBgn0000659	0.00997889226552706	absent
FBgn0000662	0.0011960159670198	absent
FBgn0000667	0.000552183054350194	absent
FBgn0000709	0.00617157296068376	absent
FBgn0000711	0.00490507814066203	absent
FBgn0000715	0.0940641598970099	absent
FBgn0000719	0.019247896766404	absent
FBgn0000721	0.0016363357453682	absent
FBgn0000723	0.00189659870688967	absent
FBgn0000808	0.0842127082559797	absent
FBgn0000810	0.00156234842046611	absent
FBgn0000826	0.00228735896809815	absent
FBgn0000927	0.0306762489213492	absent
FBgn0000928	0.00296304875507773	absent
FBgn0000964	0.00634408908810525	absent
FBgn0000996	0.00245068245600411	absent
FBgn0001075	0.0531378861271494	absent
FBgn0001077	0.006018968461203	absent
FBgn0001078	0.0125104855318101	absent
FBgn0001079	0.0105480307573934	absent
FBgn0001083	0.0340764522843724	absent
FBgn0001084	0.0135116503636421	absent
FBgn0001085	0.0203955857313059	absent
FBgn0001086	4.80977916468294e-05	present
FBgn0001087	0.000998890344502934	absent
FBgn0001089	4.42990953478076e-05	present
FBgn0001090	3.58040511295622e-05	present
FBgn0001091	1.76762570166894e-08	present
FBgn0001092	1.76762570166894e-08	present
FBgn0001098	1.76762570166894e-08	present
FBgn0001099	1.76762570166894e-08	present
FBgn0001104	0.00080007445690216	absent
FBgn0001105	1.71296016554421e-05	present
FBgn0001108	0.000107189961451291	present
FBgn0001112	0.00106398321468299	absent
FBgn0001114	0.000456472008731924	absent
FBgn0001120	0.00841123202496153	absent
FBgn0001122	0.00154600834743006	absent
FBgn0001123	0.000603218872056955	absent
FBgn0001124	1.76762570166894e-08	present
FBgn0001125	1.76762570166894e-08	present
FBgn0001128	7.59632552561019e-05	present
FBgn0001133	6.84633295640285e-06	present
