#libraryId	max_intergenic	cutoffTPM	cutoffGenicTPM	cutoffFPKM	cutoffGenicFPKM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	ratioIntergenicCodingPresent	species	organism
SRX220650	1.3168664	2	2.03279581325647	1.50346328216228	1.65148880520437	59.3673485506674	15033	25322	66.5525061322719	14380	21607	6.28049093616803	1223	19473	0	9823	Sus scrofa
SRX220651	1.3168664	2	2.03164017358843	1.76341959897413	1.93296732084141	50.7779796224627	12858	25322	56.6668209376591	12244	21607	5.19693935192318	1012	19473	0	9823	Sus scrofa
SRX246998	2.517741	2	2.05481021659323	2.301062719032	2.89694663223747	78.0830027825469	13189	16891	79.7661255209305	12824	16077	24.2724656220019	1518	6254	0	7245	Drosophila yakuba
SRX246999	2.517741	2	2.05861041609703	2.06904312964447	2.54467649304632	74.542655852229	12591	16891	76.0776264228401	12231	16077	20.8986248800768	1307	6254	0	7245	Drosophila yakuba
SRX054472	2.517741	2	2.05331592404305	1.91656037739313	2.42779802657409	61.3877212716831	10369	16891	62.3686011071717	10027	16077	14.5187080268628	908	6254	0	7245	Drosophila yakuba
SRX054473	2.517741	2	2.04926183919115	2.06077593373036	2.47703886686809	61.6718962761234	10417	16891	62.6609442060086	10074	16077	16.7093060441318	1045	6254	0	7245	Drosophila yakuba
SRX247000	2.06411	2	2.05325435107534	2.29422766988491	2.60947682928655	72.7437726874452	11623	15978	75.698453779282	11407	15069	21.6544235068668	1356	6262	0	7217	Drosophila ananassae
SRX247001	2.06411	2	2.04218819120037	2.07941731356034	2.61232479011346	73.5073225685317	11745	15978	74.882208507532	11284	15069	16.4324496965826	1029	6262	0	7217	Drosophila ananassae
SRX054476	2.06411	2	2.0400685353464	2.25273905012243	2.68093245299443	67.3738890975091	10765	15978	69.8254695069348	10522	15069	16.3685723411051	1025	6262	0	7217	Drosophila ananassae
SRX054477	2.06411	2	2.03704383313261	2.30078152852015	2.90847445072377	63.2494680185255	10106	15978	64.1781140088924	9671	15069	13.7176620887895	859	6262	0	7217	Drosophila ananassae
