Chip.ID	Proportion_Coding_present_marginal
GSM414543	53.1878462313245
GSM414544	52.1940574114487
GSM414531	56.7769011247272
GSM414532	56.4713782105086
GSM414539	55.0041967433272
GSM414540	52.7648145039449
GSM414561	64.3646130602652
GSM414562	59.7347658217223
GSM414563	59.231156622461
GSM414564	57.5994628168541
GSM414557	56.4848077891556
GSM414558	50.1292596944771
GSM414559	53.3087124391472
GSM414560	56.0953500083935
GSM414575	56.0550612724526
GSM414576	57.5423871076045
GSM414577	55.3701527614571
GSM414578	57.0421353030049
GSM414587	58.7544065804935
GSM414588	61.7089138828269
GSM414583	63.5151922108444
GSM414584	60.8561356387443
GSM414585	55.9308376699681
GSM414586	57.4483800570757
GSM414593	58.0997146214538
GSM414594	59.1438643612557
GSM414595	54.0540540540541
GSM414596	56.9548430417996
GSM414571	65.6639247943596
GSM414572	65.3953332214202
GSM414599	56.7567567567568
GSM414600	56.9447708578143
GSM414611	55.853617592748
GSM414612	57.0488500923284
GSM414601	56.0584186671143
GSM414602	59.7683397683398
GSM414603	55.8401880141011
GSM414604	56.9313412791674
GSM414533	50.9048178613396
GSM414534	53.1039113647809
GSM414567	57.3342286385765
GSM414568	61.0508645291254
GSM414565	59.8623468188686
GSM414566	59.5232499580326
GSM414613	55.9174080913211
GSM414614	58.3280174584522
GSM414615	56.9984891724022
GSM414616	57.8848413631022
GSM414525	63.0921604834648
GSM414526	63.8576464663421
GSM414527	64.0993788819876
GSM414528	63.7703542051368
GSM414553	55.1049185831795
GSM414554	54.1111297633037
GSM414555	57.2368641933859
GSM414556	54.7087460130938
GSM414589	60.5673996978345
GSM414590	56.5351687090818
GSM414517	56.7332549941246
GSM414518	56.4881651838174
GSM414597	60.9736444519053
GSM414598	61.2959543394326
GSM414551	54.1144871579654
GSM414552	54.8228974315931
GSM414541	56.7735437300655
GSM414542	55.0545576632533
GSM414523	56.8138324660064
GSM414524	58.6906160819204
GSM414591	58.1836494879973
GSM414592	58.4153097196576
GSM414537	59.1371495719322
GSM414538	60.0637904985731
GSM414535	59.6374013765318
GSM414536	59.0935034413295
GSM414607	61.6182642269599
GSM414608	60.5976162497902
GSM414529	53.1542722847071
GSM414530	54.7960382742991
GSM414609	60.5203961725701
GSM414610	61.0240053718315
GSM414547	51.2304851435286
GSM414548	52.7312405573275
GSM414549	57.3543730065469
GSM414550	56.7433271781098
GSM414579	56.310223266745
GSM414580	58.4119523249958
GSM414581	59.3855967769011
GSM414582	58.0997146214538
GSM414573	61.4067483632701
GSM414574	61.134799395669
GSM414519	53.2549941245593
GSM414520	56.4780929998321
GSM246071	52.2195985832349
GSM246070	53.9079102715466
GSM465509	46.3723350679872
GSM465512	49.6424374685244
GSM465514	50.8510995467517
GSM49865	49.9133448873484
GSM49867	56.6262276140959
GSM1227	47.0956316410862
GSM1230	46.5879574970484
GSM1228	33.030617540218
GSM1231	30.5396990140114
GSM763494_DDA001-430_2	56.3202954507302
GSM763495_DDA003-430_2	55.632029545073
GSM763496_DDA004-430_2	53.94997481954
GSM763497_DDA005-430_2	54.3394326003022
GSM17202	34.7451179305098
GSM17203	34.6436723307127
GSM17204	32.6781638346437
GSM17205	29.5460309409079
GSM17197	34.1237636317525
GSM17198	35.8863809282272
GSM17199	37.2051737255897
GSM17200	35.1889424296221
GSM17201	35.087496829825
GSM17206	30.9916307380167
GSM17207	33.3121988333756
GSM17208	34.1618057316764
GSM17209	31.9553639360893
GSM230957	62.4576128923955
GSM230959	60.1107940238375
GSM230960	62.6489843881148
GSM562380	57.9234382592733
GSM562382	58.4903622914529
GSM529598_wild_type_E9	57.4550948463992
GSM529600_wild_type_E10	59.2210844384757
GSM529602_wild_type_E12	64.0557327513849
C1	57.3443008225617
C2	58.8014101057579
C3	58.5428907168038
C4	60.1645123384254
C5	59.5098203793856
C6	58.9088467349337
C7	56.9111969111969
C8	53.1576296793688
C9	47.1982541547759
GSM496702	46.1368176664327
GSM496703	45.6022892932347
GSM496704	45.9586415420334
GSM496705	51.9410399006533
GSM496706	42.3087306300956
GSM496707	48.8202580854166
GSM496708	51.8006587117326
GSM496709	51.125749149614
GSM496710	47.070892500405
GSM252096	60.0470035252644
GSM252097	62.0345811650159
GSM252098	59.0229981534329
GSM252099	60.0302165519557
GSM252100	61.0508645291254
GSM252119	63.5991270773879
GSM252120	63.7132784958872
GSM252121	61.6786973308712
GSM252083	60.4498908846735
GSM252084	61.4906832298137
GSM252085	59.5769682726204
GSM252131	74.9169044821219
GSM252132	74.6886016451234
GSM252133	77.0992110122545
GSM252110	55.0411280846063
GSM252111	54.0171227127749
GSM252112	51.2506295114991
GSM252113	45.2241060936713
GSM252114	44.485479268088
GSM252115	45.0495215712607
GSM252077	66.9632365284539
GSM252078	66.7550780594259
GSM252079	68.5546415981199
GSM252128	72.842034581165
GSM252129	72.8823233171059
GSM252130	73.2214201779419
GSM252104	47.0773879469532
GSM252105	46.389122041296
GSM252106	48.3162665771361
GSM252093	59.4191707235186
GSM252094	61.4403223098875
GSM252095	62.2830283699849
GSM252101	39.8052711096189
GSM252102	44.9555145207319
GSM252103	42.9746516703038
GSM252064	49.4712103407756
GSM252065	51.9355380224945
GSM252066	50.3038442168877
GSM252125	65.7948631861675
GSM252126	65.2207486990096
GSM252127	63.1794527446701
GSM252080	67.4097700184657
GSM252081	52.8084606345476
GSM252082	67.3258351519221
GSM252067	59.986570421353
GSM252068	58.3884505623636
GSM252069	59.7683397683398
GSM252074	50.0352526439483
GSM252075	50.4112808460635
GSM252076	47.5809971462145
GSM252116	55.4775893906329
GSM252117	56.0013429578647
GSM252118	47.9771697163002
GSM252086	65.5732751384925
GSM252087	63.7972133624307
GSM252088	64.1530971965755
GSM252107	56.5956018129931
GSM252108	57.4785966090314
GSM252109	55.9274802753064
GSM252089	47.8294443511835
GSM252090	47.5440658049354
GSM252091	49.8472385428907
GSM252092	51.5427228470707
GSM252070	51.499076716468
GSM252071	53.0031895249287
GSM252072	52.6439482961222
GSM252073	52.1034077555817
GSM327854	50.2467685076381
GSM327855	47.5709249622293
GSM327856	50.6060097364445
GSM327857	15.4507302333389
GSM327858	36.0517038777908
GSM327859	48.3531979184153
GSM327860	52.9326842370321
GSM327861	52.607016954843
13Q12_2	58.3246600637905
13Q12_3	40.6479771697163
13Q12_5	49.0951821386604
GSM848818_NUID-0000-0069-6832	60.1477253651167
GSM848819_NUID-0000-0069-6840	60.104079234514
GSM848820_NUID-0000-0069-6841	60.3424542554977
GSM848821_NUID-0000-0069-6842	58.2776565385261
GSM848822_NUID-0000-0069-6853	59.6206144032231
GSM848823_NUID-0000-0069-6854	60.4532482793352
GSM848824_NUID-0000-0069-6855	59.8757763975155
GSM848825_NUID-0000-0069-6861	60.5673996978345
GSM848826_NUID-0000-0069-6862	59.6004700352526
GSM848827_NUID-0000-0069-6867	60.3357394661743
GSM848828_NUID-0000-0069-6831	47.6783615914051
GSM848829_NUID-0000-0069-6834	48.1786133960047
GSM848830_NUID-0000-0069-6835	48.0879637401377
GSM848831_NUID-0000-0069-6846	47.7891556152426
GSM848832_NUID-0000-0069-6847	48.5445694141346
GSM848833_NUID-0000-0069-6851	49.1186839012926
GSM848834_NUID-0000-0069-6859	48.2323317105926
GSM848835_NUID-0000-0069-6860	48.1215376867551
GSM848836_NUID-0000-0069-6863	49.3234849756589
GSM848837_NUID-0000-0069-6864	47.8126573778748
20_4	38.1567903307034
20_5	40.5002518045996
20_6	37.3745173745174
GSM158596	55.3533657881484
GSM158599	55.9241228806446
GSM158602	55.8771193553802
GSM158604	56.4646634211852
GSM158606	50.6765150243411
GSM158607	54.1245593419507
GSM158608	61.3798892059762
GSM158609	61.0105757931845
GSM158610	61.8700688265906
GSM158611	61.7189860668122
GSM158616	54.9068322981366
GSM158618	54.8699009568575
GSM158620	46.5670639583683
GSM158622	51.8751049185832
GSM158624	54.7389625650495
GSM158625	56.6526775222427
GSM158626	48.0241732415645
GSM158628	45.0092328353198
GSM158630	47.9738123216384
GSM63856	27.7960943444078
GSM63857	26.6928734466143
GSM63858	24.9936596500127
GSM63859	28.0243469439513
GSM63860	28.316003043368
MS516_P1_387WT_040805	66.4326980184655
MS516_P5_429WT_040805	66.8268452027428
MS516_P9_391WT_040805	66.0817450461638
GSM282760	55.1720664764143
GSM282761	57.9318448883666
GSM282762	52.4223602484472
GSM282763	56.9414134631526
GSM282764	53.3490011750881
GSM282765	49.2026187678362
GSM282766	50.938391807957
GSM282767	51.9086788652006
GSM282768	48.1450394493873
GSM282769	53.5840188014101
GSM282770	55.5850260198086
GSM282771	55.8636897767333
GSM282772	56.1389961389961
GSM282773	55.64545912372
GSM282774	55.8401880141011
GSM282775	52.946113815679
GSM282776	53.2382071512506
GSM282777	58.8349840523754
GSM282778	52.4391472217559
GSM282779	52.0564042303173
GSM282780	55.2257847910022
GSM282781	55.9174080913211
GSM282782	54.4502266241397
GSM282783	57.4114487157965
GSM282784	55.3231492361927
GSM282785	52.8722511331207
GSM282786	56.1960718482458
GSM282787	55.7327513849253
GSM282788	55.1519221084438
GSM282789	55.071344636562
GSM282790	52.3417827765654
GSM282791	52.2981366459627
GSM282792	52.4794359576968
GSM282793	51.9153936545241
GSM282794	51.6199429242908
GSM282795	53.4127916736612
GSM282796	49.6793688098036
GSM282797	54.8161826422696
GSM282798	52.9864025516199
GSM282799	53.1475574953836
GSM282800	52.2712774886688
GSM282801	56.5284539197583
GSM282802	50.3474903474903
GSM282803	57.0454926976666
GSM742292	58.2776565385261
GSM742293	54.980694980695
GSM742294	56.6191035756253
GSM709686	70.4767561146806
GSM709687	68.6571999352087
GSM709688	70.8061119809945
Kaestner_K1_WT1_MOE430v2	65.7512170555649
Kaestner_K2_WT2_MOE430v2	64.8682222595266
Kaestner_K3_WT3_MOE430v2	66.6409266409267
Kaestner_K4_WT4_MOE430v2	66.4562699345308
Schimmang_4_A	57.3656845753899
Schimmang_5_A	57.0306181398036
GSM108531	70.1024005371831
GSM108532	69.0011750881316
GSM108533	67.1176766828941
GSM108537	66.3454759106933
GSM108538	66.4864864864865
GSM108539	65.4054054054054
GSM148467	56.6330111765023
GSM148468	53.9225743750337
GSM148469	58.1286107661573
GSM148470	57.5778845634685
GSM148471	57.7830570703526
GSM148472	59.76999082123
GSM148473	58.3445818260353
GSM148474	60.623076507748
GSM148475	60.1425408995195
GSM148476	57.8370498353221
GSM148477	58.4579666324712
GSM148464	51.0555585551536
GSM148465	55.5693537066033
GSM148466	54.3491172182928
GSM720613	76.7869733087124
GSM720614	79.3990263555481
GSM720615	79.7381232163841
GSM16472	60.681686886193
GSM16473	56.3258232235702
GSM16474	61.0283073367995
GSM16478	45.5228191796649
GSM16479	46.5742345465049
GSM16480	41.0860774119006
GSM16484	58.0589254766031
GSM16485	54.7775852108608
GSM16486	56.9150779896014
GSM16490	50.3755054881571
GSM16491	55.8174465626805
GSM16492	52.1317157712305
GSM16496	52.2010398613518
GSM16497	51.8313113807048
GSM16498	48.9543616406701
GSM16502	42.4263431542461
GSM16503	42.7151935297516
GSM16504	48.5961871750433
GSM516255	62.9108611717307
GSM516256	63.011583011583
GSM516270	64.6399194225281
GSM516271	67.0035252643948
GSM516272	66.5066308544569
GSM516289	66.9464495551452
GSM516295	67.5574953835823
GSM516283	67.691791170052
GSM516249	67.5843545408763
GSM516250	68.930669800235
GSM516263	65.3281853281853
GSM516264	61.9808628504281
GSM516265	64.3814000335739
GSM516288	66.036595601813
GSM516294	65.9828772872251
GSM516282	69.6424374685244
GSM516243	61.5074702031224
GSM516244	64.4149739801914
GSM516261	63.8341447037099
GSM516290	66.6577136142354
GSM516296	64.7742152089978
GSM516284	67.6044989088467
GSM230997	55.9039785126742
GSM230998	57.183145878798
GSM230999	58.6536847406413
GSM333997	32.4425046164177
GSM333999	30.730233338929
GSM815631_35_old	69.3369145543059
GSM815632_36_old	67.7320799059929
GSM815633_37_old	71.5830115830116
GSM815634_38_old	68.7392983045157
GSM815635_45_young	68.8433775390297
GSM815636_46_young	68.944099378882
GSM815637_47_young	69.7633036763471
GSM815638_48_young	69.4376363941581
WT_1	68.3162665771361
WT_3	67.2419002853785
GSM276176	55.8234010407923
GSM276178	56.8474064126238
GSM276179	58.344804431761
GSM276181	58.9491354708746
GSM359215	53.9603693105124
GSM198101	66.6677857982206
GSM198102	65.0562363605842
GSM198103	64.2403894577808
GSM198104	66.9900956857479
GSM198105	68.1081081081081
GSM198112	65.8250797381232
GSM198113	66.9766661071009
GSM198114	65.4255497733759
GSM198115	65.8317945274467
GSM144578	62.3454650491046
GSM144579	60.2541883304448
GSM144580	63.5008665511265
GSM144581	62.3454650491046
GSM710033	70.9585361759275
GSM710034	68.7930166191036
GSM710035	70.1124727211684
LG01310636	55.2453971167864
LG01310637	56.1956697802494
LG01310638	58.7657253927974
LG01310608	51.7898601587387
LG01310609	48.9012472328708
LG01310654	57.0055612547919
LG01310655	55.175206522326
LG01310656	57.6804708169105
LG01310624	48.8580530208952
LG01310625	56.7086010474596
LG01310626	55.4397710706765
GSM304403	56.1792848749371
GSM304404	60.5942588551284
GSM304405	57.9117005203962
GSM396517	60.1477253651167
GSM396518	63.3137485311398
GSM396519	63.5621957361088
GSM400641	66.7785798220581
GSM400642	65.2442504616418
GSM400643	66.0130938391808
GSM400645	70.5187174752392
GSM400649	70.391136478093
GSM400650	68.0409602148733
GSM400651	71.2472721168373
GSM400652	69.739801913715
GSM282056	61.7021990935034
GSM282057	58.9289911029041
GSM282058	62.8369984891724
GSM282059	65.9895920765486
GSM282044	38.5126741648481
GSM282045	49.6390800738627
GSM282046	46.7047171394997
GSM282047	48.9004532482793
GSM282048	43.8408594930334
GSM282049	45.8082927648145
GSM282050	43.5655531307705
GSM282051	46.4529125398691
GSM282052	42.5314755749538
GSM282053	43.7300654691959
GSM282054	40.990431425214
GSM282055	37.7236864193386
GSM282042	31.0861171730737
WT10	51.73409434279
WT11	46.466342118516
WT12	47.8059425885513
WT7	49.5484304179956
WT8	47.6347154608024
WT9	50.2098371663589
GSM296175	68.8702366963236
GSM296176	66.8591572939399
GSM296177	68.396844049018
GSM318911	48.8668793016619
GSM318912	48.6083599127077
GSM318909	52.4324324324324
GSM318910	48.7057243578983
GSM819797_SOKA_430-2_1_070908	57.9587040456606
GSM819798_SOKA_430-2_2_070908	56.7701863354037
GSM143744	38.7637203928365
GSM143745	37.423454650491
GSM143742	41.6637781629116
GSM143743	44.7602541883304
GSM143759	57.3656845753899
GSM143760	55.366839976892
GSM143756	53.4950895436164
GSM143757	52.3396880415945
GSM143758	54.5118428653957
GSM228797	44.6533490011751
GSM228800	44.8547926808796
GSM228803	42.3166023166023
GSM228806	38.7913379217727
L5	40.0570757092496
L6	38.0862850428068
L9	41.0441497398019
GSM38327	32.7991547063485
GSM38328	37.4570749317601
GSM38329	33.9702386193537
GSM709704	69.6625818364949
GSM709706	68.7661574618096
GSM709738	66.6946449555145
GSM709710	68.3162665771361
GSM709732	68.8568071176767
GSM709744	67.7757260365956
GSM709714	70.3743495047843
GSM709708	69.7465167030384
GSM709712	69.4376363941581
GSM709736	67.9973140842706
GSM709730	70.4616417659896
GSM709752	68.2121873426221
GSM709742	68.3599127077388
GSM709740	68.7896592244418
GSM709716	67.9066644284036
GSM709760	67.2284707067316
GSM709756	65.8653684740641
GSM709750	66.2011079402384
GSM709748	69.1018969279839
GSM709754	66.2850428067819
GSM709762	66.375692462649
GSM709718	68.148396844049
GSM709734	68.722511331207
GSM709720	69.3570589222763
GSM709758	67.3191203625986
GSM709722	68.7560852778244
GSM709724	67.8898774550948
GSM709746	68.4707067315763
GSM709726	66.4159811985899
GSM709728	70.3072016115494
GSM148140	55.2993898817558
GSM148141	53.4150423843205
GSM148142	54.8620484855029
GSM148143	54.532692619189
GSM148144	51.649478969818
GSM265966	51.9993285210677
GSM265972	55.9241228806446
GSM265973	55.4205136813832
GSM265974	53.0669800235018
GSM265975	55.4708746013094
GSM265976	51.5192210844385
GSM265978	49.9815343293604
GSM265979	58.2239382239382
GSM265980	59.4326003021655
GSM177149	56.8977673325499
GSM177150	57.8042638912204
GSM177151	58.2843713278496
GSM177155	58.3112304851435
GSM177156	55.2727883162666
GSM177157	54.6684572771529
GSM177161	62.554977337586
GSM177162	64.6600637904986
GSM177163	64.0859493033406
GSM177167	63.6394158133289
GSM177168	64.5257680040289
GSM177169	60.8930669800235
WT1.	51.6904482121873
WT2	52.2746348833305
WT3	51.3479939566896
GSM245365	56.9078395165352
GSM245366	50.7973812321638
GSM245367	51.9892563370824
GSM425397	58.3515192210844
GSM425398	53.2046332046332
GSM425399	44.7775726036596
GSM287783	68.8903810642941
GSM287784	70.8813160987074
GSM287787	68.1282524760786
GSM287788	69.9278160147725
GSM35562	40.1490200313158
GSM35563	43.2428054640678
GSM35564	39.0853625614168
GSM205992	66.3354037267081
GSM205993	64.9353701527615
GSM205994	60.691623300319
GSM205995	59.6273291925466
GSM205996	63.6427732079906
GSM205997	61.9573610877959
GSM205998	61.7357730401209
GSM205999	66.1843209669297
GSM206000	61.2489508141682
GSM206001	64.0893066980023
GSM205990	69.3167701863354
GSM205991	67.5742823568911
GSM205980	66.7382910861172
GSM205981	69.1690448212187
GSM205982	64.2773207990599
GSM205983	61.1112976330368
GSM205984	63.7099211012255
GSM205985	65.2140339096861
GSM205986	67.0471713949975
GSM205987	63.2936041631694
GSM205988	62.9847238542891
GSM205989	65.7176431089475
GSM205978	70.2534832969616
GSM205979	59.8522746348833
GSM135895	61.8717504332756
GSM135896	62.7614095898325
GSM135897	58.6597342576545
GSM135898	60.7625649913345
GSM135899	60.0693240901213
GSM135900	31.8890814558059
GSM135901	36.7186597342577
GSM135902	61.155401502022
GSM136112	55.7943385326401
GSM574162	66.0332382071512
GSM574163	65.6102064797717
GSM574164	65.7915057915058
GSM574165	64.1027362766493
GSM574166	48.0376028202115
GSM574167	49.9848917240222
GSM574168	49.1421856639248
GSM505749	61.5410441497398
GSM505750	60.6446197750546
GSM505751	60.2249454423367
GSM505752	59.1539365452409
GSM505753	57.965418834984
GSM505754	58.2037938559678
GSM505755	58.9256337082424
GSM505756	58.5059593755246
GSM505757	59.0565721000504
GSM505758	57.6263219741481
GSM505759	54.83632701024
GSM505760	57.2771529293268
GSM505761	60.4834648312909
GSM505762	57.7807621285882
GSM505763	57.079066644284
GSM505764	61.003861003861
GSM505765	60.3693134127917
GSM505766	62.450898103072
GSM505767	59.986570421353
GSM505768	56.5284539197583
GSM505769	59.2345140171227
GSM505770	59.7616249790163
GSM505771	56.7567567567568
GSM505772	53.2314923619271
GSM505773	57.9049857310727
GSM505774	57.8109786805439
GSM505775	58.1937216719825
GSM505776	54.5207319120363
GSM505777	56.427732079906
GSM505778	63.5756253147557
GSM505779	58.7577639751553
GSM505780	59.2680879637401
GSM505781	60.5808292764815
GSM505782	59.895920765486
GSM505783	60.7722007722008
GSM505784	62.4206815511163
GSM505785	59.3520228302837
GSM505786	60.1275809971462
GSM505787	59.570253483297
GSM505788	59.7448380057076
GSM505789	60.5841866711432
GSM505790	62.2830283699849
GSM505791	60.3827429914386
GSM505792	61.1280846063455
GSM505793	62.7396340439819
GSM505794	61.4906832298137
GSM505795	63.0451569582004
GSM505796	63.9382239382239
GSM505797	61.7122712774887
GSM505798	61.6115494376364
GSM505799	61.8633540372671
GSM505800	62.2998153432936
GSM505801	60.5841866711432
GSM505802	61.5175423871076
GSM505803	60.899781769347
GSM505804	57.8176934698674
GSM280635	44.2416716160035
GSM280636	48.0913557583284
GSM280627	63.8734409589115
GSM280628	62.5884131526375
GSM115795	58.2042006371146
GSM115796	59.0248906646509
GSM115797	59.2894552130015
GSM395766	68.8098035924123
GSM395767	65.3315427228471
GSM395768	72.2477757260366
GSM395769	71.6199429242907
GSM395770	73.3624307537351
GSM395771	63.5185496055061
GSM395772	69.1489004532483
GSM395773	69.2294779251301
GSM138289	51.3244921940574
GSM138290	48.4304179956354
GSM138291	47.5306362262884
GSM159983	54.3629343629344
GSM159984	56.0214873258352
GSM101305	43.9447114086712
GSM101306	51.3093245505102
GSM201691	37.053726169844
GSM201733	42.2992489890237
GSM201734	38.6597342576545
GSM201736	37.527440785673
GSM201737	35.9098786828423
GSM201753	37.0652801848642
GSM201767	37.7816291161178
GSM201768	38.1282495667244
GSM201770	38.1975736568457
GSM93235	39.1879488148588
GSM93236	39.0745640084229
GSM93237	39.2419415798283
GSM93238	40.4999730036175
GSM93239	39.6954808055721
GSM93240	43.5775606068787
GSM243346	67.5306362262884
GSM243347	64.8145039449387
GSM243348	66.7215041128085
GSM636860	66.2078227295619
GSM636861	66.4361255665603
GSM636862	66.9733087124391
GSM343471	48.4438475742824
GSM343472	47.9603827429914
GSM363759	67.9174990551266
GSM363760	73.0846066627072
GSM363761	69.8288429350467
GSM289438	50.1292596944771
GSM289439	48.383414470371
GSM289440	48.6150747020312
GSM289441	47.9771697163002
GSM341700	54.75910693302
GSM341701	55.8166862514689
GSM341702	55.776397515528
C6_373wt_A	56.1525129982669
C6_421wt_A	56.210283073368
C6_429wt_A	58.5441941074523
1_kk	49.7364445190532
2_kk	55.9341950646298
3_kk	40.768843377539
4_kk	49.491354708746
5_kk	54.0238375020984
6_kk	54.171562867215
GSM21973	50.3986135181976
GSM21976	56.2449451184287
GSM21979	55.8752166377816
GSM21982	52.8711727325245
GSM21985	55.2397458116696
GSM21988	56.4644714038128
