id	minimum_pValue	call	cutoff
ENSG00000196668	1.80E-07	present	0.05
ENSG00000196670	2.93E-13	present	0.05
ENSG00000196678	3.67E-12	present	0.05
ENSG00000196683	1.43E-33	present	0.05
ENSG00000196684	2.39E-13	present	0.05
ENSG00000196689	5.88E-07	present	0.05
ENSG00000196693	9.00E-16	present	0.05
ENSG00000196696	7.41E-13	present	0.05
ENSG00000196700	2.69E-11	present	0.05
ENSG00000196704	7.66E-18	present	0.05
ENSG00000196705	6.70E-14	present	0.05
ENSG00000196711	0.000855815	present	0.05
ENSG00000196712	8.53E-20	present	0.05
ENSG00000196715	1.87E-15	present	0.05
ENSG00000196724	3.61E-10	present	0.05
ENSG00000196730	9.82E-19	present	0.05
ENSG00000196734	0.329406929	absent	0.05
ENSG00000196735	3.81E-33	present	0.05
ENSG00000196739	1.04E-11	present	0.05
ENSG00000196741	1.18E-08	present	0.05
ENSG00000196743	3.93E-16	present	0.05
ENSG00000196747	8.24E-16	present	0.05
ENSG00000196748	0.011610744	present	0.05
ENSG00000196754	7.99E-15	present	0.05
ENSG00000196756	4.06E-14	present	0.05
ENSG00000196757	5.09E-10	present	0.05
ENSG00000196758	0.864998097	absent	0.05
ENSG00000196767	0.570679177	absent	0.05
ENSG00000196772	0.371896217	absent	0.05
ENSG00000196776	2.55E-29	present	0.05
ENSG00000196778	0.332389879	absent	0.05
ENSG00000196781	1.20E-12	present	0.05
ENSG00000196782	8.48E-10	present	0.05
ENSG00000196787	2.55E-11	present	0.05
ENSG00000196792	1.54E-16	present	0.05
ENSG00000196793	2.19E-07	present	0.05
ENSG00000196796	0.047408539	present	0.05
ENSG00000196800	7.48E-06	present	0.05
ENSG00000196805	0.024785305	present	0.05
ENSG00000196810	2.18E-12	present	0.05
ENSG00000196811	0.004059989	present	0.05
ENSG00000196812	4.51E-10	present	0.05
ENSG00000196814	3.28E-15	present	0.05
ENSG00000196821	4.24E-19	present	0.05
ENSG00000196826	4.84E-05	present	0.05
ENSG00000196832	0.140716845	absent	0.05
ENSG00000196834	0.124379162	absent	0.05
ENSG00000196839	1.23E-10	present	0.05
ENSG00000196843	3.32E-15	present	0.05
ENSG00000196844	0.188572151	absent	0.05
ENSG00000196850	6.00E-14	present	0.05
ENSG00000196859	0.002331949	present	0.05
ENSG00000196860	1.92E-09	present	0.05
ENSG00000196862	0.003261398	present	0.05
ENSG00000196865	9.58E-12	present	0.05
ENSG00000196866	5.78E-20	present	0.05
ENSG00000196867	3.19E-10	present	0.05
ENSG00000196872	6.53E-10	present	0.05
ENSG00000196873	2.16E-14	present	0.05
ENSG00000196876	9.80E-06	present	0.05
ENSG00000196878	1.02E-17	present	0.05
ENSG00000196890	0.00175137	present	0.05
ENSG00000196893	0.997577347	absent	0.05
ENSG00000196900	0.03881846	present	0.05
ENSG00000196911	4.71E-13	present	0.05
ENSG00000196912	1.45E-14	present	0.05
ENSG00000196914	5.49E-22	present	0.05
ENSG00000196917	0.006010245	present	0.05
ENSG00000196922	2.11E-15	present	0.05
ENSG00000196923	1.38E-20	present	0.05
ENSG00000196924	1.89E-29	present	0.05
ENSG00000196932	9.94E-09	present	0.05
ENSG00000196933	6.02E-05	present	0.05
ENSG00000196935	4.21E-09	present	0.05
ENSG00000196937	8.71E-20	present	0.05
ENSG00000196943	3.10E-12	present	0.05
ENSG00000196944	0.150562254	absent	0.05
ENSG00000196946	0.075827066	absent	0.05
ENSG00000196950	1.78E-15	present	0.05
ENSG00000196951	2.17E-06	present	0.05
ENSG00000196954	1.35E-21	present	0.05
ENSG00000196961	1.20E-16	present	0.05
ENSG00000196967	4.36E-12	present	0.05
ENSG00000196968	3.22E-14	present	0.05
ENSG00000196970	0.441196365	absent	0.05
ENSG00000196972	1.52E-06	present	0.05
ENSG00000196975	5.27E-24	present	0.05
ENSG00000196976	2.37E-12	present	0.05
ENSG00000196979	0.370606792	absent	0.05
ENSG00000196981	4.66E-09	present	0.05
ENSG00000196990	0.061128946	absent	0.05
ENSG00000196993	0.001259915	present	0.05
ENSG00000196998	5.84E-19	present	0.05
ENSG00000197006	3.31E-22	present	0.05
ENSG00000197008	3.00E-09	present	0.05
ENSG00000197013	2.04E-11	present	0.05
ENSG00000197016	3.25E-07	present	0.05
ENSG00000197019	1.26E-13	present	0.05
ENSG00000197020	2.37E-09	present	0.05
ENSG00000197021	6.64E-15	present	0.05
ENSG00000197023	0.412818437	absent	0.05
ENSG00000197024	2.91E-09	present	0.05
ENSG00000197037	6.85E-11	present	0.05
ENSG00000197038	0.411164263	absent	0.05
ENSG00000197043	9.29E-24	present	0.05
ENSG00000197044	1.03E-09	present	0.05
ENSG00000197045	5.38E-17	present	0.05
ENSG00000197046	0.000183212	present	0.05
ENSG00000197050	5.41E-10	present	0.05
ENSG00000197054	3.55E-08	present	0.05
ENSG00000197056	4.56E-11	present	0.05
ENSG00000197057	1.47E-13	present	0.05
ENSG00000197061	1.23E-26	present	0.05
ENSG00000197062	3.16E-13	present	0.05
ENSG00000197063	3.80E-12	present	0.05
ENSG00000197067	0.9055586	absent	0.05
ENSG00000197070	2.64E-19	present	0.05
ENSG00000197077	4.99E-13	present	0.05
ENSG00000197079	0.09262687	absent	0.05
ENSG00000197081	7.03E-20	present	0.05
ENSG00000197083	3.75E-09	present	0.05
ENSG00000197084	0.051686736	absent	0.05
ENSG00000197085	0.010983867	present	0.05
ENSG00000197092	0.233421025	absent	0.05
ENSG00000197093	7.80E-11	present	0.05
ENSG00000197099	1.98E-07	present	0.05
ENSG00000197102	2.62E-28	present	0.05
ENSG00000197106	0.004326521	present	0.05
ENSG00000197110	0.050300288	absent	0.05
ENSG00000197111	1.02E-35	present	0.05
ENSG00000197114	8.45E-14	present	0.05
ENSG00000197119	3.11E-18	present	0.05
ENSG00000197121	1.68E-10	present	0.05
ENSG00000197122	1.62E-16	present	0.05
ENSG00000197123	0.503926327	absent	0.05
ENSG00000197124	1.03E-10	present	0.05
ENSG00000197125	0.443039086	absent	0.05
ENSG00000197128	4.26E-09	present	0.05
ENSG00000197134	7.42E-09	present	0.05
ENSG00000197136	8.16E-14	present	0.05
ENSG00000197140	1.44E-07	present	0.05
ENSG00000197142	7.89E-19	present	0.05
ENSG00000197147	2.30E-09	present	0.05
ENSG00000197149	5.76E-07	present	0.05
ENSG00000197150	1.13E-14	present	0.05
ENSG00000197153	1.55E-13	present	0.05
ENSG00000197157	1.05E-24	present	0.05
ENSG00000197161	0.544707291	absent	0.05
ENSG00000197162	5.56E-10	present	0.05
ENSG00000197165	8.41E-14	present	0.05
ENSG00000197168	1.49E-09	present	0.05
ENSG00000197170	2.23E-16	present	0.05
ENSG00000197171	0.040149136	present	0.05
ENSG00000197172	1	absent	0.05
ENSG00000197176	0.07844432	absent	0.05
ENSG00000197177	0.028904838	present	0.05
ENSG00000197180	1.78E-12	present	0.05
ENSG00000197181	0.013575906	present	0.05
ENSG00000197182	4.30E-09	present	0.05
ENSG00000197183	2.07E-12	present	0.05
ENSG00000197185	0.439833451	absent	0.05
ENSG00000197191	1.07E-06	present	0.05
ENSG00000197208	1.17E-09	present	0.05
ENSG00000197210	0.382084051	absent	0.05
ENSG00000197213	0.123951671	absent	0.05
ENSG00000197214	0.116725419	absent	0.05
ENSG00000197217	4.20E-16	present	0.05
ENSG00000197223	1.62E-16	present	0.05
ENSG00000197226	2.71E-19	present	0.05
ENSG00000197233	0.727558148	absent	0.05
ENSG00000197238	0.000241445	present	0.05
ENSG00000197241	0.745709286	absent	0.05
ENSG00000197245	7.65E-09	present	0.05
ENSG00000197249	4.16E-31	present	0.05
ENSG00000197251	0.244767295	absent	0.05
ENSG00000197253	5.55E-25	present	0.05
ENSG00000197254	0.281035451	absent	0.05
ENSG00000197256	2.34E-24	present	0.05
ENSG00000197258	0.013075773	present	0.05
ENSG00000197261	4.59E-09	present	0.05
ENSG00000197265	6.41E-14	present	0.05
ENSG00000197272	1.18E-05	present	0.05
ENSG00000197273	7.20E-09	present	0.05
ENSG00000197275	1.49E-08	present	0.05
ENSG00000197279	4.66E-07	present	0.05
ENSG00000197283	7.28E-24	present	0.05
ENSG00000197291	2.24E-09	present	0.05
ENSG00000197296	2.22E-09	present	0.05
ENSG00000197299	3.96E-07	present	0.05
ENSG00000197301	6.78E-06	present	0.05
ENSG00000197302	3.56E-14	present	0.05
ENSG00000197308	0.000591358	present	0.05
ENSG00000197309	0.786683882	absent	0.05
ENSG00000197312	2.29E-13	present	0.05
ENSG00000197320	4.57E-07	present	0.05
ENSG00000197321	1.22E-20	present	0.05
ENSG00000197322	0.715239206	absent	0.05
ENSG00000197323	1.29E-14	present	0.05
ENSG00000197324	2.55E-21	present	0.05
ENSG00000197329	3.27E-16	present	0.05
ENSG00000197332	0.000142334	present	0.05
ENSG00000197334	0.004815091	present	0.05
ENSG00000197343	1.20E-19	present	0.05
ENSG00000197345	2.30E-17	present	0.05
ENSG00000197353	2.29E-06	present	0.05
ENSG00000197355	1.87E-10	present	0.05
ENSG00000197358	9.72E-05	present	0.05
ENSG00000197360	7.13E-06	present	0.05
ENSG00000197361	2.33E-06	present	0.05
ENSG00000197362	1.72E-07	present	0.05
ENSG00000197363	1.53E-09	present	0.05
ENSG00000197364	0.387717231	absent	0.05
ENSG00000197372	2.44E-11	present	0.05
ENSG00000197375	1.56E-10	present	0.05
ENSG00000197376	0.011921785	present	0.05
ENSG00000197380	1.16E-10	present	0.05
ENSG00000197381	3.23E-17	present	0.05
ENSG00000197385	5.71E-06	present	0.05
ENSG00000197386	1.37E-18	present	0.05
ENSG00000197403	8.04E-08	present	0.05
ENSG00000197405	4.95E-18	present	0.05
ENSG00000197406	0.001747996	present	0.05
ENSG00000197408	0.000151638	present	0.05
ENSG00000197409	1.17E-17	present	0.05
ENSG00000197410	3.37E-05	present	0.05
ENSG00000197415	9.41E-18	present	0.05
ENSG00000197416	0.000472822	present	0.05
ENSG00000197417	6.82E-10	present	0.05
ENSG00000197421	1.12E-08	present	0.05
ENSG00000197428	0.392288224	absent	0.05
ENSG00000197429	1.45E-11	present	0.05
ENSG00000197430	0.791829673	absent	0.05
ENSG00000197437	0.577234907	absent	0.05
ENSG00000197442	2.33E-13	present	0.05
ENSG00000197444	0.041197855	present	0.05
ENSG00000197446	4.56E-11	present	0.05
ENSG00000197448	1.26E-23	present	0.05
ENSG00000197451	1.06E-19	present	0.05
ENSG00000197454	0.736646698	absent	0.05
ENSG00000197457	4.98E-13	present	0.05
ENSG00000197461	2.40E-16	present	0.05
ENSG00000197462	0.01205441	present	0.05
ENSG00000197465	4.36E-10	present	0.05
ENSG00000197467	2.83E-14	present	0.05
ENSG00000197468	0.224071619	absent	0.05
ENSG00000197471	1.14E-16	present	0.05
ENSG00000197472	3.43E-05	present	0.05
ENSG00000197475	0.190304799	absent	0.05
ENSG00000197476	4.74E-11	present	0.05
ENSG00000197479	4.14E-05	present	0.05
ENSG00000197483	2.48E-09	present	0.05
ENSG00000197487	0.997061799	absent	0.05
ENSG00000197496	1.75E-11	present	0.05
ENSG00000197497	2.65E-09	present	0.05
ENSG00000197498	1.79E-13	present	0.05
ENSG00000197503	0.108716042	absent	0.05
ENSG00000197506	4.08E-07	present	0.05
ENSG00000197520	1.81E-06	present	0.05
ENSG00000197530	2.53E-18	present	0.05
ENSG00000197532	0.403541672	absent	0.05
ENSG00000197535	3.77E-14	present	0.05
ENSG00000197536	7.59E-14	present	0.05
ENSG00000197540	2.43E-12	present	0.05
ENSG00000197548	2.76E-18	present	0.05
ENSG00000197549	0.003923433	present	0.05
ENSG00000197550	0.020265798	present	0.05
ENSG00000197555	9.98E-19	present	0.05
ENSG00000197557	5.98E-08	present	0.05
ENSG00000197558	2.61E-05	present	0.05
ENSG00000197561	1.53E-10	present	0.05
ENSG00000197562	1.13E-14	present	0.05
ENSG00000197563	4.69E-15	present	0.05
ENSG00000197565	1.71E-08	present	0.05
ENSG00000197566	1.76E-08	present	0.05
ENSG00000197568	3.61E-10	present	0.05
ENSG00000197575	0.01485308	present	0.05
ENSG00000197576	2.87E-13	present	0.05
ENSG00000197579	2.06E-12	present	0.05
ENSG00000197580	1.28E-09	present	0.05
ENSG00000197582	4.02E-07	present	0.05
ENSG00000197584	3.66E-08	present	0.05
ENSG00000197585	0.000151354	present	0.05
ENSG00000197586	1.48E-17	present	0.05
ENSG00000197587	0.309444464	absent	0.05
ENSG00000197588	0.050919759	absent	0.05
ENSG00000197591	0.283796235	absent	0.05
ENSG00000197594	2.04E-07	present	0.05
ENSG00000197595	0.930123726	absent	0.05
ENSG00000197599	5.02E-07	present	0.05
ENSG00000197601	1.93E-19	present	0.05
ENSG00000197603	2.06E-15	present	0.05
ENSG00000197608	4.47E-13	present	0.05
ENSG00000197614	5.10E-16	present	0.05
ENSG00000197616	0.000330182	present	0.05
ENSG00000197617	0.156604941	absent	0.05
ENSG00000197619	2.59E-10	present	0.05
ENSG00000197620	1.64E-13	present	0.05
ENSG00000197622	4.82E-23	present	0.05
ENSG00000197627	0.017569924	present	0.05
ENSG00000197629	3.79E-18	present	0.05
ENSG00000197632	1.70E-08	present	0.05
ENSG00000197635	4.59E-15	present	0.05
ENSG00000197641	2.21E-07	present	0.05
ENSG00000197644	0.002137707	present	0.05
ENSG00000197646	2.25E-11	present	0.05
ENSG00000197647	9.55E-10	present	0.05
ENSG00000197651	0.508848224	absent	0.05
ENSG00000197653	1.40E-09	present	0.05
ENSG00000197658	0.359054743	absent	0.05
ENSG00000197665	0.019334046	present	0.05
ENSG00000197670	0.000414332	present	0.05
ENSG00000197674	0.689595564	absent	0.05
ENSG00000197683	0.658923619	absent	0.05
ENSG00000197692	0.178821231	absent	0.05
ENSG00000197694	1.46E-29	present	0.05
ENSG00000197696	1.20E-10	present	0.05
ENSG00000197702	2.34E-17	present	0.05
ENSG00000197705	0.003778563	present	0.05
ENSG00000197706	0.585748668	absent	0.05
ENSG00000197712	1.86E-18	present	0.05
ENSG00000197713	7.53E-16	present	0.05
ENSG00000197714	1.73E-17	present	0.05
ENSG00000197721	6.76E-05	present	0.05
ENSG00000197724	1.91E-14	present	0.05
ENSG00000197728	4.93E-31	present	0.05
ENSG00000197734	7.52E-05	present	0.05
ENSG00000197744	3.48E-07	present	0.05
ENSG00000197745	0.316584983	absent	0.05
ENSG00000197746	7.02E-46	present	0.05
ENSG00000197747	1.25E-35	present	0.05
ENSG00000197748	3.08E-15	present	0.05
ENSG00000197753	4.27E-05	present	0.05
ENSG00000197756	4.47E-49	present	0.05
ENSG00000197757	5.68E-07	present	0.05
ENSG00000197763	3.85E-10	present	0.05
ENSG00000197766	1.17E-23	present	0.05
ENSG00000197768	4.15E-06	present	0.05
ENSG00000197769	1.10E-09	present	0.05
ENSG00000197771	1.28E-16	present	0.05
ENSG00000197774	3.63E-11	present	0.05
ENSG00000197776	5.93E-10	present	0.05
ENSG00000197779	1.26E-08	present	0.05
ENSG00000197780	1.56E-16	present	0.05
ENSG00000197782	7.54E-12	present	0.05
ENSG00000197785	1.32E-13	present	0.05
ENSG00000197786	0.996493483	absent	0.05
ENSG00000197790	0.609658219	absent	0.05
ENSG00000197794	4.09E-07	present	0.05
ENSG00000197798	5.77E-15	present	0.05
ENSG00000197808	2.24E-10	present	0.05
ENSG00000197813	1.32E-08	present	0.05
ENSG00000197815	5.92E-06	present	0.05
ENSG00000197816	1.68E-11	present	0.05
ENSG00000197818	1.10E-10	present	0.05
ENSG00000197822	6.42E-17	present	0.05
ENSG00000197826	3.79E-10	present	0.05
ENSG00000197837	3.93E-15	present	0.05
ENSG00000197838	0.002975776	present	0.05
ENSG00000197841	7.06E-12	present	0.05
ENSG00000197847	3.48E-05	present	0.05
ENSG00000197849	0.874415618	absent	0.05
ENSG00000197852	2.30E-10	present	0.05
ENSG00000197857	6.98E-12	present	0.05
ENSG00000197858	1.92E-19	present	0.05
ENSG00000197859	1.98E-12	present	0.05
ENSG00000197860	1.54E-09	present	0.05
ENSG00000197863	9.44E-11	present	0.05
ENSG00000197866	0.926917823	absent	0.05
ENSG00000197870	5.26E-42	present	0.05
ENSG00000197872	3.67E-14	present	0.05
ENSG00000197879	3.03E-23	present	0.05
ENSG00000197880	0.00245933	present	0.05
ENSG00000197882	0.017262233	present	0.05
ENSG00000197885	4.13E-11	present	0.05
ENSG00000197887	0.922425988	absent	0.05
ENSG00000197888	3.42E-07	present	0.05
ENSG00000197889	4.46E-06	present	0.05
ENSG00000197891	0.934144131	absent	0.05
ENSG00000197892	1.48E-12	present	0.05
ENSG00000197893	0.050775771	absent	0.05
ENSG00000197894	3.65E-22	present	0.05
ENSG00000197901	0.087725076	absent	0.05
ENSG00000197903	1.10E-23	present	0.05
ENSG00000197905	1.55E-13	present	0.05
ENSG00000197912	1.44E-17	present	0.05
ENSG00000197915	0.008578084	present	0.05
ENSG00000197919	0.012100503	present	0.05
ENSG00000197921	0.001616949	present	0.05
ENSG00000197927	1.67E-06	present	0.05
ENSG00000197928	1.60E-12	present	0.05
ENSG00000197930	3.92E-18	present	0.05
ENSG00000197933	7.23E-09	present	0.05
ENSG00000197934	9.81E-06	present	0.05
ENSG00000197935	6.14E-06	present	0.05
ENSG00000197937	2.17E-10	present	0.05
ENSG00000197938	0.994651082	absent	0.05
ENSG00000197943	1.18E-19	present	0.05
ENSG00000197948	1.76E-16	present	0.05
ENSG00000197951	1.79E-08	present	0.05
ENSG00000197953	0.009666469	present	0.05
ENSG00000197956	1.97E-55	present	0.05
ENSG00000197958	5.85E-48	present	0.05
ENSG00000197959	4.12E-10	present	0.05
ENSG00000197961	1.60E-11	present	0.05
ENSG00000197965	3.23E-23	present	0.05
ENSG00000197969	1.23E-17	present	0.05
ENSG00000197971	3.93E-18	present	0.05
ENSG00000197976	4.86E-17	present	0.05
ENSG00000197977	0.000133638	present	0.05
ENSG00000197978	6.56E-07	present	0.05
ENSG00000197980	6.63E-09	present	0.05
ENSG00000197982	3.25E-15	present	0.05
ENSG00000197984	0.918173264	absent	0.05
ENSG00000197989	5.12E-16	present	0.05
ENSG00000197990	0.569113815	absent	0.05
ENSG00000197991	0.477382199	absent	0.05
ENSG00000197992	7.61E-06	present	0.05
ENSG00000197993	7.29E-06	present	0.05
ENSG00000198000	2.92E-18	present	0.05
ENSG00000198001	6.87E-15	present	0.05
ENSG00000198003	1.38E-07	present	0.05
ENSG00000198010	0.000807553	present	0.05
ENSG00000198015	2.13E-17	present	0.05
ENSG00000198018	6.29E-08	present	0.05
ENSG00000198019	1.11E-12	present	0.05
ENSG00000198021	0.060823405	absent	0.05
ENSG00000198022	0.950480014	absent	0.05
ENSG00000198026	1.22E-12	present	0.05
ENSG00000198028	0.041510534	present	0.05
ENSG00000198033	0.053610834	absent	0.05
ENSG00000198034	4.54E-42	present	0.05
ENSG00000198039	1.10E-09	present	0.05
ENSG00000198040	1.10E-15	present	0.05
ENSG00000198042	2.31E-11	present	0.05
ENSG00000198046	4.34E-08	present	0.05
ENSG00000198049	0.963581244	absent	0.05
ENSG00000198053	9.53E-18	present	0.05
ENSG00000198054	0.00099737	present	0.05
ENSG00000198055	1.21E-15	present	0.05
ENSG00000198056	6.09E-11	present	0.05
ENSG00000198060	1.16E-14	present	0.05
ENSG00000198062	0.481118134	absent	0.05
ENSG00000198064	3.33E-09	present	0.05
ENSG00000198074	0.001351085	present	0.05
ENSG00000198075	7.91E-14	present	0.05
ENSG00000198077	7.73E-07	present	0.05
ENSG00000198081	1.44E-13	present	0.05
ENSG00000198083	0.002149243	present	0.05
ENSG00000198087	4.48E-18	present	0.05
ENSG00000198088	3.48E-08	present	0.05
ENSG00000198089	1.87E-17	present	0.05
ENSG00000198090	0.352460668	absent	0.05
ENSG00000198092	0.012155367	present	0.05
ENSG00000198093	1.02E-10	present	0.05
ENSG00000198099	3.14E-06	present	0.05
ENSG00000198104	0.858951498	absent	0.05
ENSG00000198105	3.50E-11	present	0.05
ENSG00000198106	0.006403907	present	0.05
ENSG00000198108	4.06E-08	present	0.05
ENSG00000198113	1.85E-12	present	0.05
ENSG00000198121	1.45E-15	present	0.05
ENSG00000198125	7.73E-08	present	0.05
ENSG00000198128	0.520712716	absent	0.05
ENSG00000198129	0.000108778	present	0.05
ENSG00000198130	7.72E-20	present	0.05
ENSG00000198131	1.11E-13	present	0.05
ENSG00000198133	1.09E-09	present	0.05
ENSG00000198134	1.54E-05	present	0.05
ENSG00000198142	3.03E-11	present	0.05
ENSG00000198146	2.75E-16	present	0.05
ENSG00000198153	0.040662225	present	0.05
ENSG00000198155	6.84E-07	present	0.05
ENSG00000198156	3.47E-05	present	0.05
ENSG00000198157	9.32E-13	present	0.05
ENSG00000198160	1.48E-20	present	0.05
ENSG00000198162	6.08E-14	present	0.05
ENSG00000198168	1.56E-15	present	0.05
ENSG00000198169	3.87E-12	present	0.05
ENSG00000198171	5.09E-19	present	0.05
ENSG00000198173	0.409984887	absent	0.05
ENSG00000198176	3.92E-17	present	0.05
ENSG00000198178	1.14E-05	present	0.05
ENSG00000198182	5.27E-09	present	0.05
ENSG00000198183	1.85E-38	present	0.05
ENSG00000198185	1.73E-09	present	0.05
ENSG00000198189	1.76E-22	present	0.05
ENSG00000198198	2.95E-15	present	0.05
ENSG00000198203	3.16E-11	present	0.05
ENSG00000198205	3.74E-07	present	0.05
ENSG00000198208	2.35E-08	present	0.05
ENSG00000198211	0.753285349	absent	0.05
ENSG00000198216	0.020516228	present	0.05
ENSG00000198217	0.456238659	absent	0.05
ENSG00000198218	1.68E-18	present	0.05
ENSG00000198221	4.01E-09	present	0.05
ENSG00000198223	3.98E-14	present	0.05
ENSG00000198225	0.00096375	present	0.05
ENSG00000198231	2.35E-23	present	0.05
ENSG00000198237	1.06E-11	present	0.05
ENSG00000198242	7.20E-46	present	0.05
ENSG00000198246	1.59E-11	present	0.05
ENSG00000198251	0.000339286	present	0.05
ENSG00000198252	4.78E-11	present	0.05
ENSG00000198258	1.73E-28	present	0.05
ENSG00000198261	0.222900862	absent	0.05
ENSG00000198265	3.58E-19	present	0.05
ENSG00000198270	2.75E-14	present	0.05
ENSG00000198271	0.995960143	absent	0.05
ENSG00000198276	6.43E-16	present	0.05
ENSG00000198277	0.515592457	absent	0.05
ENSG00000198283	0.93950595	absent	0.05
ENSG00000198284	0.097710077	absent	0.05
ENSG00000198286	2.15E-11	present	0.05
ENSG00000198298	2.19E-07	present	0.05
ENSG00000198300	4.85E-09	present	0.05
ENSG00000198301	9.15E-15	present	0.05
ENSG00000198312	0.447871767	absent	0.05
ENSG00000198315	1.48E-11	present	0.05
ENSG00000198324	1.02E-12	present	0.05
ENSG00000198326	0.584127133	absent	0.05
ENSG00000198331	3.30E-08	present	0.05
ENSG00000198336	4.96E-07	present	0.05
ENSG00000198342	4.76E-07	present	0.05
ENSG00000198346	2.53E-07	present	0.05
ENSG00000198353	4.03E-06	present	0.05
ENSG00000198354	0.238906237	absent	0.05
ENSG00000198355	4.32E-19	present	0.05
ENSG00000198356	8.22E-19	present	0.05
ENSG00000198358	2.87E-05	present	0.05
ENSG00000198363	2.70E-27	present	0.05
ENSG00000198367	0.040534538	present	0.05
ENSG00000198369	1.34E-14	present	0.05
ENSG00000198373	4.74E-17	present	0.05
ENSG00000198380	2.69E-18	present	0.05
ENSG00000198382	3.88E-17	present	0.05
ENSG00000198390	0.141468724	absent	0.05
ENSG00000198393	5.12E-10	present	0.05
ENSG00000198398	0.105992676	absent	0.05
ENSG00000198399	7.68E-20	present	0.05
ENSG00000198400	2.63E-06	present	0.05
ENSG00000198406	3.23E-18	present	0.05
ENSG00000198408	3.12E-25	present	0.05
ENSG00000198414	0.919998852	absent	0.05
ENSG00000198416	2.14E-06	present	0.05
ENSG00000198417	5.76E-13	present	0.05
ENSG00000198420	1.38E-14	present	0.05
ENSG00000198429	3.09E-08	present	0.05
ENSG00000198431	2.92E-19	present	0.05
ENSG00000198435	2.59E-13	present	0.05
ENSG00000198440	4.22E-10	present	0.05
ENSG00000198443	0.988930946	absent	0.05
ENSG00000198445	0.981143931	absent	0.05
ENSG00000198452	0.114947809	absent	0.05
ENSG00000198453	5.81E-10	present	0.05
ENSG00000198454	0.052562153	absent	0.05
ENSG00000198455	2.07E-08	present	0.05
ENSG00000198464	1.66E-11	present	0.05
ENSG00000198466	1.96E-11	present	0.05
ENSG00000198467	1.75E-24	present	0.05
ENSG00000198468	1.89E-07	present	0.05
ENSG00000198471	0.403760843	absent	0.05
ENSG00000198478	7.92E-17	present	0.05
ENSG00000198482	4.29E-13	present	0.05
ENSG00000198483	1.38E-05	present	0.05
ENSG00000198488	0.005158398	present	0.05
ENSG00000198491	0.708454378	absent	0.05
ENSG00000198492	2.42E-17	present	0.05
ENSG00000198496	8.31E-10	present	0.05
ENSG00000198498	1.18E-13	present	0.05
ENSG00000198502	4.80E-37	present	0.05
ENSG00000198513	3.26E-11	present	0.05
ENSG00000198515	0.0005671	present	0.05
ENSG00000198517	3.46E-17	present	0.05
ENSG00000198520	2.90E-11	present	0.05
ENSG00000198521	1.12E-12	present	0.05
ENSG00000198522	4.14E-15	present	0.05
ENSG00000198523	1.04E-14	present	0.05
ENSG00000198526	0.28532423	absent	0.05
ENSG00000198535	3.03E-05	present	0.05
ENSG00000198538	7.47E-11	present	0.05
ENSG00000198542	5.78E-17	present	0.05
ENSG00000198546	1.03E-14	present	0.05
ENSG00000198547	0.014791327	present	0.05
ENSG00000198551	5.80E-12	present	0.05
ENSG00000198553	9.13E-10	present	0.05
ENSG00000198554	2.60E-08	present	0.05
ENSG00000198555	0.020725424	present	0.05
ENSG00000198556	2.11E-11	present	0.05
ENSG00000198561	1.08E-25	present	0.05
ENSG00000198563	4.11E-25	present	0.05
ENSG00000198569	4.58E-05	present	0.05
ENSG00000198570	0.054390717	absent	0.05
ENSG00000198573	0.310998298	absent	0.05
ENSG00000198574	4.02E-10	present	0.05
ENSG00000198576	2.20E-08	present	0.05
ENSG00000198580	3.05E-07	present	0.05
ENSG00000198585	1.52E-13	present	0.05
ENSG00000198586	2.45E-20	present	0.05
ENSG00000198589	7.59E-18	present	0.05
ENSG00000198590	4.07E-05	present	0.05
ENSG00000198597	3.06E-06	present	0.05
ENSG00000198598	9.47E-08	present	0.05
ENSG00000198601	0.533215616	absent	0.05
ENSG00000198604	1.63E-17	present	0.05
ENSG00000198610	0.013499994	present	0.05
ENSG00000198612	2.22E-17	present	0.05
ENSG00000198618	1.12E-18	present	0.05
ENSG00000198624	5.55E-20	present	0.05
ENSG00000198625	1.77E-25	present	0.05
ENSG00000198626	5.69E-10	present	0.05
ENSG00000198633	0.013780104	present	0.05
ENSG00000198642	4.08E-13	present	0.05
ENSG00000198643	1.25E-19	present	0.05
ENSG00000198646	2.94E-12	present	0.05
ENSG00000198648	2.39E-15	present	0.05
ENSG00000198650	0.00640771	present	0.05
ENSG00000198658	0.000561711	present	0.05
ENSG00000198663	7.41E-17	present	0.05
ENSG00000198668	1.02E-38	present	0.05
ENSG00000198670	0.003488758	present	0.05
ENSG00000198671	0.147558439	absent	0.05
ENSG00000198673	5.78E-10	present	0.05
ENSG00000198674	0.449642076	absent	0.05
ENSG00000198677	1.24E-22	present	0.05
ENSG00000198678	0.928985295	absent	0.05
ENSG00000198680	1.47E-11	present	0.05
ENSG00000198681	0.987804593	absent	0.05
ENSG00000198682	2.15E-21	present	0.05
ENSG00000198685	0.114139505	absent	0.05
ENSG00000198689	1.14E-11	present	0.05
ENSG00000198690	4.20E-12	present	0.05
ENSG00000198691	2.94E-07	present	0.05
ENSG00000198692	3.51E-16	present	0.05
ENSG00000198695	1.42E-49	present	0.05
ENSG00000198700	1.39E-15	present	0.05
ENSG00000198703	0.217895328	absent	0.05
ENSG00000198704	5.09E-05	present	0.05
ENSG00000198707	1.32E-11	present	0.05
