id	minimum_pValue	call	cutoff
ENSG00000249035	0.000125477	present	0.05
ENSG00000249036	1.08E-07	present	0.05
ENSG00000249038	0.047223648	present	0.05
ENSG00000249041	0.621876356	absent	0.05
ENSG00000249042	5.89E-07	present	0.05
ENSG00000249045	0.299651737	absent	0.05
ENSG00000249047	8.16E-06	present	0.05
ENSG00000249048	0.229407094	absent	0.05
ENSG00000249049	0.004541781	present	0.05
ENSG00000249050	0.99999555	absent	0.05
ENSG00000249051	NA	absent	0.05
ENSG00000249052	NA	absent	0.05
ENSG00000249053	NA	absent	0.05
ENSG00000249054	0.046665669	present	0.05
ENSG00000249055	0.000446524	present	0.05
ENSG00000249056	0.050934974	absent	0.05
ENSG00000249057	0.001421	present	0.05
ENSG00000249061	0.00818353	present	0.05
ENSG00000249064	0.087064068	absent	0.05
ENSG00000249065	0.005261736	present	0.05
ENSG00000249066	0.036690897	present	0.05
ENSG00000249068	0.001535352	present	0.05
ENSG00000249069	0.000670001	present	0.05
ENSG00000249071	0.556523075	absent	0.05
ENSG00000249072	4.37E-33	present	0.05
ENSG00000249073	0.56504462	absent	0.05
ENSG00000249074	NA	absent	0.05
ENSG00000249077	0.112565347	absent	0.05
ENSG00000249079	1.00E-06	present	0.05
ENSG00000249081	0.611383581	absent	0.05
ENSG00000249082	0.06793187	absent	0.05
ENSG00000249084	0.004556035	present	0.05
ENSG00000249085	0.000347565	present	0.05
ENSG00000249086	0.101827974	absent	0.05
ENSG00000249087	8.53E-07	present	0.05
ENSG00000249089	1.11E-17	present	0.05
ENSG00000249091	3.69E-07	present	0.05
ENSG00000249092	0.083378731	absent	0.05
ENSG00000249094	0.007487732	present	0.05
ENSG00000249096	2.33E-07	present	0.05
ENSG00000249098	0.002886571	present	0.05
ENSG00000249099	0.045188158	present	0.05
ENSG00000249100	0.44807295	absent	0.05
ENSG00000249101	NA	absent	0.05
ENSG00000249102	1.25E-08	present	0.05
ENSG00000249104	1	absent	0.05
ENSG00000249105	NA	absent	0.05
ENSG00000249106	0.024586482	present	0.05
ENSG00000249109	0.002637313	present	0.05
ENSG00000249111	0.33458304	absent	0.05
ENSG00000249112	1.59E-05	present	0.05
ENSG00000249114	0.465149723	absent	0.05
ENSG00000249115	1.26E-10	present	0.05
ENSG00000249116	0.886021833	absent	0.05
ENSG00000249119	5.85E-05	present	0.05
ENSG00000249122	0.243125126	absent	0.05
ENSG00000249125	0.005412616	present	0.05
ENSG00000249127	NA	absent	0.05
ENSG00000249128	0.899516149	absent	0.05
ENSG00000249129	0.017669588	present	0.05
ENSG00000249131	0.05979749	absent	0.05
ENSG00000249135	NA	absent	0.05
ENSG00000249138	4.73E-06	present	0.05
ENSG00000249139	0.003992527	present	0.05
ENSG00000249140	0.000683603	present	0.05
ENSG00000249141	2.58E-05	present	0.05
ENSG00000249142	0.870092359	absent	0.05
ENSG00000249145	0.485551399	absent	0.05
ENSG00000249148	0.001128617	present	0.05
ENSG00000249149	0.070807508	absent	0.05
ENSG00000249150	0.170102359	absent	0.05
ENSG00000249152	0.910452784	absent	0.05
ENSG00000249153	NA	absent	0.05
ENSG00000249156	0.024092504	present	0.05
ENSG00000249157	NA	absent	0.05
ENSG00000249158	2.17E-07	present	0.05
ENSG00000249159	5.80E-08	present	0.05
ENSG00000249160	0.005857246	present	0.05
ENSG00000249162	0.993151153	absent	0.05
ENSG00000249163	0.127093842	absent	0.05
ENSG00000249166	0.003482376	present	0.05
ENSG00000249167	0.00271774	present	0.05
ENSG00000249169	0.000373743	present	0.05
ENSG00000249170	0.001479824	present	0.05
ENSG00000249171	0.013286246	present	0.05
ENSG00000249173	0.005327996	present	0.05
ENSG00000249174	0.144518412	absent	0.05
ENSG00000249175	0.105295681	absent	0.05
ENSG00000249176	0.268116674	absent	0.05
ENSG00000249177	0.15448953	absent	0.05
ENSG00000249180	0.000618156	present	0.05
ENSG00000249183	0.008019975	present	0.05
ENSG00000249184	0.545263663	absent	0.05
ENSG00000249186	0.000128694	present	0.05
ENSG00000249188	0.063338894	absent	0.05
ENSG00000249189	0.000462835	present	0.05
ENSG00000249191	0.268061534	absent	0.05
ENSG00000249192	0.000256991	present	0.05
ENSG00000249193	0.455979581	absent	0.05
ENSG00000249196	0.898769637	absent	0.05
ENSG00000249197	0.406144037	absent	0.05
ENSG00000249198	0.000170753	present	0.05
ENSG00000249199	0.067039288	absent	0.05
ENSG00000249200	0.030599121	present	0.05
ENSG00000249201	4.60E-12	present	0.05
ENSG00000249203	2.53E-05	present	0.05
ENSG00000249206	0.05657292	absent	0.05
ENSG00000249207	0.000428279	present	0.05
ENSG00000249209	0.006365018	present	0.05
ENSG00000249210	0.275724938	absent	0.05
ENSG00000249212	0.001479942	present	0.05
ENSG00000249213	0.516374488	absent	0.05
ENSG00000249215	0.167671793	absent	0.05
ENSG00000249216	5.91E-08	present	0.05
ENSG00000249219	0.059007269	absent	0.05
ENSG00000249222	0.01431654	present	0.05
ENSG00000249225	0.304407241	absent	0.05
ENSG00000249226	0.364506906	absent	0.05
ENSG00000249228	0.160365395	absent	0.05
ENSG00000249229	0.998517267	absent	0.05
ENSG00000249230	3.51E-15	present	0.05
ENSG00000249231	0.001443212	present	0.05
ENSG00000249234	2.04E-06	present	0.05
ENSG00000249235	0.035757966	present	0.05
ENSG00000249236	0.002900658	present	0.05
ENSG00000249237	0.017082328	present	0.05
ENSG00000249238	0.195161603	absent	0.05
ENSG00000249239	0.36279732	absent	0.05
ENSG00000249240	1.07E-08	present	0.05
ENSG00000249241	2.58E-05	present	0.05
ENSG00000249242	6.18E-11	present	0.05
ENSG00000249244	0.18524047	absent	0.05
ENSG00000249245	0.085081701	absent	0.05
ENSG00000249247	0.285273957	absent	0.05
ENSG00000249249	1.41E-07	present	0.05
ENSG00000249252	6.89E-06	present	0.05
ENSG00000249253	0.749173328	absent	0.05
ENSG00000249255	0.000221597	present	0.05
ENSG00000249256	6.97E-05	present	0.05
ENSG00000249257	NA	absent	0.05
ENSG00000249258	0.065215853	absent	0.05
ENSG00000249259	0.033560035	present	0.05
ENSG00000249261	NA	absent	0.05
ENSG00000249262	0.227302281	absent	0.05
ENSG00000249263	6.15E-08	present	0.05
ENSG00000249264	4.06E-13	present	0.05
ENSG00000249266	0.487179224	absent	0.05
ENSG00000249267	0.020707427	present	0.05
ENSG00000249269	0.587252574	absent	0.05
ENSG00000249270	0.898330181	absent	0.05
ENSG00000249271	0.279096187	absent	0.05
ENSG00000249272	0.491582799	absent	0.05
ENSG00000249274	8.02E-05	present	0.05
ENSG00000249275	0.062359217	absent	0.05
ENSG00000249276	0.023355154	present	0.05
ENSG00000249277	NA	absent	0.05
ENSG00000249278	0.820476983	absent	0.05
ENSG00000249279	1.03E-05	present	0.05
ENSG00000249282	0.013737326	present	0.05
ENSG00000249283	0.339632803	absent	0.05
ENSG00000249284	0.549925327	absent	0.05
ENSG00000249285	0.356604758	absent	0.05
ENSG00000249286	0.004819765	present	0.05
ENSG00000249287	0.263921906	absent	0.05
ENSG00000249288	0.000689507	present	0.05
ENSG00000249289	0.067097164	absent	0.05
ENSG00000249290	0.145718599	absent	0.05
ENSG00000249293	0.01123454	present	0.05
ENSG00000249295	4.13E-05	present	0.05
ENSG00000249297	0.127107782	absent	0.05
ENSG00000249301	NA	absent	0.05
ENSG00000249302	0.000503749	present	0.05
ENSG00000249304	3.32E-06	present	0.05
ENSG00000249305	NA	absent	0.05
ENSG00000249306	0.00105748	present	0.05
ENSG00000249307	3.99E-07	present	0.05
ENSG00000249309	0.002223383	present	0.05
ENSG00000249310	0.01586209	present	0.05
ENSG00000249311	0.92171902	absent	0.05
ENSG00000249312	0.031642757	present	0.05
ENSG00000249316	1.82E-10	present	0.05
ENSG00000249317	0.015356275	present	0.05
ENSG00000249318	4.47E-05	present	0.05
ENSG00000249319	5.67E-07	present	0.05
ENSG00000249320	0.002373039	present	0.05
ENSG00000249321	NA	absent	0.05
ENSG00000249326	0.921352087	absent	0.05
ENSG00000249328	0.007732429	present	0.05
ENSG00000249330	0.7937157	absent	0.05
ENSG00000249332	0.137640237	absent	0.05
ENSG00000249333	0.022971523	present	0.05
ENSG00000249334	0.002264214	present	0.05
ENSG00000249335	0.008719587	present	0.05
ENSG00000249337	0.019216381	present	0.05
ENSG00000249338	0.559855916	absent	0.05
ENSG00000249341	0.004868121	present	0.05
ENSG00000249343	3.28E-05	present	0.05
ENSG00000249345	2.37E-05	present	0.05
ENSG00000249346	0.00421688	present	0.05
ENSG00000249347	0.729221822	absent	0.05
ENSG00000249348	2.70E-06	present	0.05
ENSG00000249349	0.006179778	present	0.05
ENSG00000249351	NA	absent	0.05
ENSG00000249352	7.77E-05	present	0.05
ENSG00000249353	4.87E-05	present	0.05
ENSG00000249359	0.000177728	present	0.05
ENSG00000249360	0.796717721	absent	0.05
ENSG00000249362	0.546924361	absent	0.05
ENSG00000249363	0.002896365	present	0.05
ENSG00000249364	4.04E-11	present	0.05
ENSG00000249367	0.582405143	absent	0.05
ENSG00000249368	0.137063218	absent	0.05
ENSG00000249372	0.001284804	present	0.05
ENSG00000249373	0.120531631	absent	0.05
ENSG00000249375	0.03548886	present	0.05
ENSG00000249378	4.80E-05	present	0.05
ENSG00000249379	0.002240179	present	0.05
ENSG00000249380	0.072834773	absent	0.05
ENSG00000249381	0.131434058	absent	0.05
ENSG00000249382	0.051978131	absent	0.05
ENSG00000249383	0.130561342	absent	0.05
ENSG00000249386	0.170987514	absent	0.05
ENSG00000249387	4.81E-10	present	0.05
ENSG00000249388	0.056172954	absent	0.05
ENSG00000249392	0.012532739	present	0.05
ENSG00000249395	0.012874758	present	0.05
ENSG00000249396	0.016200857	present	0.05
ENSG00000249400	0.028638796	present	0.05
ENSG00000249403	0.020799019	present	0.05
ENSG00000249404	NA	absent	0.05
ENSG00000249405	0.824005078	absent	0.05
ENSG00000249406	0.005047758	present	0.05
ENSG00000249407	0.01054072	present	0.05
ENSG00000249409	0.001315327	present	0.05
ENSG00000249410	0.011572457	present	0.05
ENSG00000249411	0.512185519	absent	0.05
ENSG00000249412	0.003272059	present	0.05
ENSG00000249413	0.302051537	absent	0.05
ENSG00000249416	0.021210437	present	0.05
ENSG00000249417	1.11E-05	present	0.05
ENSG00000249418	0.726715464	absent	0.05
ENSG00000249419	0.426202249	absent	0.05
ENSG00000249421	0.082482251	absent	0.05
ENSG00000249425	0.007321927	present	0.05
ENSG00000249426	0.000131414	present	0.05
ENSG00000249429	0.020106038	present	0.05
ENSG00000249433	NA	absent	0.05
ENSG00000249435	1.56E-07	present	0.05
ENSG00000249436	0.041104094	present	0.05
ENSG00000249437	2.91E-13	present	0.05
ENSG00000249438	0.735993638	absent	0.05
ENSG00000249439	1.26E-08	present	0.05
ENSG00000249441	3.25E-06	present	0.05
ENSG00000249443	0.001048175	present	0.05
ENSG00000249444	5.47E-10	present	0.05
ENSG00000249446	NA	absent	0.05
ENSG00000249448	0.508671207	absent	0.05
ENSG00000249449	NA	absent	0.05
ENSG00000249451	0.000298823	present	0.05
ENSG00000249452	0.290500907	absent	0.05
ENSG00000249453	9.58E-15	present	0.05
ENSG00000249454	0.001446566	present	0.05
ENSG00000249456	6.25E-10	present	0.05
ENSG00000249458	NA	absent	0.05
ENSG00000249459	4.78E-05	present	0.05
ENSG00000249460	0.40774836	absent	0.05
ENSG00000249462	2.01E-08	present	0.05
ENSG00000249463	5.44E-05	present	0.05
ENSG00000249464	1.30E-08	present	0.05
ENSG00000249465	0.007192797	present	0.05
ENSG00000249467	NA	absent	0.05
ENSG00000249471	1.27E-07	present	0.05
ENSG00000249472	0.068409306	absent	0.05
ENSG00000249474	0.00842707	present	0.05
ENSG00000249476	0.027646385	present	0.05
ENSG00000249478	0.467315446	absent	0.05
ENSG00000249479	NA	absent	0.05
ENSG00000249481	4.84E-06	present	0.05
ENSG00000249482	0.072970873	absent	0.05
ENSG00000249483	0.012874127	present	0.05
ENSG00000249484	0.094444286	absent	0.05
ENSG00000249485	0.086519091	absent	0.05
ENSG00000249486	0.000309142	present	0.05
ENSG00000249487	0.008305872	present	0.05
ENSG00000249488	0.968727066	absent	0.05
ENSG00000249489	0.014385563	present	0.05
ENSG00000249490	0.087619203	absent	0.05
ENSG00000249491	0.072772987	absent	0.05
ENSG00000249492	9.05E-06	present	0.05
ENSG00000249493	0.042117592	present	0.05
ENSG00000249494	9.72E-05	present	0.05
ENSG00000249495	0.161749504	absent	0.05
ENSG00000249497	0.356780035	absent	0.05
ENSG00000249500	0.992133201	absent	0.05
ENSG00000249501	NA	absent	0.05
ENSG00000249502	0.001613545	present	0.05
ENSG00000249503	0.077740957	absent	0.05
ENSG00000249504	0.015357124	present	0.05
ENSG00000249505	0.00345435	present	0.05
ENSG00000249506	0.312401504	absent	0.05
ENSG00000249509	0.007586788	present	0.05
ENSG00000249510	0.001895462	present	0.05
ENSG00000249513	0.735577897	absent	0.05
ENSG00000249514	0.001284122	present	0.05
ENSG00000249515	0.38133343	absent	0.05
ENSG00000249516	0.002142304	present	0.05
ENSG00000249518	0.32152086	absent	0.05
ENSG00000249519	0.55474616	absent	0.05
ENSG00000249520	NA	absent	0.05
ENSG00000249521	0.810509279	absent	0.05
ENSG00000249522	0.000159262	present	0.05
ENSG00000249525	0.554873141	absent	0.05
ENSG00000249526	0.009934354	present	0.05
ENSG00000249531	0.85488603	absent	0.05
ENSG00000249532	9.16E-07	present	0.05
ENSG00000249534	0.497207274	absent	0.05
ENSG00000249539	0.006626594	present	0.05
ENSG00000249540	0.033101644	present	0.05
ENSG00000249541	0.662242014	absent	0.05
ENSG00000249542	0.313197337	absent	0.05
ENSG00000249545	0.000489381	present	0.05
ENSG00000249547	0.123654544	absent	0.05
ENSG00000249550	2.30E-05	present	0.05
ENSG00000249551	0.152796311	absent	0.05
ENSG00000249553	0.062968127	absent	0.05
ENSG00000249555	0.1146373	absent	0.05
ENSG00000249557	0.998419858	absent	0.05
ENSG00000249558	0.17435994	absent	0.05
ENSG00000249562	0.004702442	present	0.05
ENSG00000249563	0.035288864	present	0.05
ENSG00000249564	1.25E-06	present	0.05
ENSG00000249565	0.007161838	present	0.05
ENSG00000249568	0.830072639	absent	0.05
ENSG00000249572	1.22E-06	present	0.05
ENSG00000249574	0.006317277	present	0.05
ENSG00000249577	0.003804281	present	0.05
ENSG00000249579	0.000591898	present	0.05
ENSG00000249580	0.02601819	present	0.05
ENSG00000249581	0.000588139	present	0.05
ENSG00000249582	0.255614899	absent	0.05
ENSG00000249584	0.317022829	absent	0.05
ENSG00000249588	0.083727241	absent	0.05
ENSG00000249590	6.20E-06	present	0.05
ENSG00000249592	6.50E-12	present	0.05
ENSG00000249593	3.03E-06	present	0.05
ENSG00000249599	0.010026103	present	0.05
ENSG00000249600	NA	absent	0.05
ENSG00000249601	0.039788805	present	0.05
ENSG00000249602	1.04E-05	present	0.05
ENSG00000249604	0.094496427	absent	0.05
ENSG00000249605	0.117601665	absent	0.05
ENSG00000249606	NA	absent	0.05
ENSG00000249607	0.012355149	present	0.05
ENSG00000249609	1.75E-05	present	0.05
ENSG00000249610	1.35E-06	present	0.05
ENSG00000249613	0.996587797	absent	0.05
ENSG00000249614	1.65E-07	present	0.05
ENSG00000249616	0.468485967	absent	0.05
ENSG00000249617	0.001805529	present	0.05
ENSG00000249618	1.29E-05	present	0.05
ENSG00000249619	4.47E-08	present	0.05
ENSG00000249620	0.012203815	present	0.05
ENSG00000249621	3.20E-09	present	0.05
ENSG00000249623	0.008798401	present	0.05
ENSG00000249624	3.59E-10	present	0.05
ENSG00000249626	9.06E-06	present	0.05
ENSG00000249627	0.115587533	absent	0.05
ENSG00000249628	0.247110971	absent	0.05
ENSG00000249631	0.000273513	present	0.05
ENSG00000249633	0.002169781	present	0.05
ENSG00000249634	0.282760634	absent	0.05
ENSG00000249635	0.395814895	absent	0.05
ENSG00000249637	8.31E-08	present	0.05
ENSG00000249638	0.629180003	absent	0.05
ENSG00000249639	0.001459202	present	0.05
ENSG00000249641	0.437703418	absent	0.05
ENSG00000249642	0.00091036	present	0.05
ENSG00000249646	2.80E-07	present	0.05
ENSG00000249647	0.137454089	absent	0.05
ENSG00000249649	0.006385674	present	0.05
ENSG00000249650	0.031586151	present	0.05
ENSG00000249654	0.827462962	absent	0.05
ENSG00000249655	0.002559518	present	0.05
ENSG00000249658	0.006479865	present	0.05
ENSG00000249661	0.07330648	absent	0.05
ENSG00000249662	0.000195446	present	0.05
ENSG00000249664	0.000539391	present	0.05
ENSG00000249667	1.74E-05	present	0.05
ENSG00000249668	0.583471791	absent	0.05
ENSG00000249669	5.25E-14	present	0.05
ENSG00000249673	2.45E-11	present	0.05
ENSG00000249675	0.322085311	absent	0.05
ENSG00000249678	1.99E-10	present	0.05
ENSG00000249679	2.84E-07	present	0.05
ENSG00000249680	0.091537932	absent	0.05
ENSG00000249681	0.998315518	absent	0.05
ENSG00000249684	2.56E-06	present	0.05
ENSG00000249685	9.56E-08	present	0.05
ENSG00000249686	NA	absent	0.05
ENSG00000249688	0.168678089	absent	0.05
ENSG00000249689	0.576371592	absent	0.05
ENSG00000249690	0.005963637	present	0.05
ENSG00000249691	0.026949574	present	0.05
ENSG00000249692	0.049944431	present	0.05
ENSG00000249693	0.009055593	present	0.05
ENSG00000249695	0.028902457	present	0.05
ENSG00000249697	0.613614169	absent	0.05
ENSG00000249698	0.076619499	absent	0.05
ENSG00000249699	0.48510655	absent	0.05
ENSG00000249700	1.18E-07	present	0.05
ENSG00000249706	2.46E-06	present	0.05
ENSG00000249708	0.057319728	absent	0.05
ENSG00000249709	2.56E-10	present	0.05
ENSG00000249710	0.081501417	absent	0.05
ENSG00000249713	0.146193798	absent	0.05
ENSG00000249715	0.002371725	present	0.05
ENSG00000249717	0.005435115	present	0.05
ENSG00000249721	3.46E-05	present	0.05
ENSG00000249722	0.106455057	absent	0.05
ENSG00000249725	0.010637562	present	0.05
ENSG00000249726	NA	absent	0.05
ENSG00000249727	0.983919651	absent	0.05
ENSG00000249729	0.119189028	absent	0.05
ENSG00000249730	0.143414665	absent	0.05
ENSG00000249731	2.57E-10	present	0.05
ENSG00000249735	0.396755666	absent	0.05
ENSG00000249736	0.027361697	present	0.05
ENSG00000249737	0.28904263	absent	0.05
ENSG00000249738	1.95E-06	present	0.05
ENSG00000249740	5.02E-05	present	0.05
ENSG00000249741	4.48E-12	present	0.05
ENSG00000249742	0.497518956	absent	0.05
ENSG00000249743	0.001179437	present	0.05
ENSG00000249744	0.027809688	present	0.05
ENSG00000249745	0.001715489	present	0.05
ENSG00000249746	0.007046576	present	0.05
ENSG00000249747	0.061724844	absent	0.05
ENSG00000249748	0.088534579	absent	0.05
ENSG00000249751	8.14E-20	present	0.05
ENSG00000249752	6.17E-05	present	0.05
ENSG00000249753	0.001733182	present	0.05
ENSG00000249754	0.05629015	absent	0.05
ENSG00000249755	0.023169638	present	0.05
ENSG00000249761	0.005028669	present	0.05
ENSG00000249763	0.589198556	absent	0.05
ENSG00000249764	0.000160695	present	0.05
ENSG00000249766	NA	absent	0.05
ENSG00000249767	0.008615809	present	0.05
ENSG00000249768	0.001771374	present	0.05
ENSG00000249770	NA	absent	0.05
ENSG00000249771	0.004519097	present	0.05
ENSG00000249772	0.0006762	present	0.05
ENSG00000249773	3.31E-05	present	0.05
ENSG00000249774	0.000201059	present	0.05
ENSG00000249776	5.26E-09	present	0.05
ENSG00000249777	0.606820067	absent	0.05
ENSG00000249778	1.11E-06	present	0.05
ENSG00000249779	0.127777438	absent	0.05
ENSG00000249780	1.62E-07	present	0.05
ENSG00000249781	9.69E-05	present	0.05
ENSG00000249782	0.112598021	absent	0.05
ENSG00000249784	4.96E-19	present	0.05
ENSG00000249785	0.808756255	absent	0.05
ENSG00000249786	6.65E-06	present	0.05
ENSG00000249787	0.004701649	present	0.05
ENSG00000249790	1.73E-05	present	0.05
ENSG00000249791	6.87E-05	present	0.05
ENSG00000249792	0.302317095	absent	0.05
ENSG00000249795	0.199735662	absent	0.05
ENSG00000249797	0.002709688	present	0.05
ENSG00000249798	0.190184036	absent	0.05
ENSG00000249799	6.86E-08	present	0.05
ENSG00000249803	0.003696645	present	0.05
ENSG00000249806	1.70E-05	present	0.05
ENSG00000249807	0.020688393	present	0.05
ENSG00000249808	0.226494773	absent	0.05
ENSG00000249811	0.457647757	absent	0.05
ENSG00000249815	0.020635463	present	0.05
ENSG00000249816	2.16E-07	present	0.05
ENSG00000249818	0.122704366	absent	0.05
ENSG00000249819	0.66706929	absent	0.05
ENSG00000249820	0.368046385	absent	0.05
ENSG00000249825	0.001773741	present	0.05
ENSG00000249828	0.034776086	present	0.05
ENSG00000249829	4.16E-09	present	0.05
ENSG00000249830	0.259400117	absent	0.05
ENSG00000249831	0.985922801	absent	0.05
ENSG00000249833	0.485885418	absent	0.05
ENSG00000249834	8.42E-05	present	0.05
ENSG00000249835	9.04E-11	present	0.05
ENSG00000249837	0.061403085	absent	0.05
ENSG00000249838	NA	absent	0.05
ENSG00000249839	2.28E-06	present	0.05
ENSG00000249840	0.001408627	present	0.05
ENSG00000249842	0.211020254	absent	0.05
ENSG00000249843	NA	absent	0.05
ENSG00000249844	0.445282587	absent	0.05
ENSG00000249846	2.00E-07	present	0.05
ENSG00000249847	0.939768152	absent	0.05
ENSG00000249848	0.015881661	present	0.05
ENSG00000249849	0.000124155	present	0.05
ENSG00000249850	7.27E-07	present	0.05
ENSG00000249851	0.215990753	absent	0.05
ENSG00000249852	0.068488838	absent	0.05
ENSG00000249853	0.00719195	present	0.05
ENSG00000249854	0.186889921	absent	0.05
ENSG00000249855	1.63E-07	present	0.05
ENSG00000249856	0.188909279	absent	0.05
ENSG00000249857	0.018584416	present	0.05
ENSG00000249858	0.002635574	present	0.05
ENSG00000249859	1.35E-15	present	0.05
ENSG00000249860	0.001527149	present	0.05
ENSG00000249861	0.100417571	absent	0.05
ENSG00000249863	0.000128184	present	0.05
ENSG00000249865	0.447400861	absent	0.05
ENSG00000249866	0.703090721	absent	0.05
ENSG00000249867	0.003081069	present	0.05
ENSG00000249868	0.054702571	absent	0.05
ENSG00000249869	0.461047292	absent	0.05
ENSG00000249870	1.60E-05	present	0.05
ENSG00000249873	0.080504164	absent	0.05
ENSG00000249875	NA	absent	0.05
ENSG00000249876	0.072375116	absent	0.05
ENSG00000249877	0.001431181	present	0.05
ENSG00000249878	0.350170845	absent	0.05
ENSG00000249881	0.375823116	absent	0.05
ENSG00000249882	0.015989539	present	0.05
ENSG00000249883	0.009194766	present	0.05
ENSG00000249884	0.001052779	present	0.05
ENSG00000249885	9.85E-05	present	0.05
ENSG00000249887	8.33E-07	present	0.05
ENSG00000249888	0.043769379	present	0.05
ENSG00000249889	0.000121724	present	0.05
ENSG00000249890	NA	absent	0.05
ENSG00000249891	0.003066486	present	0.05
ENSG00000249892	0.024608885	present	0.05
ENSG00000249893	0.000352581	present	0.05
ENSG00000249894	0.10161457	absent	0.05
ENSG00000249896	0.004768565	present	0.05
ENSG00000249898	7.69E-05	present	0.05
ENSG00000249899	4.18E-05	present	0.05
ENSG00000249901	0.984722205	absent	0.05
ENSG00000249904	NA	absent	0.05
ENSG00000249906	0.236270896	absent	0.05
ENSG00000249908	0.000410254	present	0.05
ENSG00000249909	NA	absent	0.05
ENSG00000249910	0.915536298	absent	0.05
ENSG00000249912	0.00419593	present	0.05
ENSG00000249915	5.13E-20	present	0.05
ENSG00000249916	0.006690424	present	0.05
ENSG00000249917	0.366979065	absent	0.05
ENSG00000249919	0.125780573	absent	0.05
ENSG00000249920	0.015509756	present	0.05
ENSG00000249921	0.146203009	absent	0.05
ENSG00000249923	0.020930939	present	0.05
ENSG00000249924	NA	absent	0.05
ENSG00000249926	0.13265013	absent	0.05
ENSG00000249927	0.114648631	absent	0.05
ENSG00000249928	2.44E-10	present	0.05
ENSG00000249930	0.054774952	absent	0.05
ENSG00000249931	4.21E-05	present	0.05
ENSG00000249934	0.146050298	absent	0.05
ENSG00000249936	5.84E-09	present	0.05
ENSG00000249937	4.06E-06	present	0.05
ENSG00000249941	0.031383742	present	0.05
ENSG00000249942	0.245977175	absent	0.05
ENSG00000249943	NA	absent	0.05
ENSG00000249944	NA	absent	0.05
ENSG00000249945	0.761535007	absent	0.05
ENSG00000249947	1.11E-05	present	0.05
ENSG00000249948	1.50E-05	present	0.05
ENSG00000249950	0.703745979	absent	0.05
ENSG00000249951	0.000147866	present	0.05
ENSG00000249955	0.017129484	present	0.05
ENSG00000249956	0.999535879	absent	0.05
ENSG00000249958	0.477327515	absent	0.05
ENSG00000249959	0.041127179	present	0.05
ENSG00000249960	0.038311577	present	0.05
ENSG00000249961	0.000387556	present	0.05
ENSG00000249962	0.003367304	present	0.05
ENSG00000249963	0.447206299	absent	0.05
ENSG00000249965	5.81E-05	present	0.05
ENSG00000249966	0.161813671	absent	0.05
ENSG00000249967	0.000217329	present	0.05
ENSG00000249970	0.002515682	present	0.05
ENSG00000249971	6.05E-06	present	0.05
ENSG00000249973	0.002776691	present	0.05
ENSG00000249975	0.418121544	absent	0.05
ENSG00000249976	0.009017305	present	0.05
ENSG00000249977	0.161302627	absent	0.05
ENSG00000249978	9.26E-13	present	0.05
ENSG00000249981	0.132849326	absent	0.05
ENSG00000249982	0.353252647	absent	0.05
ENSG00000249984	6.87E-05	present	0.05
ENSG00000249985	NA	absent	0.05
ENSG00000249986	0.000737125	present	0.05
ENSG00000249987	0.468047361	absent	0.05
ENSG00000249988	0.000350513	present	0.05
ENSG00000249990	0.695494871	absent	0.05
ENSG00000249992	8.98E-05	present	0.05
ENSG00000249993	0.003915281	present	0.05
ENSG00000249994	0.238554196	absent	0.05
ENSG00000249995	0.901842888	absent	0.05
ENSG00000249996	0.004895437	present	0.05
ENSG00000249997	0.068379993	absent	0.05
ENSG00000249998	0.003527306	present	0.05
ENSG00000250001	6.06E-05	present	0.05
ENSG00000250006	0.297756838	absent	0.05
ENSG00000250007	0.029602501	present	0.05
ENSG00000250011	2.29E-08	present	0.05
ENSG00000250012	9.95E-08	present	0.05
ENSG00000250013	0.339315422	absent	0.05
ENSG00000250015	1.84E-09	present	0.05
ENSG00000250016	0.01339989	present	0.05
ENSG00000250017	5.07E-05	present	0.05
ENSG00000250020	0.814286442	absent	0.05
ENSG00000250021	1.22E-11	present	0.05
ENSG00000250024	0.775620058	absent	0.05
ENSG00000250025	0.008683824	present	0.05
ENSG00000250026	0.007500696	present	0.05
ENSG00000250027	4.54E-05	present	0.05
ENSG00000250030	0.000940692	present	0.05
ENSG00000250031	0.007394691	present	0.05
ENSG00000250032	0.001074804	present	0.05
ENSG00000250033	7.82E-05	present	0.05
ENSG00000250034	0.088500465	absent	0.05
ENSG00000250036	5.59E-09	present	0.05
ENSG00000250037	0.007814685	present	0.05
ENSG00000250038	0.01812094	present	0.05
ENSG00000250039	0.092292985	absent	0.05
ENSG00000250040	0.781598642	absent	0.05
ENSG00000250041	4.54E-07	present	0.05
ENSG00000250042	0.131249331	absent	0.05
ENSG00000250043	0.339820178	absent	0.05
ENSG00000250045	4.56E-05	present	0.05
ENSG00000250046	0.016634425	present	0.05
ENSG00000250048	0.000792615	present	0.05
ENSG00000250049	0.000120838	present	0.05
ENSG00000250050	0.021827962	present	0.05
ENSG00000250053	5.75E-06	present	0.05
ENSG00000250056	3.81E-05	present	0.05
ENSG00000250057	5.67E-07	present	0.05
ENSG00000250060	0.23191627	absent	0.05
ENSG00000250062	0.004266166	present	0.05
ENSG00000250064	0.003707047	present	0.05
ENSG00000250066	0.047810193	present	0.05
ENSG00000250067	2.89E-08	present	0.05
ENSG00000250068	6.15E-06	present	0.05
ENSG00000250069	0.002660097	present	0.05
ENSG00000250071	0.610906759	absent	0.05
ENSG00000250072	0.016430617	present	0.05
