libraryId	proportionCodingPresent	proportionGenicPresent	speciesId	organism
SRX632508	63.6559355129425	25.7733827770911	9606	Homo sapiens
SRX623688	63.7110098633155	26.5908529048208	9606	Homo sapiens
SRX567579	63.9313072648075	26.9270704573548	9606	Homo sapiens
SRX577325	61.8735292645071	25.0135970333745	9606	Homo sapiens
SRX623620	62.6395634106043	26.0288421920066	9606	Homo sapiens
SRX563542	65.8188554548641	27.5451174289246	9606	Homo sapiens
SRX633127	63.3705502428278	26.4985578903997	9606	Homo sapiens
SRX561833	63.1652731187103	26.572723526988	9606	Homo sapiens
SRX581300	59.0697441546087	23.9077049855789	9606	Homo sapiens
SRX580137	61.0374004906624	23.958796868562	9606	Homo sapiens
SRX607641	58.4438992640064	22.5067985166873	9606	Homo sapiens
SRX624572	61.4980223301457	25.9859909353111	9606	Homo sapiens
SRX572909	61.2777249286537	24.4878450762258	9606	Homo sapiens
SRX405295	61.8084413958844	24.758137618459	9606	Homo sapiens
SRX412735	62.4693336003605	25.7354758961681	9606	Homo sapiens
SRX563183	62.0587793521254	24.8916357643181	9606	Homo sapiens
SRX624972	62.6445701697291	24.7911001236094	9606	Homo sapiens
SRX562068	63.200320432584	25.6744952616399	9606	Homo sapiens
SRX582934	63.9763680969309	25.9431396786156	9606	Homo sapiens
SRX637017	62.7847594252241	24.3114956736712	9606	Homo sapiens
SRX601866	60.2012717168177	24.0214256283478	9606	Homo sapiens
SRX563151	61.4479547388975	24.8487845076226	9606	Homo sapiens
SRX570839	63.0551244179643	26.2200247218789	9606	Homo sapiens
SRX412324	63.6709557903169	25.3135558302431	9606	Homo sapiens
SRX414146	62.7346918339759	26.6370004120313	9606	Homo sapiens
SRX413510	59.0597306363591	23.8615574783684	9606	Homo sapiens
SRX415740	62.3091173083663	26.0140090646889	9606	Homo sapiens
SRX417234	61.9636509287538	25.3316852080758	9606	Homo sapiens
SRX410993	61.0574275271617	25.0152451586321	9606	Homo sapiens
SRX580370	62.8648675712211	25.3135558302431	9606	Homo sapiens
SRX616333	59.7005958043359	23.7972805933251	9606	Homo sapiens
SRX575862	62.2490361988685	24.4911413267408	9606	Homo sapiens
SRX567827	63.035097381465	26.0156571899464	9606	Homo sapiens
SRX602075	59.9409202423271	24.4268644416976	9606	Homo sapiens
SRX569114	64.0915235568017	26.3831891223733	9606	Homo sapiens
SRX569520	59.9709607970761	23.4281005356407	9606	Homo sapiens
SRX629239	63.7360436589396	26.7210548001648	9606	Homo sapiens
SRX564741	58.8594602713663	22.7457766790276	9606	Homo sapiens
SRX594303	64.5321183597857	27.0144210960033	9606	Homo sapiens
SRX615934	61.9736644470035	24.8899876390606	9606	Homo sapiens
SRX571497	60.5217043008061	24.3230325504738	9606	Homo sapiens
SRX636948	62.3091173083663	25.7272352698805	9606	Homo sapiens
SRX576136	61.0273869724128	23.8714462299135	9606	Homo sapiens
SRX597466	61.6782656586392	25.0366707869798	9606	Homo sapiens
SRX607221	59.9559405197016	22.9303667078698	9606	Homo sapiens
SRX567030	59.8207580233315	23.6423568191183	9606	Homo sapiens
SRX568098	61.8234616732589	24.4120313143799	9606	Homo sapiens
SRX590377	61.3978871476493	24.761433868974	9606	Homo sapiens
SRX576040	57.7629800230311	22.0799340749897	9606	Homo sapiens
SRX571079	59.8858458919541	23.203955500618	9606	Homo sapiens
SRX601259	62.9650027537175	26.1376184590029	9606	Homo sapiens
SRX570876	58.6041155560006	22.7474248042851	9606	Homo sapiens
SRX619576	63.5157462574476	26.6996291718171	9606	Homo sapiens
SRX572518	59.8157512642067	23.7923362175525	9606	Homo sapiens
SRX624633	58.7142642567466	23.0984754841368	9606	Homo sapiens
SRX635917	60.7420017022981	24.3114956736712	9606	Homo sapiens
SRX573741	64.1816452210484	27.4396374124433	9606	Homo sapiens
SRX601739	63.7410504180644	26.782035434693	9606	Homo sapiens
SRX594891	63.0751514544635	26.1112484548826	9606	Homo sapiens
SRX634010	63.3555299654534	26.3123197363	9606	Homo sapiens
SRX588790	63.5558003304461	24.8718582612279	9606	Homo sapiens
SRX598558	55.0843638912532	21.560774618871	9606	Homo sapiens
SRX572429	59.9409202423271	23.9835187474248	9606	Homo sapiens
SRX559061	63.1552596004606	25.0333745364648	9606	Homo sapiens
SRX606001	63.9913883743053	26.1409147095179	9606	Homo sapiens
SRX628277	64.3018074400441	26.7457766790276	9606	Homo sapiens
SRX605674	64.0915235568017	26.1409147095179	9606	Homo sapiens
SRX637869	63.1502528413358	25.8244746600742	9606	Homo sapiens
SRX603786	61.4028939067741	24.634528224145	9606	Homo sapiens
SRX592679	66.9603965353227	28.8998763906057	9606	Homo sapiens
SRX558502	66.2444299804736	27.8203543469304	9606	Homo sapiens
SRX602690	65.1129024182647	27.0309023485785	9606	Homo sapiens
SRX580167	64.5170980824113	27.6950968273589	9606	Homo sapiens
SRX606646	66.4997746958394	28.4746600741656	9606	Homo sapiens
SRX563590	65.0127672357683	27.1330861145447	9606	Homo sapiens
SRX594448	64.9777199218946	26.8331273176761	9606	Homo sapiens
SRX598781	62.3641916587393	25.4223320972394	9606	Homo sapiens
SRX560072	63.9963951334301	25.7948084054388	9606	Homo sapiens
SRX604615	66.8652681119511	27.9159456118665	9606	Homo sapiens
SRX589948	64.0164221699294	26.0980634528224	9606	Homo sapiens
SRX603278	62.5043809142342	25.2097239390194	9606	Homo sapiens
SRX616076	65.8388824913633	28.1219612690564	9606	Homo sapiens
SRX614664	63.8311720823111	25.4997939843428	9606	Homo sapiens
SRX631560	64.6923346517799	26.1145447053976	9606	Homo sapiens
SRX630405	62.4192660091123	26.2200247218789	9606	Homo sapiens
SRX562683	60.882190957793	24.3559950556242	9606	Homo sapiens
SRX590995	62.123867220748	24.298310671611	9606	Homo sapiens
SRX608019	66.4747409002153	27.4528224145035	9606	Homo sapiens
SRX617196	66.1743353527262	28.5092707045735	9606	Homo sapiens
SRX583339	63.3154758924548	25.5377008652658	9606	Homo sapiens
SRX571175	62.4392930456116	25.1718170580964	9606	Homo sapiens
SRX618075	66.9203424623241	28.1516275236918	9606	Homo sapiens
SRX573940	65.0628348270165	26.2266172229089	9606	Homo sapiens
SRX574063	59.420217293346	23.6357643180882	9606	Homo sapiens
SRX600228	63.365543483703	25.4157395962093	9606	Homo sapiens
SRX567926	66.7350923747059	27.5170992995468	9606	Homo sapiens
SRX583102	66.3796124768437	29.554182117841	9606	Homo sapiens
SRX634372	60.4315826365594	24.0214256283478	9606	Homo sapiens
SRX572424	64.497071045912	26.8298310671611	9606	Homo sapiens
SRX414349	65.5384769438742	28.9773382777091	9606	Homo sapiens
SRX406644	58.6391628698743	22.7935723114957	9606	Homo sapiens
SRX405913	64.1716317027988	26.8743304491141	9606	Homo sapiens
SRX636182	64.9877334401442	26.0683971981871	9606	Homo sapiens
