id	minimum_qValue	call	cutoff
FBgn0003933	1	absent	0.05
FBgn0003934	1	absent	0.05
FBgn0003935	1	absent	0.05
FBgn0003936	1	absent	0.05
FBgn0003938	1	absent	0.05
FBgn0003941	1.77E-08	present	0.05
FBgn0003942	1.77E-08	present	0.05
FBgn0003943	1.77E-08	present	0.05
FBgn0003944	0.074162024	absent	0.05
FBgn0003950	0.000859481	present	0.05
FBgn0003961	2.20E-05	present	0.05
FBgn0003963	0.006345648	present	0.05
FBgn0003964	0.001701019	present	0.05
FBgn0003965	0.051797738	absent	0.05
FBgn0003969	0.008254217	present	0.05
FBgn0003975	0.252036225	absent	0.05
FBgn0003977	0.006177572	present	0.05
FBgn0003978	0.00012483	present	0.05
FBgn0003979	0.003629972	present	0.05
FBgn0003980	0.002804154	present	0.05
FBgn0003983	0.010006445	present	0.05
FBgn0003984	0.044293107	absent	0.05
FBgn0003996	0.001157152	present	0.05
FBgn0003997	0.002621184	present	0.05
FBgn0004003	1.77E-08	present	0.05
FBgn0004034	0.093753693	absent	0.05
FBgn0004045	1.77E-08	present	0.05
FBgn0004047	5.22E-08	present	0.05
FBgn0004049	0.000702041	present	0.05
FBgn0004050	3.06E-05	present	0.05
FBgn0004052	0.009594365	present	0.05
FBgn0004053	0.133668959	absent	0.05
FBgn0004054	1	absent	0.05
FBgn0004055	0.004539465	present	0.05
FBgn0004057	1.03E-05	present	0.05
FBgn0004066	1.77E-08	present	0.05
FBgn0004087	0.0001351	present	0.05
FBgn0004101	0.010791119	present	0.05
FBgn0004102	0.0040631	present	0.05
FBgn0004103	3.53E-05	present	0.05
FBgn0004106	0.000761573	present	0.05
FBgn0004107	0.002612182	present	0.05
FBgn0004108	0.007493285	present	0.05
FBgn0004110	0.16111508	absent	0.05
FBgn0004117	0.000429021	present	0.05
FBgn0004118	0.0079878	present	0.05
FBgn0004132	2.36E-05	present	0.05
FBgn0004133	3.45E-05	present	0.05
FBgn0004143	1	absent	0.05
FBgn0004167	0.0070756	present	0.05
FBgn0004168	0.049876176	absent	0.05
FBgn0004169	2.64E-05	present	0.05
FBgn0004170	1	absent	0.05
FBgn0004171	1.77E-08	present	0.05
FBgn0004172	1.77E-08	present	0.05
FBgn0004173	1.77E-08	present	0.05
FBgn0004174	1.77E-08	present	0.05
FBgn0004175	1.77E-08	present	0.05
FBgn0004177	1.93E-05	present	0.05
FBgn0004179	3.48E-05	present	0.05
FBgn0004181	2.58E-05	present	0.05
FBgn0004183	0.005955734	present	0.05
FBgn0004185	0.005857319	present	0.05
FBgn0004186	0.005857319	present	0.05
FBgn0004187	0.008169107	present	0.05
FBgn0004188	0.000540204	present	0.05
FBgn0004189	0.000540204	present	0.05
FBgn0004190	0.000540204	present	0.05
FBgn0004191	1.77E-08	present	0.05
FBgn0004192	0.001023419	present	0.05
FBgn0004197	0.010458322	present	0.05
FBgn0004198	0.004714118	present	0.05
FBgn0004227	0.001498366	present	0.05
FBgn0004228	0.001079095	present	0.05
FBgn0004237	3.25E-06	present	0.05
FBgn0004240	0.000750543	present	0.05
FBgn0004242	0.013574181	absent	0.05
FBgn0004244	0.015048647	absent	0.05
FBgn0004359	0.005690833	present	0.05
FBgn0004360	0.000452313	present	0.05
FBgn0004362	1.77E-08	present	0.05
FBgn0004363	1.77E-08	present	0.05
FBgn0004364	0.009667701	present	0.05
FBgn0004367	0.00755994	present	0.05
FBgn0004368	0.002381298	present	0.05
FBgn0004369	0.003115318	present	0.05
FBgn0004370	0.011515561	present	0.05
FBgn0004372	2.46E-05	present	0.05
FBgn0004373	0.000168078	present	0.05
FBgn0004374	1.77E-08	present	0.05
FBgn0004378	0.000928749	present	0.05
FBgn0004379	0.000139291	present	0.05
FBgn0004380	0.002233563	present	0.05
FBgn0004381	0.005523724	present	0.05
FBgn0004387	0.000116629	present	0.05
FBgn0004389	0.072905069	absent	0.05
FBgn0004390	0.006757617	present	0.05
FBgn0004391	0.000868784	present	0.05
FBgn0004394	0.089495848	absent	0.05
FBgn0004395	0.005134726	present	0.05
FBgn0004396	0.004028509	present	0.05
FBgn0004397	0.002808929	present	0.05
FBgn0004400	0.014962808	absent	0.05
FBgn0004401	5.22E-08	present	0.05
FBgn0004403	1.77E-08	present	0.05
FBgn0004404	1.77E-08	present	0.05
FBgn0004406	0.001117809	present	0.05
FBgn0004407	4.12E-05	present	0.05
FBgn0004414	1.77E-08	present	0.05
FBgn0004419	4.51E-05	present	0.05
FBgn0004425	0.002045449	present	0.05
FBgn0004426	0.000400734	present	0.05
FBgn0004427	1.77E-08	present	0.05
FBgn0004428	0.001916107	present	0.05
FBgn0004429	0.008220286	present	0.05
FBgn0004430	0.010724186	present	0.05
FBgn0004431	0.158304194	absent	0.05
FBgn0004432	1.77E-08	present	0.05
FBgn0004435	0.000352869	present	0.05
FBgn0004436	0.000293857	present	0.05
FBgn0004449	0.009994461	present	0.05
FBgn0004456	0.019336962	absent	0.05
FBgn0004463	0.003086301	present	0.05
FBgn0004465	8.37E-05	present	0.05
FBgn0004507	0.000196566	present	0.05
FBgn0004509	0.002738726	present	0.05
FBgn0004510	0.000187743	present	0.05
FBgn0004511	1	absent	0.05
FBgn0004512	0.002193	present	0.05
FBgn0004513	0.083729516	absent	0.05
FBgn0004514	0.11817205	absent	0.05
FBgn0004516	0.028005811	absent	0.05
FBgn0004552	1	absent	0.05
FBgn0004554	1	absent	0.05
FBgn0004556	0.00202702	present	0.05
FBgn0004567	0.135333738	absent	0.05
FBgn0004569	0.032433965	absent	0.05
FBgn0004573	0.050745078	absent	0.05
FBgn0004574	4.94E-06	present	0.05
FBgn0004575	0.020559004	absent	0.05
FBgn0004577	0.198624794	absent	0.05
FBgn0004580	0.011181877	present	0.05
FBgn0004581	0.000787146	present	0.05
FBgn0004583	0.014002151	absent	0.05
FBgn0004584	0.00014704	present	0.05
FBgn0004587	2.45E-05	present	0.05
FBgn0004588	0.01174602	present	0.05
FBgn0004589	0.000469763	present	0.05
FBgn0004590	0.008225115	present	0.05
FBgn0004591	0.011762844	present	0.05
FBgn0004592	0.043550677	absent	0.05
FBgn0004593	0.007440469	present	0.05
FBgn0004594	0.052272317	absent	0.05
FBgn0004595	0.032809435	absent	0.05
FBgn0004597	0.001560712	present	0.05
FBgn0004598	0.011042958	present	0.05
FBgn0004606	0.001393637	present	0.05
FBgn0004607	0.150959928	absent	0.05
FBgn0004611	0.009046324	present	0.05
FBgn0004618	0.016028872	absent	0.05
FBgn0004619	0.054104781	absent	0.05
FBgn0004620	0.006427337	present	0.05
FBgn0004622	0.03226803	absent	0.05
FBgn0004623	0.01581888	absent	0.05
FBgn0004629	1.77E-08	present	0.05
FBgn0004635	0.033666357	absent	0.05
FBgn0004636	0.000314443	present	0.05
FBgn0004638	0.000392595	present	0.05
FBgn0004643	0.003974767	present	0.05
FBgn0004644	0.006560901	present	0.05
FBgn0004646	0.000129413	present	0.05
FBgn0004647	0.015660395	absent	0.05
FBgn0004648	0.001026373	present	0.05
FBgn0004649	0.006641477	present	0.05
FBgn0004650	0.001115247	present	0.05
FBgn0004652	0.000287799	present	0.05
FBgn0004654	4.81E-06	present	0.05
FBgn0004655	0.000647506	present	0.05
FBgn0004656	0.002836236	present	0.05
FBgn0004657	0.000223612	present	0.05
FBgn0004666	0.074030809	absent	0.05
FBgn0004687	1.77E-08	present	0.05
FBgn0004698	0.000945625	present	0.05
FBgn0004777	0.075618958	absent	0.05
FBgn0004778	0.037681675	absent	0.05
FBgn0004779	0.209345354	absent	0.05
FBgn0004780	0.050417419	absent	0.05
FBgn0004781	0.04182356	absent	0.05
FBgn0004782	1	absent	0.05
FBgn0004783	0.013582856	absent	0.05
FBgn0004784	0.035988763	absent	0.05
FBgn0004795	0.001128585	present	0.05
FBgn0004797	0.002365855	present	0.05
FBgn0004811	1.77E-08	present	0.05
FBgn0004828	1.77E-08	present	0.05
FBgn0004832	4.80E-06	present	0.05
FBgn0004837	0.00272374	present	0.05
FBgn0004838	1.77E-08	present	0.05
FBgn0004839	0.018195382	absent	0.05
FBgn0004841	0.022329998	absent	0.05
FBgn0004842	0.074815035	absent	0.05
FBgn0004852	0.014279892	absent	0.05
FBgn0004854	0.002243957	present	0.05
FBgn0004855	6.56E-06	present	0.05
FBgn0004856	0.000187258	present	0.05
FBgn0004858	0.021561219	absent	0.05
FBgn0004859	0.019113775	absent	0.05
FBgn0004860	0.020287269	absent	0.05
FBgn0004861	0.011331126	present	0.05
FBgn0004862	0.093891893	absent	0.05
FBgn0004863	0.008715179	present	0.05
FBgn0004864	0.004249654	present	0.05
FBgn0004865	0.022235048	absent	0.05
FBgn0004867	1.77E-08	present	0.05
FBgn0004868	1.77E-08	present	0.05
FBgn0004870	0.043386622	absent	0.05
FBgn0004872	0.006331631	present	0.05
FBgn0004875	0.00024475	present	0.05
FBgn0004876	1.93E-05	present	0.05
FBgn0004878	0.282216615	absent	0.05
FBgn0004880	0.11790913	absent	0.05
FBgn0004882	1.77E-08	present	0.05
FBgn0004885	0.000312728	present	0.05
FBgn0004888	4.68E-05	present	0.05
FBgn0004889	0.0001412	present	0.05
FBgn0004892	0.029075294	absent	0.05
FBgn0004893	0.003067385	present	0.05
FBgn0004895	0.00064311	present	0.05
FBgn0004896	0.214341521	absent	0.05
FBgn0004897	0.066611707	absent	0.05
FBgn0004898	1	absent	0.05
FBgn0004901	0.008780967	present	0.05
FBgn0004903	3.63E-05	present	0.05
FBgn0004907	1.77E-08	present	0.05
FBgn0004908	1.77E-08	present	0.05
FBgn0004910	0.004309981	present	0.05
FBgn0004911	1	absent	0.05
FBgn0004913	9.33E-05	present	0.05
FBgn0004914	0.003732435	present	0.05
FBgn0004915	1.77E-08	present	0.05
FBgn0004919	0.001380555	present	0.05
FBgn0004921	1.77E-08	present	0.05
FBgn0004924	4.94E-06	present	0.05
FBgn0004926	1.77E-08	present	0.05
FBgn0004956	0.001032107	present	0.05
FBgn0004957	0.001156825	present	0.05
FBgn0004959	1	absent	0.05
FBgn0005198	0.002879666	present	0.05
FBgn0005278	0.000237697	present	0.05
FBgn0005322	3.31E-05	present	0.05
FBgn0005355	2.91E-05	present	0.05
FBgn0005386	0.002010518	present	0.05
FBgn0005390	0.065215712	absent	0.05
FBgn0005391	5.22E-08	present	0.05
FBgn0005411	1.77E-08	present	0.05
FBgn0005427	0.004586517	present	0.05
FBgn0005533	1.77E-08	present	0.05
FBgn0005536	0.000165244	present	0.05
FBgn0005558	0.045751513	absent	0.05
FBgn0005561	0.027555204	absent	0.05
FBgn0005564	0.006490234	present	0.05
FBgn0005585	1.77E-08	present	0.05
FBgn0005586	0.000446228	present	0.05
FBgn0005590	1	absent	0.05
FBgn0005593	1.77E-08	present	0.05
FBgn0005596	0.000621993	present	0.05
FBgn0005612	0.004035834	present	0.05
FBgn0005613	0.167177552	absent	0.05
FBgn0005614	0.017410662	absent	0.05
FBgn0005616	0.000784779	present	0.05
FBgn0005617	0.002986261	present	0.05
FBgn0005619	0.082317729	absent	0.05
FBgn0005624	0.031431906	absent	0.05
FBgn0005626	0.004395842	present	0.05
FBgn0005631	0.002532109	present	0.05
FBgn0005632	0.0026822	present	0.05
FBgn0005633	0.010859562	present	0.05
FBgn0005636	0.002726344	present	0.05
FBgn0005638	0.324724479	absent	0.05
FBgn0005640	0.000375815	present	0.05
FBgn0005642	0.00159712	present	0.05
FBgn0005648	6.00E-05	present	0.05
FBgn0005649	0.000985746	present	0.05
FBgn0005654	2.08E-06	present	0.05
FBgn0005655	0.000189956	present	0.05
FBgn0005658	0.359271364	absent	0.05
FBgn0005659	0.097509914	absent	0.05
FBgn0005660	0.004527804	present	0.05
FBgn0005664	0.017969614	absent	0.05
FBgn0005666	0.042509016	absent	0.05
FBgn0005670	0.001878523	present	0.05
FBgn0005671	1.77E-08	present	0.05
FBgn0005672	1.93E-05	present	0.05
FBgn0005674	0.001704646	present	0.05
FBgn0005677	0.007069965	present	0.05
FBgn0005683	0.00039069	present	0.05
FBgn0005694	0.000766888	present	0.05
FBgn0005695	0.004382685	present	0.05
FBgn0005696	0.00601039	present	0.05
FBgn0005771	0.017207344	absent	0.05
FBgn0005775	0.076682059	absent	0.05
FBgn0005777	0.000350971	present	0.05
FBgn0005778	0.000236169	present	0.05
FBgn0005779	0.000558438	present	0.05
FBgn0008635	4.29E-05	present	0.05
FBgn0008636	0.294126005	absent	0.05
FBgn0008646	0.010225033	present	0.05
FBgn0008651	0.016064005	absent	0.05
FBgn0010014	0.020086391	absent	0.05
FBgn0010015	0.013497335	absent	0.05
FBgn0010019	1.77E-08	present	0.05
FBgn0010038	0.008307127	present	0.05
FBgn0010039	5.05E-05	present	0.05
FBgn0010040	0.047668795	absent	0.05
FBgn0010041	0.001655264	present	0.05
FBgn0010042	0.07782986	absent	0.05
FBgn0010043	0.022686393	absent	0.05
FBgn0010044	0.059177041	absent	0.05
FBgn0010051	0.018320899	absent	0.05
FBgn0010052	0.303384611	absent	0.05
FBgn0010053	0.00046588	present	0.05
FBgn0010078	1.77E-08	present	0.05
FBgn0010097	0.016327443	absent	0.05
FBgn0010100	5.13E-05	present	0.05
FBgn0010105	0.007687536	present	0.05
FBgn0010109	0.149325814	absent	0.05
FBgn0010113	0.000890382	present	0.05
FBgn0010114	0.010575076	present	0.05
FBgn0010173	0.000174562	present	0.05
FBgn0010194	0.005688481	present	0.05
FBgn0010197	0.075106179	absent	0.05
FBgn0010198	1.77E-08	present	0.05
FBgn0010213	1.77E-08	present	0.05
FBgn0010215	0.001042557	present	0.05
FBgn0010217	1.77E-08	present	0.05
FBgn0010220	0.000889547	present	0.05
FBgn0010222	0.000293017	present	0.05
FBgn0010223	0.011339579	present	0.05
FBgn0010225	0.000250449	present	0.05
FBgn0010226	1.77E-08	present	0.05
FBgn0010228	0.000120388	present	0.05
FBgn0010235	0.000125044	present	0.05
FBgn0010238	0.00034901	present	0.05
FBgn0010240	0.021488245	absent	0.05
FBgn0010241	0.018889918	absent	0.05
FBgn0010246	0.000273171	present	0.05
FBgn0010247	0.000782239	present	0.05
FBgn0010258	0.000115756	present	0.05
FBgn0010263	7.22E-05	present	0.05
FBgn0010265	1.77E-08	present	0.05
FBgn0010269	0.001492047	present	0.05
FBgn0010278	7.84E-06	present	0.05
FBgn0010280	2.91E-05	present	0.05
FBgn0010282	1.77E-08	present	0.05
FBgn0010287	1.62E-05	present	0.05
FBgn0010288	1.77E-08	present	0.05
FBgn0010292	0.001273097	present	0.05
FBgn0010294	1	absent	0.05
FBgn0010295	1	absent	0.05
FBgn0010296	1	absent	0.05
FBgn0010300	0.003442067	present	0.05
FBgn0010303	0.006979277	present	0.05
FBgn0010309	0.000372584	present	0.05
FBgn0010313	0.002666663	present	0.05
FBgn0010314	0.001684903	present	0.05
FBgn0010315	0.014333574	absent	0.05
FBgn0010316	0.004447224	present	0.05
FBgn0010317	0.012276326	present	0.05
FBgn0010323	0.01679869	absent	0.05
FBgn0010328	0.000618855	present	0.05
FBgn0010329	0.016169925	absent	0.05
FBgn0010333	2.34E-05	present	0.05
FBgn0010339	1.77E-08	present	0.05
FBgn0010340	0.000292386	present	0.05
FBgn0010341	0.000184657	present	0.05
FBgn0010342	0.002082152	present	0.05
FBgn0010348	3.34E-06	present	0.05
FBgn0010350	9.10E-05	present	0.05
FBgn0010352	3.06E-05	present	0.05
FBgn0010355	0.000538738	present	0.05
FBgn0010356	0.00557601	present	0.05
FBgn0010357	1.77E-08	present	0.05
FBgn0010358	0.001763785	present	0.05
FBgn0010359	0.050318347	absent	0.05
FBgn0010379	0.000857713	present	0.05
FBgn0010380	0.000148063	present	0.05
FBgn0010382	0.000427651	present	0.05
FBgn0010383	0.046092248	absent	0.05
FBgn0010385	0.024651745	absent	0.05
FBgn0010387	1.77E-08	present	0.05
FBgn0010388	0.000373145	present	0.05
FBgn0010389	0.021669469	absent	0.05
FBgn0010391	6.40E-06	present	0.05
FBgn0010395	0.0122966	present	0.05
FBgn0010397	4.76E-05	present	0.05
FBgn0010398	0.000630267	present	0.05
FBgn0010399	0.047562822	absent	0.05
FBgn0010401	0.15799701	absent	0.05
FBgn0010403	0.033880638	absent	0.05
FBgn0010406	0.000350071	present	0.05
FBgn0010407	0.009688739	present	0.05
FBgn0010408	1.77E-08	present	0.05
FBgn0010409	1.77E-08	present	0.05
FBgn0010411	1.77E-08	present	0.05
FBgn0010412	1.77E-08	present	0.05
FBgn0010414	0.008891973	present	0.05
FBgn0010415	0.000151617	present	0.05
FBgn0010416	0.001421645	present	0.05
FBgn0010417	9.50E-05	present	0.05
FBgn0010421	5.00E-05	present	0.05
FBgn0010422	1.77E-08	present	0.05
FBgn0010423	6.57E-05	present	0.05
FBgn0010424	0.002342534	present	0.05
FBgn0010425	2.24E-05	present	0.05
FBgn0010431	0.003747206	present	0.05
FBgn0010433	1	absent	0.05
FBgn0010434	0.001224933	present	0.05
FBgn0010435	1.77E-08	present	0.05
FBgn0010438	0.002434475	present	0.05
FBgn0010441	0.001226347	present	0.05
FBgn0010452	0.01774434	absent	0.05
FBgn0010453	0.006819545	present	0.05
FBgn0010470	5.85E-05	present	0.05
FBgn0010473	0.036752377	absent	0.05
FBgn0010482	0.004267674	present	0.05
FBgn0010488	1.35E-05	present	0.05
FBgn0010497	0.007299538	present	0.05
FBgn0010501	0.001082226	present	0.05
FBgn0010504	1.77E-08	present	0.05
FBgn0010516	1.12E-05	present	0.05
FBgn0010520	4.38E-05	present	0.05
FBgn0010531	0.000658106	present	0.05
FBgn0010548	1.77E-08	present	0.05
FBgn0010549	0.013185334	absent	0.05
FBgn0010551	1.77E-08	present	0.05
FBgn0010583	8.41E-06	present	0.05
FBgn0010590	1.77E-08	present	0.05
FBgn0010591	0.000730714	present	0.05
FBgn0010602	1.77E-08	present	0.05
FBgn0010607	0.000598862	present	0.05
FBgn0010611	4.25E-05	present	0.05
FBgn0010612	1.77E-08	present	0.05
FBgn0010620	0.002072243	present	0.05
FBgn0010621	1.77E-08	present	0.05
FBgn0010622	0.000344613	present	0.05
FBgn0010638	1.77E-08	present	0.05
FBgn0010651	0.009486828	present	0.05
FBgn0010660	0.000926443	present	0.05
FBgn0010741	3.70E-06	present	0.05
FBgn0010747	8.51E-06	present	0.05
FBgn0010750	1.77E-08	present	0.05
FBgn0010762	0.000792479	present	0.05
FBgn0010768	0.055801407	absent	0.05
FBgn0010770	5.71E-05	present	0.05
FBgn0010772	0.003770669	present	0.05
FBgn0010774	1.77E-08	present	0.05
FBgn0010786	0.000383492	present	0.05
FBgn0010803	1.77E-08	present	0.05
FBgn0010808	5.54E-05	present	0.05
FBgn0010812	0.000821014	present	0.05
FBgn0010825	0.001554044	present	0.05
FBgn0010830	0.001566677	present	0.05
FBgn0010877	0.000165461	present	0.05
FBgn0010894	0.001648204	present	0.05
FBgn0010905	0.0022792	present	0.05
FBgn0010909	0.001910861	present	0.05
FBgn0010926	0.004010707	present	0.05
FBgn0011016	2.85E-06	present	0.05
FBgn0011020	0.003319035	present	0.05
FBgn0011202	0.003221627	present	0.05
FBgn0011204	0.000397763	present	0.05
FBgn0011205	0.000246598	present	0.05
FBgn0011206	1.77E-08	present	0.05
FBgn0011207	0.000128743	present	0.05
FBgn0011211	1.06E-05	present	0.05
FBgn0011217	1.77E-08	present	0.05
FBgn0011224	1.77E-08	present	0.05
FBgn0011225	1.77E-08	present	0.05
FBgn0011227	1.77E-08	present	0.05
FBgn0011230	0.000769919	present	0.05
FBgn0011232	0.001782279	present	0.05
FBgn0011236	0.000100392	present	0.05
FBgn0011239	1.77E-08	present	0.05
FBgn0011244	1.77E-08	present	0.05
FBgn0011259	0.009735796	present	0.05
FBgn0011260	0.00485044	present	0.05
FBgn0011270	1.77E-08	present	0.05
FBgn0011272	1.77E-08	present	0.05
FBgn0011273	1.77E-08	present	0.05
FBgn0011274	0.006503313	present	0.05
FBgn0011276	0.216829743	absent	0.05
FBgn0011277	1	absent	0.05
FBgn0011278	0.003746062	present	0.05
FBgn0011279	0.000134482	present	0.05
FBgn0011280	0.002027124	present	0.05
FBgn0011281	0.057758059	absent	0.05
FBgn0011282	0.001722487	present	0.05
FBgn0011283	0.163850606	absent	0.05
FBgn0011284	1.77E-08	present	0.05
FBgn0011286	0.018373832	absent	0.05
FBgn0011288	0.018693253	absent	0.05
FBgn0011289	1.77E-08	present	0.05
FBgn0011290	0.000165203	present	0.05
FBgn0011291	8.23E-06	present	0.05
FBgn0011293	0.061639641	absent	0.05
FBgn0011294	1	absent	0.05
FBgn0011296	0.000282324	present	0.05
FBgn0011297	5.63E-05	present	0.05
FBgn0011300	0.007773355	present	0.05
FBgn0011305	0.000366376	present	0.05
FBgn0011327	1.77E-08	present	0.05
FBgn0011335	0.001509615	present	0.05
FBgn0011336	3.51E-05	present	0.05
FBgn0011361	1.77E-08	present	0.05
FBgn0011455	1.77E-08	present	0.05
FBgn0011474	3.60E-06	present	0.05
FBgn0011476	4.32E-07	present	0.05
FBgn0011481	0.003738516	present	0.05
FBgn0011509	0.000477932	present	0.05
FBgn0011554	0.001692094	present	0.05
FBgn0011555	0.000552549	present	0.05
FBgn0011556	9.30E-05	present	0.05
FBgn0011559	1.77E-08	present	0.05
FBgn0011566	0.002743106	present	0.05
FBgn0011569	0.00145941	present	0.05
FBgn0011570	0.000142532	present	0.05
FBgn0011573	1.77E-08	present	0.05
FBgn0011576	0.000715771	present	0.05
FBgn0011581	0.000199137	present	0.05
FBgn0011582	0.056023542	absent	0.05
FBgn0011584	1.77E-08	present	0.05
FBgn0011586	1.77E-08	present	0.05
FBgn0011589	0.07222343	absent	0.05
FBgn0011591	0.008611582	present	0.05
FBgn0011592	0.002460576	present	0.05
FBgn0011596	0.000234627	present	0.05
FBgn0011603	0.015841897	absent	0.05
FBgn0011604	0.000152568	present	0.05
FBgn0011606	6.31E-06	present	0.05
FBgn0011638	7.78E-06	present	0.05
FBgn0011640	0.000499748	present	0.05
FBgn0011642	0.000847507	present	0.05
FBgn0011648	8.99E-05	present	0.05
FBgn0011653	0.025965526	absent	0.05
FBgn0011655	0.005094357	present	0.05
FBgn0011656	0.004707372	present	0.05
FBgn0011659	0.006643005	present	0.05
FBgn0011660	0.00032446	present	0.05
FBgn0011661	2.58E-05	present	0.05
FBgn0011666	0.003240382	present	0.05
